condition,randomizer.started,randomizer.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,begin_exp.started,begin_exp.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,consent.started,consent.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,consent2.started,consent2.stopped,consent_resp_2.keys,consent_resp_2.rt,consent_resp_2.duration,consent3.started,consent3.stopped,consent_resp_3.keys,consent_resp_3.rt,consent_resp_3.duration,consent4.started,consent4.stopped,consent_resp_4.keys,consent_resp_4.rt,consent_resp_4.duration,consent5.started,consent5.stopped,consent_resp_5.keys,consent_resp_5.rt,consent_resp_5.duration,consent6.started,consent6.stopped,consent_resp_6.keys,consent_resp_6.rt,consent_resp_6.duration,demographic_questions.started,demographic_questions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,demo_age.started,demo_age.stopped,textbox.text,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,demo_native_lang.started,demo_native_lang.stopped,textbox_5.text,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,demo_other_langs.started,demo_other_langs.stopped,textbox_6.text,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,demo_info.thisRepN,demo_info.thisTrialN,demo_info.thisN,demo_info.thisIndex,demo_info.ran,instructions.started,instructions.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,begin_experiment.started,begin_experiment.stopped,experiment_start_resp.keys,experiment_start_resp.rt,experiment_start_resp.duration,training.started,training.stopped,textbox_7.text,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,training_2.started,training_2.stopped,clear_screen.started,clear_screen.stopped,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,training_block.ran,stem,suffix,label,stem_filename,file,filepath,image_size,image_location,audio_files,prod_instr.started,prod_instr.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,prod_inst_2.started,prod_inst_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.duration,big_image_flash.started,big_image_flash.stopped,prod_four_images.started,prod_four_images.stopped,prod_pre.started,prod_pre.stopped,production.started,production.stopped,prod_resp.text,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,blank_trial.started,blank_trial.stopped,production_block.thisRepN,production_block.thisTrialN,production_block.thisN,production_block.thisIndex,production_block.ran,prod_label,prod_image1,prod_image2,prod_condition,alt_image1,alt_image2,prod_image2_size,alt_image2_size,prod_image2_location,alt_image1_location,alt_image2_location,comp_inst.started,comp_inst.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,comp_instructions_cont.started,comp_instructions_cont.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,big_image_flash_fc.started,big_image_flash_fc.stopped,fc_flash.started,fc_flash.stopped,fc_pre.started,fc_pre.stopped,forced_choice.started,comp_label1_location,comp_label2_location,forced_choice.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,forced_choice_block.thisRepN,forced_choice_block.thisTrialN,forced_choice_block.thisN,forced_choice_block.thisIndex,forced_choice_block.ran,label1,suffix1,label2,suffix2,comp_image,comp_condition_stem,comp_condition_suffix,image1,comp_image_size,comp_image_location,alt_image1_size,comprehension_instructions.started,comprehension_instructions.stopped,key_resp_33.keys,key_resp_33.rt,key_resp_33.duration,comprehension_four_images.started,comprehension_four_images.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,comprehension_loop.thisRepN,comprehension_loop.thisTrialN,comprehension_loop.thisN,comprehension_loop.thisIndex,comprehension_loop.ran,comprehension_label,image2,stem_condition,image3,image4,image1_label,image2_label,image3_label,image4_label,debriefing0.started,debriefing0.stopped,key_resp_29.keys,key_resp_29.rt,key_resp_29.duration,debriefing1.started,debriefing1.stopped,key_resp_28.keys,key_resp_28.rt,key_resp_28.duration,debriefing2.started,debriefing2.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.duration,debriefing3.started,debriefing3.stopped,key_resp_31.keys,key_resp_31.rt,key_resp_31.duration,end.started,end.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8888,172.4286,koradan,"[""k"",""o"",""r"",""a"",""d"",""a"",""n"",""return""]","[1.0685000000000002,1.1642000000001929,1.2609000000003903,1.5979000000003794,2.2123000000007664,2.30230000000077,2.4043000000007453,2.532200000000188]","[null,null,null,null,null,null,null,null]",172.4287,172.9253,172.9253,173.4219,0,16,16,14,1,kora,dan,koradan,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/koradan.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4222,177.9213,balnem,"[""b"",""a"",""l"",""n"",""e"",""m"",""return""]","[1.4424000000003616,1.5125999999996225,1.6175000000000068,1.8887000000001706,1.9992999999998062,2.0887999999998215,2.1569999999999823]","[null,null,null,null,null,null,null]",177.9213,178.4223,178.4223,178.9207,0,17,17,18,1,bal,shoon,balshoon,1,1_dim_sg.PNG,stems_all/1_dim_sg.PNG,,,zara_audio_files/balshoon.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.9209,183.4172,berkonem,"[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]","[1.3578999999994323,1.4582999999998094,1.5335999999996375,1.6123999999994396,1.715199999999271,1.9397999999998206,2.0103999999994357,2.0970999999996423,2.15779999999981]","[null,null,null,null,null,null,null,null,null]",183.4172,183.9137,183.9138,184.4107,0,18,18,19,1,berko,shoon,berkoshoon,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkoshoon.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.4109,188.9104,nakon,"[""n"",""a"",""o"",""N/A"",""k"",""o""]","[2.719399999999439,2.8041999999992413,3.14319999999924,3.8114999999999952,4.042699999999257,4.211799999999812]","[null,null,null,null,null,null]",188.9105,189.4108,189.4109,189.9079,0,19,19,3,1,nako,nem,nakonem,4,4_dim_sg.PNG,stems_all/4_dim_sg.PNG,,,zara_audio_files/nakonem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.9081,193.7958,baninem,"[""b"",""a"",""n"",""i"",""m"",""N/A"",""n"",""e"",""m"",""return""]","[2.194200000000194,2.4974000000003684,2.7019000000003643,2.8369000000003837,3.0732999999998185,3.388600000000565,3.624600000000555,3.67349999999999,3.794600000000571,3.8796000000005506]","[null,null,null,null,null,null,null,null,null,null]",193.7958,194.296,194.296,194.7929,0,20,20,5,1,bani,nem,baninem,6,6_dim_sg.PNG,stems_all/6_dim_sg.PNG,,,zara_audio_files/baninem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.7931,197.4338,baldan,"[""b"",""a"",""l"",""d"",""a"",""n"",""return""]","[1.1299999999999955,1.2086000000005583,1.5537999999997965,2.2087999999997976,2.3255000000000052,2.4269000000003587,2.6285000000000025]","[null,null,null,null,null,null,null]",197.4338,197.9343,197.9343,198.4355,0,21,21,12,1,bal,dan,baldan,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/baldan.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.4356,202.3176,choolnem,"[""c"",""h"",""o"",""o"",""l"",""n"",""e"",""m"",""return""]","[2.9279999999999973,3.057099999999622,3.12609999999961,3.3100999999996077,3.479599999999607,3.6385999999996272,3.725999999999999,3.8305000000000007,3.8732000000001676]","[null,null,null,null,null,null,null,null,null]",202.3177,202.8134,202.8134,203.3146,0,22,22,6,1,chool,nem,choolnem,7,7_dim_sg.PNG,stems_all/7_dim_sg.PNG,,,zara_audio_files/choolnem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3148,205.9637,korasil,"[""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]","[1.83559999999963,1.9633999999994387,2.0355999999996186,2.17179999999982,2.3082000000001983,2.3715999999996313,2.4537000000001967,2.6435999999996227]","[null,null,null,null,null,null,null,null]",205.9638,206.4638,206.4638,206.9651,0,23,23,17,1,kora,sil,korasil,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/korasil.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.9652,208.3517,kora,"[""k"",""o"",""r"",""a"",""return""]","[1.030700000000195,1.1744000000003894,1.256400000000383,1.310400000000385,1.3757999999998276]","[null,null,null,null,null]",208.3517,208.85,208.8501,209.3529,1,0,24,23,1,kora,none,kora,3,3.PNG,stems_all/3.PNG,,,zara_audio_files/kora.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.3531,213.3641,pipanem,"[""p"",""i"",""p"",""a"",""n"",""e"",""m"",""return""]","[2.2972999999998365,2.6976999999992586,2.8296999999992636,3.009199999999254,3.108299999999815,3.753399999999459,3.873899999999452,4.001299999999816]","[null,null,null,null,null,null,null,null]",213.3641,213.8607,213.8607,214.3578,1,1,25,4,1,pipa,nem,pipanem,5,5_dim_sg.PNG,stems_all/5_dim_sg.PNG,,,zara_audio_files/pipanem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3579,216.8087,koradan,"[""k"",""o"",""r"",""a"",""d"",""a"",""n"",""return""]","[1.2927999999998292,1.3944000000003882,1.473400000000396,1.5582000000001983,2.124200000000201,2.2067000000001826,2.285299999999836,2.4425999999996293]","[null,null,null,null,null,null,null,null]",216.8087,217.305,217.305,217.8017,1,2,26,14,1,kora,dan,koradan,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/koradan.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.8018,222.2995,,,,,222.2995,222.8006,222.8006,223.2994,1,3,27,3,1,nako,nem,nakonem,4,4_dim_sg.PNG,stems_all/4_dim_sg.PNG,,,zara_audio_files/nakonem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2995,227.0885,ostonem,"[""return"",""o"",""s"",""t"",""o"",""n"",""e"",""m"",""return""]","[0.07310000000057926,2.848900000000384,2.9459000000003925,3.0731000000005793,3.1959000000003925,3.5045000000000073,3.5763000000007423,3.6810000000000116,3.7823000000007596]","[null,null,null,null,null,null,null,null,null]",227.0886,227.5888,227.5888,228.0873,1,4,28,8,1,osto,nem,ostonem,9,9_dim_sg.PNG,stems_all/9_dim_sg.PNG,,,zara_audio_files/ostonem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0875,232.5909,balnem,"[""b"",""a"",""l"",""n"",""e"",""m"",""return""]","[1.3197000000001822,1.4360999999996125,1.5700999999996554,1.7147000000001924,1.8105999999996527,1.8982000000002301,1.922200000000231]","[null,null,null,null,null,null,null]",232.5909,233.0921,233.0921,233.5905,1,5,29,18,1,bal,shoon,balshoon,1,1_dim_sg.PNG,stems_all/1_dim_sg.PNG,,,zara_audio_files/balshoon.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5906,236.7417,korasil,"[""k"",""o"",""r"",""a"",""d"",""N/A"",""s"",""i"",""l"",""return""]","[1.2668999999993957,1.3560999999996284,1.4263999999994326,1.532399999999427,2.0661999999992418,2.41059999999959,2.610299999999768,2.7140999999996325,2.786199999999212,3.138499999999965]","[null,null,null,null,null,null,null,null,null,null]",236.7417,237.2378,237.2378,237.7347,1,6,30,17,1,kora,sil,korasil,3,3_2.PNG,stems_all/3_2.PNG,,,zara_audio_files/korasil.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7349,242.2383,berkonem,"[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]","[1.296099999999626,1.4249000000003775,1.507599999999627,1.580200000000218,1.6550000000000296,1.8347999999998592,1.8969000000004144,1.9990000000000236,2.0472000000002026]","[null,null,null,null,null,null,null,null,null]",242.2383,242.7352,242.7352,243.2336,1,7,31,19,1,berko,shoon,berkoshoon,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkoshoon.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2337,247.7327,,,,,247.7327,248.2325,248.2325,248.7293,1,8,32,13,1,berko,dan,berkodan,2,2_2.PNG,stems_all/2_2.PNG,,,zara_audio_files/berkodan.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7295,260.06,,"[""lcontrol"",""lshift""]","[3.8002000000001885,3.818400000000338]","[null,null]",260.06,260.0801,260.0801,260.0801,1,9,33,12,1,bal,dan,baldan,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/baldan.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0803,264.5786,,,,,264.5787,265.0757,265.0758,265.573,1,10,34,7,1,kudom,nem,kudomnem,8,8_dim_sg.PNG,stems_all/8_dim_sg.PNG,,,zara_audio_files/kudomnem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5732,270.0713,,,,,270.0713,270.5668,270.5668,271.065,1,11,35,10,1,bin,nem,binnem,11,11_dim_sg.PNG,stems_all/11_dim_sg.PNG,,,zara_audio_files/binnem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0651,275.5626,,,,,275.5627,276.0607,276.0607,276.5572,1,12,36,0,1,bal,nem,balnem,1,1_dim_sg.PNG,stems_all/1_dim_sg.PNG,,,zara_audio_files/balnem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5575,281.0589,baninemblanem,"[""b"",""l"",""a"",""n"",""e"",""m"",""return"",""b"",""a"",""n"",""i"",""n"",""e"",""m"",""return""]","[1.3004999999999995,1.3832999999998492,1.419600000000571,1.600500000000011,1.687200000000189,1.7872999999998456,1.974900000000389,3.1517999999998096,3.2791000000005965,3.43640000000039,3.5351000000005683,3.7907999999998196,3.9209000000003584,4.094499999999982,4.284700000000214]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",281.059,281.5554,281.5554,282.0527,1,13,37,5,1,bani,nem,baninem,6,6_dim_sg.PNG,stems_all/6_dim_sg.PNG,,,zara_audio_files/baninem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0529,284.3818,korashoon,"[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n"",""return""]","[1.1747999999997774,1.257099999999582,1.3460000000000036,1.4554999999999723,1.8310999999995943,1.9185999999996284,1.982599999999593,2.152400000000341,2.243499999999983,2.32220000000018]","[null,null,null,null,null,null,null,null,null,null]",284.3819,284.878,284.878,285.3736,1,14,38,20,1,kora,shoon,korashoon,3,3_dim_sg.PNG,stems_all/3_dim_sg.PNG,,,zara_audio_files/korashoon.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3738,289.8715,,,,,289.8716,290.368,290.368,290.8649,1,15,39,9,1,vorke,nem,vorkenem,10,10_dim_sg.PNG,stems_all/10_dim_sg.PNG,,,zara_audio_files/vorkenem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.8651,293.1382,balsil,"[""b"",""a"",""l"",""s"",""i"",""l"",""return""]","[1.3347000000001685,1.447999999999979,1.551499999999976,1.9510000000000218,2.0230000000000246,2.1027000000001976,2.2627999999997996]","[null,null,null,null,null,null,null]",293.1383,293.6347,293.6349,294.133,1,16,40,15,1,bal,sil,balsil,1,1_2.PNG,stems_all/1_2.PNG,,,zara_audio_files/balsil.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60594,201,2025-01-20_16h51.41.759,generalizability_mini,2023.2.2,Win32,169.4915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1332,298.6309,berkonenm,"[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""n"",""m"",""return""]","[1.3250999999996225,1.4185999999996284,1.4930999999996288,1.5752000000001658,1.6614000000003557,2.1537000000001854,2.2385999999996216,2.3389999999999986,2.3395999999996206,2.401700000000176]","[null,null,null,null,null,null,null,null,null,null]",298.631,299.132,299.1321,299.629,1,17,41,1,1,berko,nem,berkonem,2,2_dim_sg.PNG,stems_all/2_dim_sg.PNG,,,zara_audio_files/berkonem.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
