key_resp_14.rt,alt_image1_location,__experimentName,key_resp_21.rt,experiment_start_resp.rt,key_resp_18.keys,demo_info.thisRepN,key_resp_4.keys,key_resp_11.rt,textbox_7.text,key_resp_14.keys,test_loop.ran,date,key_resp_26.rt,expName,pretraining_plus_test.thisTrialN,condition,consent_resp.keys,key_resp_5.rt,pretraining_loop.ran,prod_label,production_block.ran,key_resp_13.rt,pretraining_loop.thisN,image_size,key_resp_3.rt,test_loop.thisTrialN,key_resp_4.rt,consent_resp.rt,forced_choice_block.thisIndex,textbox_3.text,key_resp_26.keys,prod_condition,image1,label2,key_resp_15.rt,textbox_2.text,alt_image1,filepath,key_resp_17.rt,training_block.thisIndex,pretraining,training_block.thisN,label1,key_resp_15.keys,training_block.thisRepN,demo_info.thisTrialN,production_block.thisRepN,textbox_4.text,key_resp_17.keys,key_resp_21.keys,key_resp_6.keys,production_block.thisIndex,pretraining_loop.thisTrialN,key_resp_18.rt,suffix1,forced_choice_block.thisN,comp_label1_location,demo_info.thisIndex,alt_image2_location,demo_info.ran,key_resp_10.rt,key_resp_22.keys,test_loop.thisIndex,prod_resp.text,pretraining_loop.thisRepN,key_resp_13.keys,suffix2,training_block.thisTrialN,key_resp_23.keys,alt_image2,key_resp_20.rt,pretraining_loop.thisIndex,comp_image_location,textbox_6.text,production_block.thisTrialN,key_resp_24.keys,key_resp_10.keys,forced_choice_block.thisTrialN,key_resp_16.rt,session,prod_image2_size,forced_choice_block.thisRepN,key_resp_20.keys,stem_filename,comp_image,comp_condition_stem,key_resp_5.keys,prod_image2,key_resp_9.rt,comp_image_size,pretraining_plus_test.order,prod_image1,key_resp_7.keys,key_resp_23.rt,psychopyVersion,comp_label2_location,suffix,key_resp_9.keys,key_resp_11.keys,key_resp_22.rt,test_loop.thisN,comp_condition_suffix,textbox_5.text,key_resp_6.rt,key_resp_16.keys,forced_choice_block.ran,demo_info.thisN,textbox.text,__session,alt_image2_size,stem,pretraining_plus_test.thisRepN,test_loop.thisRepN,alt_image1_size,textbox_10.text,__participant,key_resp_8.rt,frameRate,participant,key_resp_8.keys,pretraining_plus_test.thisN,__datetime,file,experiment_start_resp.keys,training_block.ran,OS,pretraining_plus_test.thisIndex,key_resp_24.rt,textbox_9.text,production_block.thisN,pretraining_loop.order,label,pretraining_plus_test.ran,key_resp_3.keys,key_resp_7.rt,prod_image2_location
﻿,,generalizability,,,m,,,,berkonem,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.20', '0.20']",,,,,,,,,,,,,,stems_all/2_dim_sg.PNG,,5,,98,,,4,,,,,,,,,2.724999999999909,,,,,,,,,,,,,,14,,,,,,,,,,,,001,,,,2,,,,,,,,,,,2022.2.5,,nem,,,,,,,,,,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_dim_sg.PNG,,1,MacIntel,,,,,,berkonem,,,,
﻿,,generalizability,,,l,,,,balsil,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.35', '0.35']",,,,,,,,,,,,,,stems_all/1_2.PNG,,15,,99,,,4,,,,,,,,,1.83400000000006,,,,,,,,,,,,,,15,,,,,,,,,,,,001,,,,1,,,,,,,,,,,2022.2.5,,sil,,,,,,,,,,,,001,,bal,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,1_2.PNG,,1,MacIntel,,,,,,balsil,,,,
﻿,,generalizability,,,m,,,,balnem,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.20', '0.20']",,,,,,,,,,,,,,stems_all/1_dim_sg.PNG,,0,,100,,,4,,,,,,,,,1.4660000000000082,,,,,,,,,,,,,,16,,,,,,,,,,,,001,,,,1,,,,,,,,,,,2022.2.5,,nem,,,,,,,,,,,,001,,bal,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,1_dim_sg.PNG,,1,MacIntel,,,,,,balnem,,,,
﻿,,generalizability,,,m,,,,koranem,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.20', '0.20']",,,,,,,,,,,,,,stems_all/3_dim_sg.PNG,,8,,101,,,4,,,,,,,,,1.538000000000011,,,,,,,,,,,,,,17,,,,,,,,,,,,001,,,,3,,,,,,,,,,,2022.2.5,,nem,,,,,,,,,,,,001,,kora,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,3_dim_sg.PNG,,1,MacIntel,,,,,,koranem,,,,
﻿,,generalizability,,,n,,,,berkodan,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.35', '0.35']",,,,,,,,,,,,,,stems_all/2_2.PNG,,13,,102,,,4,,,,,,,,,1.566000000000031,,,,,,,,,,,,,,18,,,,,,,,,,,,001,,,,2,,,,,,,,,,,2022.2.5,,dan,,,,,,,,,,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_2.PNG,,1,MacIntel,,,,,,berkodan,,,,
﻿,,generalizability,,,m,,,,koranem,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.20', '0.20']",,,,,,,,,,,,,,stems_all/3_dim_sg.PNG,,9,,103,,,4,,,,,,,,,1.5339999999999918,,,,,,,,,,,,,,19,,,,,,,,,,,,001,,,,3,,,,,,,,,,,2022.2.5,,nem,,,,,,,,,,,,001,,kora,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,3_dim_sg.PNG,,1,MacIntel,,,,,,koranem,,,,
﻿,,generalizability,,,m,,,,berkonem,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,"['0.20', '0.20']",,,,,,,,,,,,,,stems_all/2_dim_sg.PNG,,4,,104,,,4,,,,,,,,,1.7970000000000255,,,,,,,,,,,,,,20,,,,,,,,,,,,001,,,,2,,,,,,,,,,,2022.2.5,,nem,,,,,,,,,,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_dim_sg.PNG,,1,MacIntel,,,,,,berkonem,,,,
﻿9.70399999999995,,generalizability,,,,,,,,space,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,001,,,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,berko,1,,,,,,,,,,,familiar,,,7.821000000000026,,stems_all/2_dim_sg.PNG,,,,,,,return,,,0,,,,,13,,,,,,,"['0.2', '-0.2']",,,,,"berkodan
",,,,,,stems_all/2_dim_pl.PNG,,,,,0,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/2_2.PNG,,,,stems_all/2.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_2.PNG,,,MacIntel,,,,0,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,pil,1,,,,,,,,,,,novel,,,9.544999999999959,,stems_all/13_dim_sg.PNG,,,,,,,return,,,0,,,,,9,,,,,,,"['-0.2', '-0.2']",,,,,"pilnem
",,,,,,stems_all/13_2.PNG,,,,,1,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/13_dim_pl.PNG,,,,stems_all/13.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,13_dim_pl.PNG,,,MacIntel,,,,1,,,,,,"['0.2', '-0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinti,1,,,,,,,,,,,novel,,,6.052999999999997,,stems_all/14_dim_pl.PNG,,,,,,,return,,,0,,,,,4,,,,,,,"['-0.2', '-0.2']",,,,,"shintinem
",,,,,,stems_all/14_2.PNG,,,,,2,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/14_dim_sg.PNG,,,,stems_all/14.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,14_dim_sg.PNG,,,MacIntel,,,,2,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,kora,1,,,,,,,,,,,familiar,,,7.90400000000011,,stems_all/3_dim_sg.PNG,,,,,,,return,,,0,,,,,8,,,,,,,"['-0.2', '-0.2']",,,,,"koranem
",,,,,,stems_all/3_2.PNG,,,,,3,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/3_dim_pl.PNG,,,,stems_all/3.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,3_dim_pl.PNG,,,MacIntel,,,,3,,,,,,"['0.2', '-0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,bal,1,,,,,,,,,,,familiar,,,4.720000000000027,,stems_all/1_dim_pl.PNG,,,,,,,return,,,0,,,,,0,,,,,,,"['-0.2', '-0.2']",,,,,"balshoon
",,,,,,stems_all/1_2.PNG,,,,,4,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/1_dim_sg.PNG,,,,stems_all/1.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,1_dim_sg.PNG,,,MacIntel,,,,4,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinder,1,,,,,,,,,,,novel,,,3.5329999999999018,,stems_all/15_dim_sg.PNG,,,,,,,return,,,0,,,,,11,,,,,,,"['-0.2', '-0.2']",,,,,"shindershoon
",,,,,,stems_all/15_2.PNG,,,,,5,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/15_dim_pl.PNG,,,,stems_all/15.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,15_dim_pl.PNG,,,MacIntel,,,,5,,,,,,"['0.2', '-0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,berko,1,,,,,,,,,,,familiar,,,3.0710000000000264,,stems_all/2_dim_pl.PNG,,,,,,,return,,,0,,,,,1,,,,,,,"['-0.2', '-0.2']",,,,,"berkoshoon
",,,,,,stems_all/2_2.PNG,,,,,6,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/2_dim_sg.PNG,,,,stems_all/2.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_dim_sg.PNG,,,MacIntel,,,,6,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,kora,1,,,,,,,,,,,familiar,,,3.455000000000041,,stems_all/3_dim_pl.PNG,,,,,,,return,,,0,,,,,2,,,,,,,"['-0.2', '-0.2']",,,,,"korashoon
",,,,,,stems_all/3_2.PNG,,,,,7,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/3_dim_sg.PNG,,,,stems_all/3.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,3_dim_sg.PNG,,,MacIntel,,,,7,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinti,1,,,,,,,,,,,novel,,,3.203999999999951,,stems_all/14_dim_sg.PNG,,,,,,,return,,,0,,,,,16,,,,,,,"['0.2', '-0.2']",,,,,"shontidan
",,,,,,stems_all/14_dim_pl.PNG,,,,,8,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/14_2.PNG,,,,stems_all/14.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,14_2.PNG,,,MacIntel,,,,8,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,bal,1,,,,,,,,,,,familiar,,,2.711999999999989,,stems_all/1_dim_sg.PNG,,,,,,,return,,,0,,,,,6,,,,,,,"['-0.2', '-0.2']",,,,,"balnem
",,,,,,stems_all/1_2.PNG,,,,,9,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/1_dim_pl.PNG,,,,stems_all/1.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,1_dim_pl.PNG,,,MacIntel,,,,9,,,,,,"['0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,bal,1,,,,,,,,,,,familiar,,,2.1940000000000737,,stems_all/1_dim_sg.PNG,,,,,,,return,,,0,,,,,12,,,,,,,"['0.2', '-0.2']",,,,,"baldan
",,,,,,stems_all/1_dim_pl.PNG,,,,,10,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/1_2.PNG,,,,stems_all/1.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,1_2.PNG,,,MacIntel,,,,10,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,kora,1,,,,,,,,,,,familiar,,,2.4449999999999363,,stems_all/3_dim_sg.PNG,,,,,,,return,,,0,,,,,14,,,,,,,"['0.2', '-0.2']",,,,,"koradan
",,,,,,stems_all/3_dim_pl.PNG,,,,,11,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/3_2.PNG,,,,stems_all/3.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,3_2.PNG,,,MacIntel,,,,11,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinder,1,,,,,,,,,,,novel,,,2.63900000000001,,stems_all/15_dim_sg.PNG,,,,,,,return,,,0,,,,,17,,,,,,,"['0.2', '-0.2']",,,,,"shinderdan
",,,,,,stems_all/15_dim_pl.PNG,,,,,12,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/15_2.PNG,,,,stems_all/15.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,15_2.PNG,,,MacIntel,,,,12,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,pil,1,,,,,,,,,,,novel,,,5.944000000000074,,stems_all/13_dim_sg.PNG,,,,,,,return,,,0,,,,,15,,,,,,,"['0.2', '-0.2']",,,,,"pildan
",,,,,,stems_all/13_dim_pl.PNG,,,,,13,,,,,001,"['0.35', '0.35']",,,,,,,stems_all/13_2.PNG,,,,stems_all/13.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.20', '0.20']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,13_2.PNG,,,MacIntel,,,,13,,,,,,"['-0.2', '-0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinti,1,,,,,,,,,,,novel,,,3.314999999999941,,stems_all/14_dim_sg.PNG,,,,,,,return,,,0,,,,,10,,,,,,,"['-0.2', '-0.2']",,,,,"shintishoon
",,,,,,stems_all/14_2.PNG,,,,,14,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/14_dim_pl.PNG,,,,stems_all/14.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,14_dim_pl.PNG,,,MacIntel,,,,14,,,,,,"['0.2', '-0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,pil,1,,,,,,,,,,,novel,,,2.883000000000038,,stems_all/13_dim_pl.PNG,,,,,,,return,,,0,,,,,3,,,,,,,"['-0.2', '-0.2']",,,,,"pilnem
",,,,,,stems_all/13_2.PNG,,,,,15,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/13_dim_sg.PNG,,,,stems_all/13.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,13_dim_sg.PNG,,,MacIntel,,,,15,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '-0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,shinder,1,,,,,,,,,,,novel,,,2.70799999999997,,stems_all/15_dim_pl.PNG,,,,,,,return,,,0,,,,,5,,,,,,,"['-0.2', '-0.2']",,,,,"shindernem
",,,,,,stems_all/15_2.PNG,,,,,16,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/15_dim_sg.PNG,,,,stems_all/15.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,15_dim_sg.PNG,,,MacIntel,,,,16,,,,,,"['0.2', '0.2']"
﻿,"['0.2', '0.2']",generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,berko,1,,,,,,,,,,,familiar,,,2.5569999999999027,,stems_all/2_dim_sg.PNG,,,,,,,return,,,0,,,,,7,,,,,,,"['-0.2', '-0.2']",,,,,"berkoshoon
",,,,,,stems_all/2_2.PNG,,,,,17,,,,,001,"['0.20', '0.20']",,,,,,,stems_all/2_dim_pl.PNG,,,,stems_all/2.PNG,,,2022.2.5,,,,,,,,,,,,,,001,"['0.35', '0.35']",,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,2_dim_pl.PNG,,,MacIntel,,,,17,,,,,,"['0.2', '-0.2']"
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,,,,,,,,,,,12.149999999999977,,,,,,,,,,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,001,,,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,41,,,,stems_all/18.PNG,rundesil,,,,,,,,,rundedan,,,,,,,,,,,,dan,0,right,,,,,,,,,,sil,,,,,,,,,,,0,3.6709999999999354,001,,0,,,stems_all/18_2.PNG,novel,,,,"['0.35', '0.35']",,,,,2022.2.5,left,,,,,,big,,,right,1,,,001,,runde,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,15,,,,stems_all/16.PNG,bassidan,,,,,,,,,bassisil,,,,,,,,,,,,sil,1,right,,,,,,,,,,dan,,,,,,,,,,,1,3.37399999999991,001,,0,,,stems_all/16_dim_pl.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,left,,,,,,dim_pl,,,left,1,,,001,,bassi,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,0,,,,stems_all/1.PNG,balnem,,,,,,,,,baldan,,,,,,,,,,,,dan,2,left,,,,,,,,,,nem,,,,,,,,,,,2,7.762000000000057,001,,0,,,stems_all/1_dim_pl.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,left,1,,,001,,bal,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,7,,,,stems_all/2.PNG,berkonem,,,,,,,,,berkoshoon,,,,,,,,,,,,shoon,3,right,,,,,,,,,,nem,,,,,,,,,,,3,2.549000000000092,001,,0,,,stems_all/2_dim_pl.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,left,,,,,,dim_pl,,,right,1,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,11,,,,stems_all/18.PNG,rundenem,,,,,,,,,rundeshoon,,,,,,,,,,,,shoon,4,right,,,,,,,,,,nem,,,,,,,,,,,4,2.7749999999999773,001,,0,,,stems_all/18_dim_pl.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,left,,,,,,dim_pl,,,left,1,,,001,,runde,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,5,,,,stems_all/18.PNG,rundedan,,,,,,,,,rundenem,,,,,,,,,,,,nem,5,left,,,,,,,,,,dan,,,,,,,,,,,5,2.104000000000042,001,,0,,,stems_all/18_dim_pl.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,right,1,,,001,,runde,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,31,,,,stems_all/2.PNG,berkonem,,,,,,,,,berkodan,,,,,,,,,,,,dan,6,right,,,,,,,,,,nem,,,,,,,,,,,6,1.9349999999999454,001,,0,,,stems_all/2_2.PNG,familiar,,,,"['0.35', '0.35']",,,,,2022.2.5,left,,,,,,big,,,left,1,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,26,,,,stems_all/3.PNG,koranem,,,,,,,,,korashoon,,,,,,,,,,,,shoon,7,left,,,,,,,,,,nem,,,,,,,,,,,7,5.209999999999923,001,,0,,,stems_all/3_dim_sg.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_sg,,,right,1,,,001,,kora,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,3,,,,stems_all/16.PNG,bassidan,,,,,,,,,bassinem,,,,,,,,,,,,nem,8,left,,,,,,,,,,dan,,,,,,,,,,,8,2.131999999999948,001,,0,,,stems_all/16_dim_pl.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,left,1,,,001,,bassi,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,27,,,,stems_all/16.PNG,bassishoon,,,,,,,,,bassinem,,,,,,,,,,,,nem,9,right,,,,,,,,,,shoon,,,,,,,,,,,9,1.6230000000000473,001,,0,,,stems_all/16_dim_sg.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,left,,,,,,dim_sg,,,right,1,,,001,,bassi,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,24,,,,stems_all/1.PNG,balnem,,,,,,,,,balshoon,,,,,,,,,,,,shoon,10,left,,,,,,,,,,nem,,,,,,,,,,,10,1.5950000000000273,001,,0,,,stems_all/1_dim_sg.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_sg,,,left,1,,,001,,bal,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,2,,,,stems_all/3.PNG,koranem,,,,,,,,,koradan,,,,,,,,,,,,dan,11,left,,,,,,,,,,nem,,,,,,,,,,,11,1.5620000000000118,001,,0,,,stems_all/3_dim_pl.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,right,1,,,001,,kora,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,34,,,,stems_all/17.PNG,luckodan,,,,,,,,,luckonem,,,,,,,,,,,,nem,12,right,,,,,,,,,,dan,,,,,,,,,,,12,2.685999999999922,001,,0,,,stems_all/17_2.PNG,novel,,,,"['0.35', '0.35']",,,,,2022.2.5,left,,,,,,big,,,right,1,,,001,,lucko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,1,,,,stems_all/2.PNG,berkodan,,,,,,,,,berkonem,,,,,,,,,,,,nem,13,left,,,,,,,,,,dan,,,,,,,,,,,13,3.825999999999908,001,,0,,,stems_all/2_dim_pl.PNG,familiar,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,right,1,,,001,,berko,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
﻿,,generalizability,,,,,,,,,,2023-09-26_16h57.04.114,,generalizability,,,,,,,,,,,,,,,9,,,,stems_all/16.PNG,bassinem,,,,,,,,,bassishoon,,,,,,,,,,,,shoon,14,left,,,,,,,,,,nem,,,,,,,,,,,14,1.7900000000000773,001,,0,,,stems_all/16_dim_pl.PNG,novel,,,,"['0.20', '0.20']",,,,,2022.2.5,right,,,,,,dim_pl,,,right,1,,,001,,bassi,,,,,039170,,52.63157894736842,039170,,,2023-09-26_16h53.24.544,,,,MacIntel,,,,,,,,,,
