participant,date,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
59192,2024-04-30,6,1,,,,shinder,dim_pl,novel,shoon
59192,2024-04-30,6,1,,,,berko,dim_pl,familiar,nem
59192,2024-04-30,6,1,,,,kora,dim_pl,familiar,sil
59192,2024-04-30,6,1,,,,pil,dim_pl,novel,nem
59192,2024-04-30,6,1,,,,bal,dim_pl,familiar,shoon
59193,2024-04-30,6,1,,,,berko,dim_pl,familiar,berkodan
59193,2024-04-30,6,1,,,,pil,dim_pl,novel,pilsil
59193,2024-04-30,6,1,,,,shinti,dim_pl,novel,shintishooon
59193,2024-04-30,6,1,,,,shinder,dim_pl,novel,shindersil
59193,2024-04-30,6,1,,,,kora,dim_pl,familiar,korasin
59193,2024-04-30,6,1,,,,bal,dim_pl,familiar,balshoon
58101,2024-05-01,5,0,,,,shinti,dim_pl,novel,shinti
58101,2024-05-01,5,0,,,,berko,dim_pl,familiar,ber
58101,2024-05-01,5,0,,,,bal,dim_pl,familiar,balsil
58101,2024-05-01,5,0,,,,shinder,dim_pl,novel,shinder
58101,2024-05-01,5,0,,,,pil,dim_pl,novel,pil
58101,2024-05-01,5,0,,,,kora,dim_pl,familiar,kora
59247,2024-05-01,2,1,,,,berko,dim_pl,familiar,berkon
59247,2024-05-01,2,1,,,,kora,dim_pl,familiar,korashoondam
59247,2024-05-01,2,1,,,,shinder,dim_pl,novel,shinder
59247,2024-05-01,2,1,,,,bal,dim_pl,familiar,baldan
59247,2024-05-01,2,1,,,,shinti,dim_pl,novel,shintidam
59247,2024-05-01,2,1,,,,pil,dim_pl,novel,pilshoon
59240,2024-05-01,2,0,,,,bal,dim_pl,familiar,balsil
59240,2024-05-01,2,0,,,,berko,dim_pl,familiar,berkosil
59240,2024-05-01,2,0,,,,shinti,dim_pl,novel,
59240,2024-05-01,2,0,,,,pil,dim_pl,novel,pilsil
59240,2024-05-01,2,0,,,,kora,dim_pl,familiar,korasil
59240,2024-05-01,2,0,,,,shinder,dim_pl,novel,shindersil
59283,2024-05-01,4,1,,,,shinder,dim_pl,novel,shinderdan
59283,2024-05-01,4,1,,,,pil,dim_pl,novel,pilsil
59283,2024-05-01,4,1,,,,kora,dim_pl,familiar,korasil
59283,2024-05-01,4,1,,,,bal,dim_pl,familiar,balsil
59283,2024-05-01,4,1,,,,shinti,dim_pl,novel,shintisil
59283,2024-05-01,4,1,,,,berko,dim_pl,familiar,berkosil
55370,2024-05-01,1,1,,,,berko,dim_pl,familiar,berkosil
55370,2024-05-01,1,1,,,,pil,dim_pl,novel,pilsil
55370,2024-05-01,1,1,,,,shinti,dim_pl,novel,shintisil
55370,2024-05-01,1,1,,,,shinder,dim_pl,novel,shinderdan
55370,2024-05-01,1,1,,,,bal,dim_pl,familiar,balsil
55370,2024-05-01,1,1,,,,kora,dim_pl,familiar,korasil
59167,2024-05-01,3,0,,,,pil,dim_pl,novel,pilsil
59167,2024-05-01,3,0,,,,kora,dim_pl,familiar,korasil
59167,2024-05-01,3,0,,,,berko,dim_pl,familiar,berkosil
59167,2024-05-01,3,0,,,,shinder,dim_pl,novel,shindersil
59167,2024-05-01,3,0,,,,bal,dim_pl,familiar,balsil
59167,2024-05-01,3,0,,,,shinti,dim_pl,novel,shintisil
58999,2024-05-01,5,0,,,,kora,dim_pl,familiar,koradan
58999,2024-05-01,5,0,,,,berko,dim_pl,familiar,berkosil
58999,2024-05-01,5,0,,,,shinti,dim_pl,novel,shintisil
58999,2024-05-01,5,0,,,,shinder,dim_pl,novel,shindersil
58999,2024-05-01,5,0,,,,pil,dim_pl,novel,pilsil
58999,2024-05-01,5,0,,,,bal,dim_pl,familiar,balsil
58943,2024-05-01,4,0,,,,kora,dim_pl,familiar,
58943,2024-05-01,4,0,,,,bal,dim_pl,familiar,balsil
58943,2024-05-01,4,0,,,,shinti,dim_pl,novel,shinti
58943,2024-05-01,4,0,,,,berko,dim_pl,familiar,berkodan
58943,2024-05-01,4,0,,,,shinder,dim_pl,novel,shinerdan
58943,2024-05-01,4,0,,,,pil,dim_pl,novel,pilsil
58056,2024-05-01,5,0,,,,pil,dim_pl,novel,pilshoon
58056,2024-05-01,5,0,,,,shinder,dim_pl,novel,shindersoon
58056,2024-05-01,5,0,,,,bal,dim_pl,familiar,balshoon
58056,2024-05-01,5,0,,,,shinti,dim_pl,novel,?shoon
58056,2024-05-01,5,0,,,,kora,dim_pl,familiar,koradan
58056,2024-05-01,5,0,,,,berko,dim_pl,familiar,berkodan
59255,2024-05-02,4,1,,,,shinti,dim_pl,novel,shintishoom
59255,2024-05-02,4,1,,,,berko,dim_pl,familiar,berkosil
59255,2024-05-02,4,1,,,,kora,dim_pl,familiar,korasil
59255,2024-05-02,4,1,,,,pil,dim_pl,novel,pilsil
59255,2024-05-02,4,1,,,,bal,dim_pl,familiar,balsil
59255,2024-05-02,4,1,,,,shinder,dim_pl,novel,shindersil
58988,2024-05-02,2,1,,,,berko,dim_pl,familiar,berkosil
58988,2024-05-02,2,1,,,,bal,dim_pl,familiar,bal
58988,2024-05-02,2,1,,,,shinder,dim_pl,novel,
58988,2024-05-02,2,1,,,,pil,dim_pl,novel,
58988,2024-05-02,2,1,,,,shinti,dim_pl,novel,shintisil
58988,2024-05-02,2,1,,,,kora,dim_pl,familiar,korasil
58228,2024-05-02,4,1,,,,berko,dim_pl,familiar,berkosil
58228,2024-05-02,4,1,,,,pil,dim_pl,novel,pildan
58228,2024-05-02,4,1,,,,shinder,dim_pl,novel,shindersil
58228,2024-05-02,4,1,,,,bal,dim_pl,familiar,balsil
58228,2024-05-02,4,1,,,,shinti,dim_pl,novel,shintisil
58228,2024-05-02,4,1,,,,kora,dim_pl,familiar,korasil
58987,2024-05-02,4,0,,,,berko,dim_pl,familiar,berkosil
58987,2024-05-02,4,0,,,,bal,dim_pl,familiar,balsil
58987,2024-05-02,4,0,,,,shinti,dim_pl,novel,shintisil
58987,2024-05-02,4,0,,,,kora,dim_pl,familiar,korasil
58987,2024-05-02,4,0,,,,pil,dim_pl,novel,pilsil
58987,2024-05-02,4,0,,,,shinder,dim_pl,novel,shindersil
59060,2024-05-03,5,0,,,,shinti,dim_pl,novel,shintisil
59060,2024-05-03,5,0,,,,bal,dim_pl,familiar,balsil
59060,2024-05-03,5,0,,,,kora,dim_pl,familiar,korasil
59060,2024-05-03,5,0,,,,berko,dim_pl,familiar,berkosil
59060,2024-05-03,5,0,,,,shinder,dim_pl,novel,shindosil
59060,2024-05-03,5,0,,,,pil,dim_pl,novel,pilsil
58947,2024-05-03,4,1,,,,shinder,dim_pl,novel,shindersil
58947,2024-05-03,4,1,,,,pil,dim_pl,novel,pilshoon
58947,2024-05-03,4,1,,,,shinti,dim_pl,novel,shintosil
58947,2024-05-03,4,1,,,,bal,dim_pl,familiar,baldan
58947,2024-05-03,4,1,,,,kora,dim_pl,familiar,koradan
58947,2024-05-03,4,1,,,,berko,dim_pl,familiar,berkodan
58694,2024-05-03,3,1,,,,kora,dim_pl,familiar,koradan
58694,2024-05-03,3,1,,,,shinder,dim_pl,novel,shindersil
58694,2024-05-03,3,1,,,,berko,dim_pl,familiar,berkosil
58694,2024-05-03,3,1,,,,pil,dim_pl,novel,pilsil
58694,2024-05-03,3,1,,,,shinti,dim_pl,novel,shintisil
58694,2024-05-03,3,1,,,,bal,dim_pl,familiar,balsil
58886,2024-05-03,1,1,,,,berko,dim_pl,familiar,sil
58886,2024-05-03,1,1,,,,pil,dim_pl,novel,pildan
58886,2024-05-03,1,1,,,,shinder,dim_pl,novel,shindershoon
58886,2024-05-03,1,1,,,,shinti,dim_pl,novel,shintishoon
58886,2024-05-03,1,1,,,,kora,dim_pl,familiar,korashoon
58886,2024-05-03,1,1,,,,bal,dim_pl,familiar,balshoon
57639,2024-05-03,3,0,,,,shinder,dim_pl,novel,shinder
57639,2024-05-03,3,0,,,,kora,dim_pl,familiar,korasil
57639,2024-05-03,3,0,,,,pil,dim_pl,novel,pilsil
57639,2024-05-03,3,0,,,,berko,dim_pl,familiar,berkosil
57639,2024-05-03,3,0,,,,shinti,dim_pl,novel,shintisil
57639,2024-05-03,3,0,,,,bal,dim_pl,familiar,balsil
55365,2024-05-05,1,1,,,,shinder,dim_pl,novel,shinder
55365,2024-05-05,1,1,,,,berko,dim_pl,familiar,berkoshoon
55365,2024-05-05,1,1,,,,shinti,dim_pl,novel,shintishoon
55365,2024-05-05,1,1,,,,pil,dim_pl,novel,pilnem
55365,2024-05-05,1,1,,,,bal,dim_pl,familiar,balshoon
55365,2024-05-05,1,1,,,,kora,dim_pl,familiar,korashoon
58375,2024-05-06,2,0,,,,shinder,dim_pl,novel,shindersil
58375,2024-05-06,2,0,,,,berko,dim_pl,familiar,berkosil
58375,2024-05-06,2,0,,,,kora,dim_pl,familiar,korasil
58375,2024-05-06,2,0,,,,pil,dim_pl,novel,pilsil
58375,2024-05-06,2,0,,,,shinti,dim_pl,novel,shintisil
58375,2024-05-06,2,0,,,,bal,dim_pl,familiar,balsil
