weights,Stem,Meaning,Frequency,row_number,label
0.16666666666666669,Familiar,Original,Frequent,1,Original Frequent
0.2599738082077474,Familiar,Original,Frequent,2,Original Frequent
0.24990881019476974,Familiar,Original,Frequent,3,Original Frequent
0.25396838454326987,Familiar,Original,Frequent,4,Original Frequent
0.1514996159304401,Familiar,Original,Frequent,5,Original Frequent
0.08375167413852302,Familiar,Original,Frequent,6,Original Frequent
0.06608549075001649,Familiar,Original,Frequent,7,Original Frequent
0.115677622900581,Familiar,Original,Frequent,8,Original Frequent
0.20994783020781155,Familiar,Original,Frequent,9,Original Frequent
0.369810703231232,Familiar,Original,Frequent,10,Original Frequent
0.405579434758651,Familiar,Original,Frequent,11,Original Frequent
0.29659510199916433,Familiar,Original,Frequent,12,Original Frequent
0.42337510307436577,Familiar,Original,Frequent,13,Original Frequent
0.46546705992572146,Familiar,Original,Frequent,14,Original Frequent
0.5287424336125492,Familiar,Original,Frequent,15,Original Frequent
0.35409037121083975,Familiar,Original,Frequent,16,Original Frequent
0.40883098463764767,Familiar,Original,Frequent,17,Original Frequent
0.34326754429700346,Familiar,Original,Frequent,18,Original Frequent
0.4193873360135802,Familiar,Original,Frequent,19,Original Frequent
0.5298210514590882,Familiar,Original,Frequent,20,Original Frequent
0.5864734132880629,Familiar,Original,Frequent,21,Original Frequent
0.6014494303935323,Familiar,Original,Frequent,22,Original Frequent
0.5546233342849307,Familiar,Original,Frequent,23,Original Frequent
0.4114013627906205,Familiar,Original,Frequent,24,Original Frequent
0.38662523930388126,Familiar,Original,Frequent,25,Original Frequent
0.3843002324661577,Familiar,Original,Frequent,26,Original Frequent
0.4979596955524719,Familiar,Original,Frequent,27,Original Frequent
0.6145029505114804,Familiar,Original,Frequent,28,Original Frequent
0.5595181167861535,Familiar,Original,Frequent,29,Original Frequent
0.5898945225175531,Familiar,Original,Frequent,30,Original Frequent
0.6977693096949846,Familiar,Original,Frequent,31,Original Frequent
0.8364150486794626,Familiar,Original,Frequent,32,Original Frequent
0.968225723718268,Familiar,Original,Frequent,33,Original Frequent
0.9245038408320166,Familiar,Original,Frequent,34,Original Frequent
0.9534670239197168,Familiar,Original,Frequent,35,Original Frequent
0.7239605745348399,Familiar,Original,Frequent,36,Original Frequent
0.6260274952301297,Familiar,Original,Frequent,37,Original Frequent
0.640252863824071,Familiar,Original,Frequent,38,Original Frequent
0.6979641504529311,Familiar,Original,Frequent,39,Original Frequent
0.7138089325619228,Familiar,Original,Frequent,40,Original Frequent
0.72115990955439,Familiar,Original,Frequent,41,Original Frequent
0.8147135881194856,Familiar,Original,Frequent,42,Original Frequent
0.7801727033965659,Familiar,Original,Frequent,43,Original Frequent
0.9037145253687875,Familiar,Original,Frequent,44,Original Frequent
0.7845469263765117,Familiar,Original,Frequent,45,Original Frequent
0.7658787500266095,Familiar,Original,Frequent,46,Original Frequent
0.7994269525212424,Familiar,Original,Frequent,47,Original Frequent
0.8131972523012969,Familiar,Original,Frequent,48,Original Frequent
0.81663525374212,Familiar,Original,Frequent,49,Original Frequent
0.8334375060883258,Familiar,Original,Frequent,50,Original Frequent
0.6912742887649593,Familiar,Original,Frequent,51,Original Frequent
0.6005638852535713,Familiar,Original,Frequent,52,Original Frequent
0.5886124080049863,Familiar,Original,Frequent,53,Original Frequent
0.6823328032493897,Familiar,Original,Frequent,54,Original Frequent
0.8328808444489563,Familiar,Original,Frequent,55,Original Frequent
0.7592991943992123,Familiar,Original,Frequent,56,Original Frequent
0.7340460183272277,Familiar,Original,Frequent,57,Original Frequent
0.737373710713582,Familiar,Original,Frequent,58,Original Frequent
0.7339657251954819,Familiar,Original,Frequent,59,Original Frequent
0.7939010024294522,Familiar,Original,Frequent,60,Original Frequent
0.892404501346367,Familiar,Original,Frequent,61,Original Frequent
1.0326253978565767,Familiar,Original,Frequent,62,Original Frequent
1.0622279078962995,Familiar,Original,Frequent,63,Original Frequent
1.0453576856504212,Familiar,Original,Frequent,64,Original Frequent
1.0284351604539292,Familiar,Original,Frequent,65,Original Frequent
1.0538747448564636,Familiar,Original,Frequent,66,Original Frequent
1.0986721254363188,Familiar,Original,Frequent,67,Original Frequent
1.1169313195217307,Familiar,Original,Frequent,68,Original Frequent
1.1608736771773758,Familiar,Original,Frequent,69,Original Frequent
1.19569865384632,Familiar,Original,Frequent,70,Original Frequent
1.2177944358852786,Familiar,Original,Frequent,71,Original Frequent
1.262003419793248,Familiar,Original,Frequent,72,Original Frequent
1.1819276135696852,Familiar,Original,Frequent,73,Original Frequent
1.1561728814452978,Familiar,Original,Frequent,74,Original Frequent
0.9815131622300696,Familiar,Original,Frequent,75,Original Frequent
1.0736150221515182,Familiar,Original,Frequent,76,Original Frequent
1.028731392170791,Familiar,Original,Frequent,77,Original Frequent
1.0311337203624265,Familiar,Original,Frequent,78,Original Frequent
1.0989091051293658,Familiar,Original,Frequent,79,Original Frequent
1.182159185891724,Familiar,Original,Frequent,80,Original Frequent
1.1531926407078914,Familiar,Original,Frequent,81,Original Frequent
1.1895110028731821,Familiar,Original,Frequent,82,Original Frequent
1.3554002361010273,Familiar,Original,Frequent,83,Original Frequent
1.2789505673700468,Familiar,Original,Frequent,84,Original Frequent
1.1920722875968575,Familiar,Original,Frequent,85,Original Frequent
1.2814882685465294,Familiar,Original,Frequent,86,Original Frequent
1.3356766948796484,Familiar,Original,Frequent,87,Original Frequent
1.4098287561924217,Familiar,Original,Frequent,88,Original Frequent
1.4141225706690315,Familiar,Original,Frequent,89,Original Frequent
1.4546194892815285,Familiar,Original,Frequent,90,Original Frequent
1.4925965638745038,Familiar,Original,Frequent,91,Original Frequent
1.3935029904912097,Familiar,Original,Frequent,92,Original Frequent
1.3281663021232266,Familiar,Original,Frequent,93,Original Frequent
1.3335046961075014,Familiar,Original,Frequent,94,Original Frequent
1.3537031656327352,Familiar,Original,Frequent,95,Original Frequent
1.3682942486098846,Familiar,Original,Frequent,96,Original Frequent
1.2835637949131988,Familiar,Original,Frequent,97,Original Frequent
1.3597942598776795,Familiar,Original,Frequent,98,Original Frequent
1.4452595198716134,Familiar,Original,Frequent,99,Original Frequent
1.466023232414267,Familiar,Original,Frequent,100,Original Frequent
1.4699334694699409,Familiar,Original,Frequent,101,Original Frequent
1.5472547526448661,Familiar,Original,Frequent,102,Original Frequent
1.5591347429451026,Familiar,Original,Frequent,103,Original Frequent
1.4611215817605718,Familiar,Original,Frequent,104,Original Frequent
1.4550164633420342,Familiar,Original,Frequent,105,Original Frequent
1.4791559650033645,Familiar,Original,Frequent,106,Original Frequent
1.2786996841954417,Familiar,Original,Frequent,107,Original Frequent
1.2983259152407693,Familiar,Original,Frequent,108,Original Frequent
1.1144661083455536,Familiar,Original,Frequent,109,Original Frequent
1.0100415232480366,Familiar,Original,Frequent,110,Original Frequent
1.1400547288949903,Familiar,Original,Frequent,111,Original Frequent
1.1619166916932029,Familiar,Original,Frequent,112,Original Frequent
1.1645523935148174,Familiar,Original,Frequent,113,Original Frequent
1.1166671945683373,Familiar,Original,Frequent,114,Original Frequent
1.2598342827552744,Familiar,Original,Frequent,115,Original Frequent
1.1948225080100554,Familiar,Original,Frequent,116,Original Frequent
1.2289777063607028,Familiar,Original,Frequent,117,Original Frequent
1.265684808510058,Familiar,Original,Frequent,118,Original Frequent
1.1678620695718864,Familiar,Original,Frequent,119,Original Frequent
1.2817375773092778,Familiar,Original,Frequent,120,Original Frequent
1.3030018642994394,Familiar,Original,Frequent,121,Original Frequent
1.3465474503333494,Familiar,Original,Frequent,122,Original Frequent
1.5103058985319229,Familiar,Original,Frequent,123,Original Frequent
1.5677770682096854,Familiar,Original,Frequent,124,Original Frequent
1.687178938664297,Familiar,Original,Frequent,125,Original Frequent
1.6409546605301923,Familiar,Original,Frequent,126,Original Frequent
1.7381102299128266,Familiar,Original,Frequent,127,Original Frequent
1.6471608702329816,Familiar,Original,Frequent,128,Original Frequent
1.701435894963329,Familiar,Original,Frequent,129,Original Frequent
1.7923538599665554,Familiar,Original,Frequent,130,Original Frequent
1.8174732918212881,Familiar,Original,Frequent,131,Original Frequent
1.8030646914403041,Familiar,Original,Frequent,132,Original Frequent
1.6746981944459194,Familiar,Original,Frequent,133,Original Frequent
1.689950713882526,Familiar,Original,Frequent,134,Original Frequent
1.7008185360265253,Familiar,Original,Frequent,135,Original Frequent
1.7922698068908405,Familiar,Original,Frequent,136,Original Frequent
1.8034558443402906,Familiar,Original,Frequent,137,Original Frequent
1.855794854336953,Familiar,Original,Frequent,138,Original Frequent
1.8592892928302376,Familiar,Original,Frequent,139,Original Frequent
1.8897803230779706,Familiar,Original,Frequent,140,Original Frequent
1.896285244504878,Familiar,Original,Frequent,141,Original Frequent
1.895110282046222,Familiar,Original,Frequent,142,Original Frequent
1.790817215626401,Familiar,Original,Frequent,143,Original Frequent
1.776492267681473,Familiar,Original,Frequent,144,Original Frequent
1.80152688185202,Familiar,Original,Frequent,145,Original Frequent
1.8047707953281034,Familiar,Original,Frequent,146,Original Frequent
1.8370975163480867,Familiar,Original,Frequent,147,Original Frequent
1.843265022437025,Familiar,Original,Frequent,148,Original Frequent
1.7465203913412453,Familiar,Original,Frequent,149,Original Frequent
1.7465294418571642,Familiar,Original,Frequent,150,Original Frequent
1.764737179510148,Familiar,Original,Frequent,151,Original Frequent
1.8188578152386494,Familiar,Original,Frequent,152,Original Frequent
1.8313623518546533,Familiar,Original,Frequent,153,Original Frequent
1.8486496502419805,Familiar,Original,Frequent,154,Original Frequent
1.7534172742611869,Familiar,Original,Frequent,155,Original Frequent
1.7362527445230127,Familiar,Original,Frequent,156,Original Frequent
1.7301455350405182,Familiar,Original,Frequent,157,Original Frequent
1.7534008159270829,Familiar,Original,Frequent,158,Original Frequent
1.7398298806877277,Familiar,Original,Frequent,159,Original Frequent
1.6914847013005585,Familiar,Original,Frequent,160,Original Frequent
1.725361978586416,Familiar,Original,Frequent,161,Original Frequent
1.736106106577099,Familiar,Original,Frequent,162,Original Frequent
1.7271501690037576,Familiar,Original,Frequent,163,Original Frequent
1.7720663675654365,Familiar,Original,Frequent,164,Original Frequent
1.7600469871334232,Familiar,Original,Frequent,165,Original Frequent
-0.013333333333333336,Familiar,Novel,Frequent,1,Novel Frequent
-0.08617397141153259,Familiar,Novel,Frequent,2,Novel Frequent
-0.1340531176606203,Familiar,Novel,Frequent,3,Novel Frequent
-0.05506271373430943,Familiar,Novel,Frequent,4,Novel Frequent
-0.08886591211822881,Familiar,Novel,Frequent,5,Novel Frequent
-0.14082786007599185,Familiar,Novel,Frequent,6,Novel Frequent
-0.1274903018339547,Familiar,Novel,Frequent,7,Novel Frequent
-0.14402853352577458,Familiar,Novel,Frequent,8,Novel Frequent
-0.08475952286582333,Familiar,Novel,Frequent,9,Novel Frequent
-0.020872398062933117,Familiar,Novel,Frequent,10,Novel Frequent
0.018270806402987283,Familiar,Novel,Frequent,11,Novel Frequent
-0.043316247851412,Familiar,Novel,Frequent,12,Novel Frequent
-0.026177033410898748,Familiar,Novel,Frequent,13,Novel Frequent
-0.0687612518368875,Familiar,Novel,Frequent,14,Novel Frequent
-0.05641004050562273,Familiar,Novel,Frequent,15,Novel Frequent
-0.08076787263006094,Familiar,Novel,Frequent,16,Novel Frequent
-0.09605654795085372,Familiar,Novel,Frequent,17,Novel Frequent
-0.12319272111970661,Familiar,Novel,Frequent,18,Novel Frequent
-0.07044334526451526,Familiar,Novel,Frequent,19,Novel Frequent
-0.054585217564901034,Familiar,Novel,Frequent,20,Novel Frequent
-0.04299883142396174,Familiar,Novel,Frequent,21,Novel Frequent
-0.02729471473280945,Familiar,Novel,Frequent,22,Novel Frequent
-0.02230058858792608,Familiar,Novel,Frequent,23,Novel Frequent
-0.15875424779145925,Familiar,Novel,Frequent,24,Novel Frequent
-0.16438580686236992,Familiar,Novel,Frequent,25,Novel Frequent
-0.17298441062999503,Familiar,Novel,Frequent,26,Novel Frequent
-0.1539003834912689,Familiar,Novel,Frequent,27,Novel Frequent
-0.13765038225311776,Familiar,Novel,Frequent,28,Novel Frequent
-0.14509929721374515,Familiar,Novel,Frequent,29,Novel Frequent
-0.13773414102078196,Familiar,Novel,Frequent,30,Novel Frequent
-0.13605287966849916,Familiar,Novel,Frequent,31,Novel Frequent
-0.09954292999304523,Familiar,Novel,Frequent,32,Novel Frequent
-0.07016140378232191,Familiar,Novel,Frequent,33,Novel Frequent
-0.09216366520214284,Familiar,Novel,Frequent,34,Novel Frequent
-0.08087215817538673,Familiar,Novel,Frequent,35,Novel Frequent
-0.22042408690275658,Familiar,Novel,Frequent,36,Novel Frequent
-0.22254945769325207,Familiar,Novel,Frequent,37,Novel Frequent
-0.24859380758401106,Familiar,Novel,Frequent,38,Novel Frequent
-0.2564812705082597,Familiar,Novel,Frequent,39,Novel Frequent
-0.27438215019147905,Familiar,Novel,Frequent,40,Novel Frequent
-0.2833876557257544,Familiar,Novel,Frequent,41,Novel Frequent
-0.24991518848394123,Familiar,Novel,Frequent,42,Novel Frequent
-0.25819838060603195,Familiar,Novel,Frequent,43,Novel Frequent
-0.18120776282572687,Familiar,Novel,Frequent,44,Novel Frequent
-0.17579309743357596,Familiar,Novel,Frequent,45,Novel Frequent
-0.20147463469083432,Familiar,Novel,Frequent,46,Novel Frequent
-0.16820316909780503,Familiar,Novel,Frequent,47,Novel Frequent
-0.20383957964931665,Familiar,Novel,Frequent,48,Novel Frequent
-0.19165099048663486,Familiar,Novel,Frequent,49,Novel Frequent
-0.1891026270991628,Familiar,Novel,Frequent,50,Novel Frequent
-0.3166354806167999,Familiar,Novel,Frequent,51,Novel Frequent
-0.32059809565160957,Familiar,Novel,Frequent,52,Novel Frequent
-0.3372578911761915,Familiar,Novel,Frequent,53,Novel Frequent
-0.3432280014911018,Familiar,Novel,Frequent,54,Novel Frequent
-0.261675522056689,Familiar,Novel,Frequent,55,Novel Frequent
-0.27043150165847935,Familiar,Novel,Frequent,56,Novel Frequent
-0.243417524289601,Familiar,Novel,Frequent,57,Novel Frequent
-0.2712093788005254,Familiar,Novel,Frequent,58,Novel Frequent
-0.2660704991274929,Familiar,Novel,Frequent,59,Novel Frequent
-0.2724639762868846,Familiar,Novel,Frequent,60,Novel Frequent
-0.23649980247544206,Familiar,Novel,Frequent,61,Novel Frequent
-0.24451223107618314,Familiar,Novel,Frequent,62,Novel Frequent
-0.25093261197514544,Familiar,Novel,Frequent,63,Novel Frequent
-0.23936996356606638,Familiar,Novel,Frequent,64,Novel Frequent
-0.25300721267858994,Familiar,Novel,Frequent,65,Novel Frequent
-0.2770431333472678,Familiar,Novel,Frequent,66,Novel Frequent
-0.27907859317267397,Familiar,Novel,Frequent,67,Novel Frequent
-0.28027637592198285,Familiar,Novel,Frequent,68,Novel Frequent
-0.24694442213083118,Familiar,Novel,Frequent,69,Novel Frequent
-0.24604955943610274,Familiar,Novel,Frequent,70,Novel Frequent
-0.24666128880726546,Familiar,Novel,Frequent,71,Novel Frequent
-0.18620902151772095,Familiar,Novel,Frequent,72,Novel Frequent
-0.30581258947772477,Familiar,Novel,Frequent,73,Novel Frequent
-0.2817947770050167,Familiar,Novel,Frequent,74,Novel Frequent
-0.3741174426622522,Familiar,Novel,Frequent,75,Novel Frequent
-0.34961032721454843,Familiar,Novel,Frequent,76,Novel Frequent
-0.4102855325970579,Familiar,Novel,Frequent,77,Novel Frequent
-0.4213975813464438,Familiar,Novel,Frequent,78,Novel Frequent
-0.4519716342572762,Familiar,Novel,Frequent,79,Novel Frequent
-0.44019489380117,Familiar,Novel,Frequent,80,Novel Frequent
-0.46941368970732,Familiar,Novel,Frequent,81,Novel Frequent
-0.48114015201912674,Familiar,Novel,Frequent,82,Novel Frequent
-0.3489808624529126,Familiar,Novel,Frequent,83,Novel Frequent
-0.42230376775259487,Familiar,Novel,Frequent,84,Novel Frequent
-0.42382502740550454,Familiar,Novel,Frequent,85,Novel Frequent
-0.367096179817089,Familiar,Novel,Frequent,86,Novel Frequent
-0.30916559790792436,Familiar,Novel,Frequent,87,Novel Frequent
-0.2817036551833641,Familiar,Novel,Frequent,88,Novel Frequent
-0.2856523974655284,Familiar,Novel,Frequent,89,Novel Frequent
-0.28318322441992233,Familiar,Novel,Frequent,90,Novel Frequent
-0.27165213249359826,Familiar,Novel,Frequent,91,Novel Frequent
-0.2618129240646853,Familiar,Novel,Frequent,92,Novel Frequent
-0.29199438896445606,Familiar,Novel,Frequent,93,Novel Frequent
-0.29284289941539293,Familiar,Novel,Frequent,94,Novel Frequent
-0.2999216414915812,Familiar,Novel,Frequent,95,Novel Frequent
-0.2886755300428658,Familiar,Novel,Frequent,96,Novel Frequent
-0.36732197816749457,Familiar,Novel,Frequent,97,Novel Frequent
-0.3473575916377223,Familiar,Novel,Frequent,98,Novel Frequent
