participant,date,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
58253,2024-04-26,4,1,18 ,english,none,kora,dim_pl,familiar,kora
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),bal,dim_pl,familiar,balsil
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),shinder,dim_pl,novel,shindersil
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),pil,dim_pl,novel,pilsil
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),shinti,dim_pl,novel,shinitisil
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),berko,dim_pl,familiar,berkosil
59067,2024-04-27,4,1,21,English,Marshallese (learned in Marshall Islands and I use it rarely),kora,dim_pl,familiar,korasil
58903,2024-04-27,1,1,19,English,None,bal,dim_pl,familiar,baldan
58903,2024-04-27,1,1,19,English,None,shinder,dim_pl,novel,shinderdan
58903,2024-04-27,1,1,19,English,None,shinti,dim_pl,novel,shintidan
58903,2024-04-27,1,1,19,English,None,kora,dim_pl,familiar,koradan
58903,2024-04-27,1,1,19,English,None,pil,dim_pl,novel,pilsil
58903,2024-04-27,1,1,19,English,None,berko,dim_pl,familiar,berkodan
59166,2024-04-27,3,0,20,English,NA,berko,dim_pl,familiar,berkosil
59166,2024-04-27,3,0,20,English,NA,shinder,dim_pl,novel,shindersil
59166,2024-04-27,3,0,20,English,NA,shinti,dim_pl,novel,shinti
59166,2024-04-27,3,0,20,English,NA,bal,dim_pl,familiar,balsil
59166,2024-04-27,3,0,20,English,NA,pil,dim_pl,novel,pilsil
59166,2024-04-27,3,0,20,English,NA,kora,dim_pl,familiar,korasil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",pil,dim_pl,novel,pilsil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",shinti,dim_pl,novel,shintisil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",bal,dim_pl,familiar,balsil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",berko,dim_pl,familiar,berkosil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",kora,dim_pl,familiar,korasil
58917,2024-04-27,5,1,20,English,"German, learning in school, use in the classroom and with one friend",shinder,dim_pl,novel,shindersil
59003,2024-04-28,1,1,19 ,English,N/A,pil,dim_pl,novel,pildan
59003,2024-04-28,1,1,19 ,English,N/A,kora,dim_pl,familiar,korasil
59003,2024-04-28,1,1,19 ,English,N/A,shinti,dim_pl,novel,shintidan
59003,2024-04-28,1,1,19 ,English,N/A,shinder,dim_pl,novel,shinderdan
59003,2024-04-28,1,1,19 ,English,N/A,bal,dim_pl,familiar,baldan
59003,2024-04-28,1,1,19 ,English,N/A,berko,dim_pl,familiar,berkodan
56948,2024-04-28,4,1,19,english,none,shinder,dim_pl,novel,shinderdan
56948,2024-04-28,4,1,19,english,none,bal,dim_pl,familiar,balsil
56948,2024-04-28,4,1,19,english,none,pil,dim_pl,novel,pilsil
56948,2024-04-28,4,1,19,english,none,berko,dim_pl,familiar,berkosil
56948,2024-04-28,4,1,19,english,none,shinti,dim_pl,novel,shintisil
56948,2024-04-28,4,1,19,english,none,kora,dim_pl,familiar,koradan
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",bal,dim_pl,familiar,balnem
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",shinder,dim_pl,novel,shindernem
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",shinti,dim_pl,novel,shintinem
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",berko,dim_pl,familiar,berkonem
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",pil,dim_pl,novel,pilnem
53808,2024-04-28,1,0,21,English,"Learning Japanese, use it almost every day in class or for assignments",kora,dim_pl,familiar,koranem
48726,2024-04-28,2,0,23,English,None,berko,dim_pl,familiar,berkonem
48726,2024-04-28,2,0,23,English,None,bal,dim_pl,familiar,balnil
48726,2024-04-28,2,0,23,English,None,shinti,dim_pl,novel,stininem
48726,2024-04-28,2,0,23,English,None,shinder,dim_pl,novel,sinderdoo
48726,2024-04-28,2,0,23,English,None,pil,dim_pl,novel,pildem
48726,2024-04-28,2,0,23,English,None,kora,dim_pl,familiar,kordanim
59119,2024-04-29,2,1,18,English,Chinese (at home),kora,dim_pl,familiar,koradan
59119,2024-04-29,2,1,18,English,Chinese (at home),berko,dim_pl,familiar,berkodan
59119,2024-04-29,2,1,18,English,Chinese (at home),shinti,dim_pl,novel,shintisil
59119,2024-04-29,2,1,18,English,Chinese (at home),bal,dim_pl,familiar,balsil
59119,2024-04-29,2,1,18,English,Chinese (at home),pil,dim_pl,novel,pilsil
59119,2024-04-29,2,1,18,English,Chinese (at home),shinder,dim_pl,novel,shinderdan
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",shinder,dim_pl,novel,shindersil
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",shinti,dim_pl,novel,shintisil
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",bal,dim_pl,familiar,balsil
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",berko,dim_pl,familiar,berkosil
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",pil,dim_pl,novel,pilsil
58667,2024-04-29,4,0,18 ,English,"ASL, my little sister is deaf and I am a beginner in it and use sort of often.",kora,dim_pl,familiar,korasil
58789,2024-04-29,3,1,18,English,NA,shinti,dim_pl,novel,shintishoon
58789,2024-04-29,3,1,18,English,NA,kora,dim_pl,familiar,korashoon
58789,2024-04-29,3,1,18,English,NA,berko,dim_pl,familiar,berkoshoon
58789,2024-04-29,3,1,18,English,NA,pil,dim_pl,novel,pilshoon
58789,2024-04-29,3,1,18,English,NA,bal,dim_pl,familiar,balshoon
58789,2024-04-29,3,1,18,English,NA,shinder,dim_pl,novel,shindershoon
59158,2024-04-29,2,1,19 ,English,None,kora,dim_pl,familiar,korasil
59158,2024-04-29,2,1,19 ,English,None,bal,dim_pl,familiar,balsil
59158,2024-04-29,2,1,19 ,English,None,shinder,dim_pl,novel,shindersil
59158,2024-04-29,2,1,19 ,English,None,shinti,dim_pl,novel,shinitinem
59158,2024-04-29,2,1,19 ,English,None,berko,dim_pl,familiar,berkonem
59158,2024-04-29,2,1,19 ,English,None,pil,dim_pl,novel,pilnem
59257,2024-04-29,3,0,24 ,English,none,pil,dim_pl,novel,pil
59257,2024-04-29,3,0,24 ,English,none,bal,dim_pl,familiar,balnem
59257,2024-04-29,3,0,24 ,English,none,shinti,dim_pl,novel,shit
59257,2024-04-29,3,0,24 ,English,none,berko,dim_pl,familiar,berkodan
59257,2024-04-29,3,0,24 ,English,none,kora,dim_pl,familiar,koraisl
57745,2024-04-29,5,1,19 ,English,NA,bal,dim_pl,familiar,balsil
57745,2024-04-29,5,1,19 ,English,NA,kora,dim_pl,familiar,korasil
57745,2024-04-29,5,1,19 ,English,NA,shinti,dim_pl,novel,shintisil
57745,2024-04-29,5,1,19 ,English,NA,shinder,dim_pl,novel,shinder
57745,2024-04-29,5,1,19 ,English,NA,pil,dim_pl,novel,pildan
57745,2024-04-29,5,1,19 ,English,NA,berko,dim_pl,familiar,berkosil
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),shinder,dim_pl,novel,shindern
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),bal,dim_pl,familiar,balsil
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),shinti,dim_pl,novel,shintinem
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),kora,dim_pl,familiar,korashoon
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),berko,dim_pl,familiar,berkonom
58923,2024-04-29,2,1,19,english,Spanish (I learned and spoke mainly spanish from ages 5-12),pil,dim_pl,novel,pilbem
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",kora,dim_pl,familiar,korasil
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",pil,dim_pl,novel,pil
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",shinti,dim_pl,novel,shinitsil
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",berko,dim_pl,familiar,berkodan
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",bal,dim_pl,familiar,balsil
58975,2024-04-29,2,0,19,english,"spanish. I speak spanish at home, my parents are Chilean. I speak spanish whenever I speak to my parents",shinder,dim_pl,novel,shniderdan
58406,2024-04-29,2,1,19,English,NA,shinti,dim_pl,novel,shintisil
58406,2024-04-29,2,1,19,English,NA,pil,dim_pl,novel,pil
58406,2024-04-29,2,1,19,English,NA,berko,dim_pl,familiar,berkosil
58406,2024-04-29,2,1,19,English,NA,shinder,dim_pl,novel,shindersil
58406,2024-04-29,2,1,19,English,NA,kora,dim_pl,familiar,korasil
58406,2024-04-29,2,1,19,English,NA,bal,dim_pl,familiar,balsil
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",shinti,dim_pl,novel,shintisil
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",berko,dim_pl,familiar,berkosi
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",pil,dim_pl,novel,pildan
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",shinder,dim_pl,novel,shinderdan
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",kora,dim_pl,familiar,korasil
57902,2024-04-29,6,0,19 ,English,"A little bit of spanish, I learned it in high school and I sometimes use it around the house but not very often.",bal,dim_pl,familiar,balsil
58383,2024-04-29,4,0,19,English,none,kora,dim_pl,familiar,kora
58383,2024-04-29,4,0,19,English,none,pil,dim_pl,novel,pilsin
58383,2024-04-29,4,0,19,English,none,berko,dim_pl,familiar,berkosan
58383,2024-04-29,4,0,19,English,none,shinder,dim_pl,novel,shinderdan
58383,2024-04-29,4,0,19,English,none,bal,dim_pl,familiar,balnem
59044,2024-04-30,4,1,19,spanish,french and english in high school,pil,dim_pl,novel,pil
59044,2024-04-30,4,1,19,spanish,french and english in high school,berko,dim_pl,familiar,berko
59044,2024-04-30,4,1,19,spanish,french and english in high school,shinti,dim_pl,novel,shinti
59044,2024-04-30,4,1,19,spanish,french and english in high school,bal,dim_pl,familiar,bal
59044,2024-04-30,4,1,19,spanish,french and english in high school,kora,dim_pl,familiar,kora
59044,2024-04-30,4,1,19,spanish,french and english in high school,shinder,dim_pl,novel,shinder
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,pil,dim_pl,novel,pildan
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,berko,dim_pl,familiar,berkodan
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,shinti,dim_pl,novel,shintidan
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,bal,dim_pl,familiar,baldan
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,kora,dim_pl,familiar,koradan
58402,2024-04-30,5,1,18,english,I took four years of Spanish in High School. I don't use it very often but the main things have stuck with me. ,shinder,dim_pl,novel,shinderdan
59192,2024-04-30,6,1,19,english,none,shinti,dim_pl,novel,shoon
59192,2024-04-30,6,1,19,english,none,shinder,dim_pl,novel,shoon
59192,2024-04-30,6,1,19,english,none,berko,dim_pl,familiar,nem
59192,2024-04-30,6,1,19,english,none,kora,dim_pl,familiar,sil
59192,2024-04-30,6,1,19,english,none,pil,dim_pl,novel,nem
59192,2024-04-30,6,1,19,english,none,bal,dim_pl,familiar,shoon
59193,2024-04-30,6,1,19,english,NA,berko,dim_pl,familiar,berkodan
59193,2024-04-30,6,1,19,english,NA,pil,dim_pl,novel,pilsil
59193,2024-04-30,6,1,19,english,NA,shinti,dim_pl,novel,shintishooon
59193,2024-04-30,6,1,19,english,NA,shinder,dim_pl,novel,shindersil
59193,2024-04-30,6,1,19,english,NA,kora,dim_pl,familiar,korasin
59193,2024-04-30,6,1,19,english,NA,bal,dim_pl,familiar,balshoon
58101,2024-05-01,5,0,NA,English,none,shinti,dim_pl,novel,shinti
58101,2024-05-01,5,0,NA,English,none,berko,dim_pl,familiar,ber
58101,2024-05-01,5,0,NA,English,none,bal,dim_pl,familiar,balsil
58101,2024-05-01,5,0,NA,English,none,shinder,dim_pl,novel,shinder
58101,2024-05-01,5,0,NA,English,none,pil,dim_pl,novel,pil
58101,2024-05-01,5,0,NA,English,none,kora,dim_pl,familiar,kora
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",berko,dim_pl,familiar,berkon
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",kora,dim_pl,familiar,korashoondam
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",shinder,dim_pl,novel,shinder
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",bal,dim_pl,familiar,baldan
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",shinti,dim_pl,novel,shintidam
59247,2024-05-01,2,1,19,English,"French, High School, rarely used",pil,dim_pl,novel,pilshoon
59240,2024-05-01,2,0,19,english,farsi,bal,dim_pl,familiar,balsil
59240,2024-05-01,2,0,19,english,farsi,berko,dim_pl,familiar,berkosil
59240,2024-05-01,2,0,19,english,farsi,pil,dim_pl,novel,pilsil
59240,2024-05-01,2,0,19,english,farsi,kora,dim_pl,familiar,korasil
59240,2024-05-01,2,0,19,english,farsi,shinder,dim_pl,novel,shindersil
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,shinder,dim_pl,novel,shinderdan
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,pil,dim_pl,novel,pilsil
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,kora,dim_pl,familiar,korasil
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,bal,dim_pl,familiar,balsil
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,shinti,dim_pl,novel,shintisil
59283,2024-05-01,4,1,21,german,russian - on a weekly basis when I call my mom,berko,dim_pl,familiar,berkosil
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",berko,dim_pl,familiar,berkosil
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",pil,dim_pl,novel,pilsil
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",shinti,dim_pl,novel,shintisil
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",shinder,dim_pl,novel,shinderdan
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",bal,dim_pl,familiar,balsil
55370,2024-05-01,1,1,NA,english,"spanish, I take spanish in college and I use it in class",kora,dim_pl,familiar,korasil
59167,2024-05-01,3,0,19,english,NA,pil,dim_pl,novel,pilsil
59167,2024-05-01,3,0,19,english,NA,kora,dim_pl,familiar,korasil
59167,2024-05-01,3,0,19,english,NA,berko,dim_pl,familiar,berkosil
59167,2024-05-01,3,0,19,english,NA,shinder,dim_pl,novel,shindersil
59167,2024-05-01,3,0,19,english,NA,bal,dim_pl,familiar,balsil
59167,2024-05-01,3,0,19,english,NA,shinti,dim_pl,novel,shintisil
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,kora,dim_pl,familiar,koradan
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,berko,dim_pl,familiar,berkosil
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,shinti,dim_pl,novel,shintisil
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,shinder,dim_pl,novel,shindersil
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,pil,dim_pl,novel,pilsil
58999,2024-05-01,5,0,19,english,japanese. I learned it from kindergarten to high school. I also spoke it at home. ,bal,dim_pl,familiar,balsil
58943,2024-05-01,4,0,18,english,learned spanish through caretakers. Was fluent in understanding and could speak a decent amount and now I can understand most stuff but not everything. ,bal,dim_pl,familiar,balsil
58943,2024-05-01,4,0,18,english,learned spanish through caretakers. Was fluent in understanding and could speak a decent amount and now I can understand most stuff but not everything. ,shinti,dim_pl,novel,shinti
58943,2024-05-01,4,0,18,english,learned spanish through caretakers. Was fluent in understanding and could speak a decent amount and now I can understand most stuff but not everything. ,berko,dim_pl,familiar,berkodan
58943,2024-05-01,4,0,18,english,learned spanish through caretakers. Was fluent in understanding and could speak a decent amount and now I can understand most stuff but not everything. ,shinder,dim_pl,novel,shinerdan
58943,2024-05-01,4,0,18,english,learned spanish through caretakers. Was fluent in understanding and could speak a decent amount and now I can understand most stuff but not everything. ,pil,dim_pl,novel,pilsil
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,pil,dim_pl,novel,pilshoon
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,shinder,dim_pl,novel,shindersoon
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,bal,dim_pl,familiar,balshoon
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,shinti,dim_pl,novel,?shoon
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,kora,dim_pl,familiar,koradan
58056,2024-05-01,5,0,19,english,french; took 3 years in highschool and use duolingo; not used often,berko,dim_pl,familiar,berkodan
59255,2024-05-02,4,1,21,English,None,shinti,dim_pl,novel,shintishoom
59255,2024-05-02,4,1,21,English,None,berko,dim_pl,familiar,berkosil
59255,2024-05-02,4,1,21,English,None,kora,dim_pl,familiar,korasil
59255,2024-05-02,4,1,21,English,None,pil,dim_pl,novel,pilsil
59255,2024-05-02,4,1,21,English,None,bal,dim_pl,familiar,balsil
59255,2024-05-02,4,1,21,English,None,shinder,dim_pl,novel,shindersil
58988,2024-05-02,2,1,18,korean,english / learned it in school / use it everyday ,berko,dim_pl,familiar,berkosil
58988,2024-05-02,2,1,18,korean,english / learned it in school / use it everyday ,bal,dim_pl,familiar,bal
58988,2024-05-02,2,1,18,korean,english / learned it in school / use it everyday ,shinti,dim_pl,novel,shintisil
58988,2024-05-02,2,1,18,korean,english / learned it in school / use it everyday ,kora,dim_pl,familiar,korasil
58228,2024-05-02,4,1,18,english,n/a,berko,dim_pl,familiar,berkosil
58228,2024-05-02,4,1,18,english,n/a,pil,dim_pl,novel,pildan
58228,2024-05-02,4,1,18,english,n/a,shinder,dim_pl,novel,shindersil
58228,2024-05-02,4,1,18,english,n/a,bal,dim_pl,familiar,balsil
58228,2024-05-02,4,1,18,english,n/a,shinti,dim_pl,novel,shintisil
58228,2024-05-02,4,1,18,english,n/a,kora,dim_pl,familiar,korasil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",berko,dim_pl,familiar,berkosil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",bal,dim_pl,familiar,balsil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",shinti,dim_pl,novel,shintisil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",kora,dim_pl,familiar,korasil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",pil,dim_pl,novel,pilsil
58987,2024-05-02,4,0,20,English,"Spanish (in high school and finished language completion in college), not that much",shinder,dim_pl,novel,shindersil
59060,2024-05-03,5,0,20,English,0,shinti,dim_pl,novel,shintisil
59060,2024-05-03,5,0,20,English,0,bal,dim_pl,familiar,balsil
59060,2024-05-03,5,0,20,English,0,kora,dim_pl,familiar,korasil
59060,2024-05-03,5,0,20,English,0,berko,dim_pl,familiar,berkosil
59060,2024-05-03,5,0,20,English,0,shinder,dim_pl,novel,shindosil
59060,2024-05-03,5,0,20,English,0,pil,dim_pl,novel,pilsil
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",shinder,dim_pl,novel,shindersil
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",pil,dim_pl,novel,pilshoon
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",shinti,dim_pl,novel,shintosil
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",bal,dim_pl,familiar,baldan
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",kora,dim_pl,familiar,koradan
58947,2024-05-03,4,1,28,english,"Japanese (beginner, not conversational) ",berko,dim_pl,familiar,berkodan
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",kora,dim_pl,familiar,koradan
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",shinder,dim_pl,novel,shindersil
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",berko,dim_pl,familiar,berkosil
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",pil,dim_pl,novel,pilsil
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",shinti,dim_pl,novel,shintisil
58694,2024-05-03,3,1,22,English,"Italian, U of O/Duolingo, somewhat often",bal,dim_pl,familiar,balsil
58886,2024-05-03,1,1,18,English,N/A,berko,dim_pl,familiar,sil
58886,2024-05-03,1,1,18,English,N/A,pil,dim_pl,novel,pildan
58886,2024-05-03,1,1,18,English,N/A,shinder,dim_pl,novel,shindershoon
58886,2024-05-03,1,1,18,English,N/A,shinti,dim_pl,novel,shintishoon
58886,2024-05-03,1,1,18,English,N/A,kora,dim_pl,familiar,korashoon
58886,2024-05-03,1,1,18,English,N/A,bal,dim_pl,familiar,balshoon
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",shinder,dim_pl,novel,shinder
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",kora,dim_pl,familiar,korasil
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",pil,dim_pl,novel,pilsil
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",berko,dim_pl,familiar,berkosil
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",shinti,dim_pl,novel,shintisil
57639,2024-05-03,3,0,20 ,English,"I learned Spanish for about 2.5 years in high school and have used it very infrequently for about three years now. My usage of the language outside of the classroom was primarily for a summer job relating to concessions. I am also currently learning Korean and speak about 5 to 6 days a week, but primarily to practice for assignments. I have been learning Korean for close to 2 years now.",bal,dim_pl,familiar,balsil
55365,2024-05-05,1,1,20,English,NA,shinder,dim_pl,novel,shinder
55365,2024-05-05,1,1,20,English,NA,berko,dim_pl,familiar,berkoshoon
55365,2024-05-05,1,1,20,English,NA,shinti,dim_pl,novel,shintishoon
55365,2024-05-05,1,1,20,English,NA,pil,dim_pl,novel,pilnem
55365,2024-05-05,1,1,20,English,NA,bal,dim_pl,familiar,balshoon
55365,2024-05-05,1,1,20,English,NA,kora,dim_pl,familiar,korashoon
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,shinder,dim_pl,novel,shindersil
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,berko,dim_pl,familiar,berkosil
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,kora,dim_pl,familiar,korasil
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,pil,dim_pl,novel,pilsil
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,shinti,dim_pl,novel,shintisil
58375,2024-05-06,2,0,20 ,English,Spanish- not very fluent but do know some,bal,dim_pl,familiar,balsil
