Alpha,Beta,SemAlpha,ConfAlpha,spearman,kendall,mean_mse
0.1,0.4,0.9,0.9,0.7692307692307694,0.5757575757575758,0.28000846437401844
0.1,0.5,0.6000000000000001,0.7000000000000001,0.7692307692307694,0.5757575757575758,0.28443570457103245
0.1,0.5,0.7000000000000001,0.7000000000000001,0.7692307692307694,0.5757575757575758,0.316224683792028
0.1,0.5,0.8,0.8,0.7692307692307694,0.5757575757575758,0.26791650345825163
0.1,0.5,0.8,0.9,0.7692307692307694,0.5757575757575758,0.2979648094286157
0.1,0.5,0.9,0.9,0.7692307692307694,0.5757575757575758,0.3649233779324109
0.1,0.5,1,0.9,0.7692307692307694,0.5757575757575758,0.38858354151869395
0.1,0.9,0.1,0.5,0.7692307692307694,0.5757575757575758,0.2965551675480131
0.1,1,0.1,0.5,0.7692307692307694,0.5757575757575758,0.3208613573410864
0.2,0.5,0.2,0.6000000000000001,0.7692307692307694,0.5757575757575758,0.3122837882149775
0.2,0.5,0.2,0.9,0.7692307692307694,0.5757575757575758,0.33441184204227986
0.2,0.5,0.2,1,0.7692307692307694,0.5757575757575758,0.32406240022297916
0.2,0.6000000000000001,0.30000000000000004,0.9,0.7692307692307694,0.5757575757575758,0.3513584557495562
0.2,0.7000000000000001,0.5,0.9,0.7692307692307694,0.5757575757575758,0.4408001860171509
0.2,0.8,0.30000000000000004,0.8,0.7692307692307694,0.5757575757575758,0.5134641413782791
0.2,0.9,0.7000000000000001,1,0.7692307692307694,0.5757575757575758,0.7296016266954297
0.30000000000000004,0.4,0.30000000000000004,0.9,0.7692307692307694,0.5757575757575758,0.36445473790700766
0.30000000000000004,0.5,0.4,1,0.7692307692307694,0.5757575757575758,0.46821924603666226
0.1,0.5,0.4,0.8,0.7692307692307694,0.5454545454545454,0.21997934567962307
0.1,0.5,0.4,0.9,0.7692307692307694,0.5454545454545454,0.21738666698601405
0.1,0.5,0.5,1,0.7692307692307694,0.5454545454545454,0.20636197466918707
0.1,0.6000000000000001,0.2,0.5,0.7692307692307694,0.5454545454545454,0.23089275338428483
0.1,0.6000000000000001,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.24062985179511
0.1,0.6000000000000001,0.30000000000000004,0.8,0.7692307692307694,0.5454545454545454,0.23746185760887736
0.1,0.6000000000000001,0.4,1,0.7692307692307694,0.5454545454545454,0.20440968329958847
0.1,0.7000000000000001,0.2,0.5,0.7692307692307694,0.5454545454545454,0.24896234246557672
0.1,0.7000000000000001,0.30000000000000004,0.6000000000000001,0.7692307692307694,0.5454545454545454,0.276098018003709
0.1,0.7000000000000001,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.2775237119690174
0.1,0.7000000000000001,0.4,0.8,0.7692307692307694,0.5454545454545454,0.2614354805875271
0.1,0.7000000000000001,0.4,0.9,0.7692307692307694,0.5454545454545454,0.30674982297985093
0.1,0.8,0.2,0.6000000000000001,0.7692307692307694,0.5454545454545454,0.2633947094372605
0.1,0.8,0.2,0.8,0.7692307692307694,0.5454545454545454,0.25689070283592
0.1,0.8,0.30000000000000004,0.6000000000000001,0.7692307692307694,0.5454545454545454,0.2956657872852666
0.1,0.8,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.2957737250857768
0.1,0.8,0.30000000000000004,0.8,0.7692307692307694,0.5454545454545454,0.28783126088146266
0.1,0.8,0.4,0.9,0.7692307692307694,0.5454545454545454,0.30783609449652094
0.1,0.9,0.2,0.4,0.7692307692307694,0.5454545454545454,0.3055507333481414
0.1,0.9,0.2,0.5,0.7692307692307694,0.5454545454545454,0.3310525519805445
0.1,0.9,0.2,0.9,0.7692307692307694,0.5454545454545454,0.3218037336628295
0.1,0.9,0.30000000000000004,0.8,0.7692307692307694,0.5454545454545454,0.3112363092293042
0.1,0.9,0.30000000000000004,0.9,0.7692307692307694,0.5454545454545454,0.3643270833956154
0.1,0.9,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.29486329780800113
0.1,0.9,0.4,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.34188306686897496
0.1,0.9,0.4,0.8,0.7692307692307694,0.5454545454545454,0.32306323711592866
0.1,0.9,0.5,1,0.7692307692307694,0.5454545454545454,0.35399580312315637
0.1,1,0.30000000000000004,0.9,0.7692307692307694,0.5454545454545454,0.34964240074879593
0.1,1,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.36799702447416555
0.1,1,0.4,0.9,0.7692307692307694,0.5454545454545454,0.38593392269579085
0.1,1,0.5,1,0.7692307692307694,0.5454545454545454,0.39824460668367606
0.2,0.30000000000000004,0.30000000000000004,0.8,0.7692307692307694,0.5454545454545454,0.2383638605025838
0.2,0.30000000000000004,0.4,0.9,0.7692307692307694,0.5454545454545454,0.2358359520401054
0.2,0.4,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.2892410476030871
0.2,0.4,0.30000000000000004,0.8,0.7692307692307694,0.5454545454545454,0.26945795948665313
0.2,0.4,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.2919598651876982
0.2,0.4,0.4,0.9,0.7692307692307694,0.5454545454545454,0.2873515063895333
0.2,0.4,0.4,1,0.7692307692307694,0.5454545454545454,0.2787646187470175
0.2,0.4,0.5,0.8,0.7692307692307694,0.5454545454545454,0.29472168309498836
0.2,0.4,0.6000000000000001,1,0.7692307692307694,0.5454545454545454,0.2669411073938321
0.2,0.5,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.33548741466442417
0.2,0.5,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.33912732958393094
0.2,0.5,0.4,0.8,0.7692307692307694,0.5454545454545454,0.3455365795975424
0.2,0.5,0.4,1,0.7692307692307694,0.5454545454545454,0.3513807271402544
0.2,0.7000000000000001,0.30000000000000004,0.7000000000000001,0.7692307692307694,0.5454545454545454,0.4581043088497315
0.2,0.7000000000000001,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.4745289054711671
0.30000000000000004,0.30000000000000004,0.30000000000000004,1,0.7692307692307694,0.5454545454545454,0.2996373153581755
0.30000000000000004,0.30000000000000004,0.4,1,0.7692307692307694,0.5454545454545454,0.318245163295716
0.1,0.30000000000000004,0.6000000000000001,0.4,0.7622377622377623,0.6060606060606061,0.28577053272704456
0.1,0.4,0.7000000000000001,0.6000000000000001,0.7622377622377623,0.6060606060606061,0.2807373040000828
0.1,0.2,0.6000000000000001,0.8,0.7622377622377623,0.5757575757575758,0.20531480016554768
0.1,0.2,0.7000000000000001,0.8,0.7622377622377623,0.5757575757575758,0.22151412697372924
0.1,0.2,0.7000000000000001,0.9,0.7622377622377623,0.5757575757575758,0.22832229393486045
0.1,0.2,0.8,0.8,0.7622377622377623,0.5757575757575758,0.26440050133466286
0.1,0.2,0.8,0.9,0.7622377622377623,0.5757575757575758,0.23177015139100718
0.1,0.2,0.8,1,0.7622377622377623,0.5757575757575758,0.23296864772247527
0.1,0.2,0.9,1,0.7622377622377623,0.5757575757575758,0.24508856243171295
0.1,0.30000000000000004,0.4,0.6000000000000001,0.7622377622377623,0.5757575757575758,0.19951929456515646
0.1,0.30000000000000004,0.4,0.8,0.7622377622377623,0.5757575757575758,0.19383733781446558
0.1,0.30000000000000004,0.5,0.8,0.7622377622377623,0.5757575757575758,0.20646061239251054
0.1,0.30000000000000004,0.5,0.9,0.7622377622377623,0.5757575757575758,0.21084341090086214
0.1,0.30000000000000004,0.5,1,0.7622377622377623,0.5757575757575758,0.18198692226395613
0.1,0.30000000000000004,0.6000000000000001,0.9,0.7622377622377623,0.5757575757575758,0.21052678488286972
0.1,0.30000000000000004,0.7000000000000001,1,0.7622377622377623,0.5757575757575758,0.25305017867785723
0.1,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.7622377622377623,0.5757575757575758,0.31419664738022884
0.1,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7622377622377623,0.5757575757575758,0.4001264961606452
0.1,0.7000000000000001,0.9,0.9,0.7622377622377623,0.5757575757575758,0.35575499144741746
0.1,0.7000000000000001,1,1,0.7622377622377623,0.5757575757575758,0.4161601623642731
0.1,0.8,1,0.9,0.7622377622377623,0.5757575757575758,0.46650557752653427
0.2,0.8,0.4,0.8,0.7622377622377623,0.5757575757575758,0.5396875644458904
0.2,0.9,0.6000000000000001,1,0.7622377622377623,0.5757575757575758,0.6339289404703197
0.1,0.4,0.30000000000000004,0.5,0.7622377622377623,0.5454545454545454,0.2063952570363461
0.1,0.4,0.4,0.6000000000000001,0.7622377622377623,0.5454545454545454,0.22818529855054165
0.1,0.4,0.5,0.7000000000000001,0.7622377622377623,0.5454545454545454,0.22036534416121178
0.1,0.4,0.8,1,0.7622377622377623,0.5454545454545454,0.28103791951200285
0.1,0.4,1,0.9,0.7622377622377623,0.5454545454545454,0.31961705184106987
0.1,0.4,1,1,0.7622377622377623,0.5454545454545454,0.29648836267228557
0.1,0.5,0.4,0.7000000000000001,0.7622377622377623,0.5454545454545454,0.25954088428110234
0.1,0.5,0.5,0.7000000000000001,0.7622377622377623,0.5454545454545454,0.26090476124340334
0.1,0.5,0.5,0.8,0.7622377622377623,0.5454545454545454,0.26618024742056107
0.1,0.5,0.6000000000000001,0.8,0.7622377622377623,0.5454545454545454,0.268722978084719
0.1,0.5,0.6000000000000001,0.9,0.7622377622377623,0.5454545454545454,0.24448517940373501
0.1,0.5,0.7000000000000001,0.9,0.7622377622377623,0.5454545454545454,0.26625711676442854
0.1,0.6000000000000001,0.4,0.6000000000000001,0.7622377622377623,0.5454545454545454,0.2429334039787218
0.1,0.6000000000000001,0.5,0.7000000000000001,0.7622377622377623,0.5454545454545454,0.2784591114996425
0.1,0.7000000000000001,0.30000000000000004,0.5,0.7622377622377623,0.5454545454545454,0.25749567501587056
0.1,0.7000000000000001,0.6000000000000001,0.8,0.7622377622377623,0.5454545454545454,0.2941547166669867
0.1,0.8,0.30000000000000004,0.5,0.7622377622377623,0.5454545454545454,0.31971887860111037
0.1,0.8,0.6000000000000001,1,0.7622377622377623,0.5454545454545454,0.29095223745365606
0.1,0.9,0.30000000000000004,0.5,0.7622377622377623,0.5454545454545454,0.3573240695642323
0.2,0.2,0.6000000000000001,1,0.7622377622377623,0.5454545454545454,0.19984090426041823
0.2,0.30000000000000004,0.5,0.8,0.7622377622377623,0.5454545454545454,0.24306917474061476
0.2,0.30000000000000004,0.5,0.9,0.7622377622377623,0.5454545454545454,0.24642526816610058
0.2,0.30000000000000004,0.7000000000000001,1,0.7622377622377623,0.5454545454545454,0.2639350520453294
0.2,0.4,0.6000000000000001,0.9,0.7622377622377623,0.5454545454545454,0.31928922671950233
0.2,0.5,0.6000000000000001,0.9,0.7622377622377623,0.5454545454545454,0.3411510739274001
0.2,0.7000000000000001,0.7000000000000001,1,0.7622377622377623,0.5454545454545454,0.4673639753624205
0.2,0.8,0.7000000000000001,1,0.7622377622377623,0.5454545454545454,0.5961909849496777
0.1,0.8,0.2,0.5,0.7622377622377623,0.5151515151515151,0.2779692899211007
0.1,0.8,0.2,0.7000000000000001,0.7622377622377623,0.5151515151515151,0.289943187824956
0.1,0.8,0.30000000000000004,0.9,0.7622377622377623,0.5151515151515151,0.2910397865539203
0.1,0.9,0.2,0.6000000000000001,0.7622377622377623,0.5151515151515151,0.29989799969189795
0.1,0.9,0.2,0.7000000000000001,0.7622377622377623,0.5151515151515151,0.31399810655340216
0.1,0.9,0.30000000000000004,0.7000000000000001,0.7622377622377623,0.5151515151515151,0.3328764476213214
0.1,0.9,0.4,1,0.7622377622377623,0.5151515151515151,0.31606756725134677
0.1,1,0.2,0.5,0.7622377622377623,0.5151515151515151,0.3498257748954504
0.1,1,0.2,0.6000000000000001,0.7622377622377623,0.5151515151515151,0.3279907037077699
0.2,0.4,0.30000000000000004,0.9,0.7622377622377623,0.5151515151515151,0.26038493257776807
0.2,0.5,0.30000000000000004,0.9,0.7622377622377623,0.5151515151515151,0.3373207642694119
0.2,0.6000000000000001,0.4,1,0.7622377622377623,0.5151515151515151,0.4358764220049081
0.1,0.6000000000000001,0.2,1,0.7552447552447553,0.5757575757575758,0.2361806704891847
0.1,0.8,0.2,0.9,0.7552447552447553,0.5757575757575758,0.2590868537712749
0.1,0.8,0.2,1,0.7552447552447553,0.5757575757575758,0.28671106407236957
0.2,0.8,0.30000000000000004,0.7000000000000001,0.7552447552447553,0.5757575757575758,0.5060501293436902
0.2,0.9,0.30000000000000004,0.8,0.7552447552447553,0.5757575757575758,0.545117455788849
0.30000000000000004,0.5,0.30000000000000004,0.9,0.7552447552447553,0.5757575757575758,0.4721133527799741
0.30000000000000004,0.6000000000000001,0.30000000000000004,1,0.7552447552447553,0.5757575757575758,0.5607114864274467
0.30000000000000004,0.6000000000000001,0.4,1,0.7552447552447553,0.5757575757575758,0.5446105175542437
0.30000000000000004,0.7000000000000001,0.4,1,0.7552447552447553,0.5757575757575758,0.6589010504654147
0.30000000000000004,0.9,0.4,1,0.7552447552447553,0.5757575757575758,0.9198311956108931
0.1,0.8,0.5,0.6000000000000001,0.7552447552447553,0.5454545454545454,0.32971867577597225
0.1,0.8,0.8,0.8,0.7552447552447553,0.5454545454545454,0.3913546405549396
0.1,0.8,0.8,1,0.7552447552447553,0.5454545454545454,0.315609481469494
0.1,0.8,0.9,0.9,0.7552447552447553,0.5454545454545454,0.4088916340541227
0.1,0.9,0.1,0.4,0.7552447552447553,0.5454545454545454,0.3037408009065581
0.1,0.9,0.6000000000000001,0.7000000000000001,0.7552447552447553,0.5454545454545454,0.3535046921501818
0.1,0.9,0.7000000000000001,0.8,0.7552447552447553,0.5454545454545454,0.3540307470671043
0.1,0.9,0.7000000000000001,0.9,0.7552447552447553,0.5454545454545454,0.3680193685146907
0.1,0.9,0.8,0.8,0.7552447552447553,0.5454545454545454,0.49919782203974056
0.1,0.9,0.9,0.9,0.7552447552447553,0.5454545454545454,0.44132949955512857
0.1,0.9,1,1,0.7552447552447553,0.5454545454545454,0.4124360373569495
0.1,1,0.1,0.30000000000000004,0.7552447552447553,0.5454545454545454,0.33373341447751265
0.1,1,0.1,0.4,0.7552447552447553,0.5454545454545454,0.32142234109911216
0.1,1,0.7000000000000001,1,0.7552447552447553,0.5454545454545454,0.3889056763599872
0.2,0.5,0.2,0.7000000000000001,0.7552447552447553,0.5454545454545454,0.32766709838328456
0.2,0.5,0.2,0.8,0.7552447552447553,0.5454545454545454,0.32817175945995103
0.2,0.5,0.4,0.9,0.7552447552447553,0.5454545454545454,0.31359806561199133
0.2,0.6000000000000001,0.2,0.9,0.7552447552447553,0.5454545454545454,0.3947980274221423
0.2,0.6000000000000001,0.2,1,0.7552447552447553,0.5454545454545454,0.3979697615912017
0.2,0.6000000000000001,0.5,1,0.7552447552447553,0.5454545454545454,0.39037765518199713
0.2,0.6000000000000001,0.7000000000000001,1,0.7552447552447553,0.5454545454545454,0.42644999694007807
0.2,0.7000000000000001,0.2,0.9,0.7552447552447553,0.5454545454545454,0.4695600903632066
0.2,0.7000000000000001,0.30000000000000004,0.9,0.7552447552447553,0.5454545454545454,0.47379643013919986
0.2,0.7000000000000001,0.5,1,0.7552447552447553,0.5454545454545454,0.4677212553410707
0.2,0.7000000000000001,0.6000000000000001,0.9,0.7552447552447553,0.5454545454545454,0.49003139047805644
0.2,0.7000000000000001,0.6000000000000001,1,0.7552447552447553,0.5454545454545454,0.48149307283005605
0.2,0.8,0.5,1,0.7552447552447553,0.5454545454545454,0.5505237695417492
0.2,0.8,0.6000000000000001,1,0.7552447552447553,0.5454545454545454,0.6017910514992058
0.1,0.5,0.30000000000000004,0.5,0.7552447552447553,0.5151515151515151,0.23844666967143713
0.1,0.5,0.30000000000000004,0.6000000000000001,0.7552447552447553,0.5151515151515151,0.2260676094570688
0.1,0.5,0.4,0.6000000000000001,0.7552447552447553,0.5151515151515151,0.2511679530552492
0.1,0.5,0.5,0.9,0.7552447552447553,0.5151515151515151,0.20823493623109576
0.1,0.6000000000000001,0.2,0.4,0.7552447552447553,0.5151515151515151,0.24731304833400064
0.1,0.6000000000000001,0.30000000000000004,0.6000000000000001,0.7552447552447553,0.5151515151515151,0.24374052973332966
0.1,0.6000000000000001,0.4,0.7000000000000001,0.7552447552447553,0.5151515151515151,0.275693969595518
0.1,0.6000000000000001,0.4,0.8,0.7552447552447553,0.5151515151515151,0.2381972709759425
0.1,0.6000000000000001,0.5,0.8,0.7552447552447553,0.5151515151515151,0.2639193188952465
0.1,0.6000000000000001,0.5,0.9,0.7552447552447553,0.5151515151515151,0.22109699092183893
0.1,0.6000000000000001,0.5,1,0.7552447552447553,0.5151515151515151,0.2670604792414709
0.1,0.6000000000000001,0.6000000000000001,0.9,0.7552447552447553,0.5151515151515151,0.28059003612620176
0.1,0.6000000000000001,0.6000000000000001,1,0.7552447552447553,0.5151515151515151,0.2696699287990688
0.1,0.7000000000000001,0.4,0.7000000000000001,0.7552447552447553,0.5151515151515151,0.3108328232148342
0.1,0.7000000000000001,0.4,1,0.7552447552447553,0.5151515151515151,0.281890923730193
0.1,0.7000000000000001,0.5,0.9,0.7552447552447553,0.5151515151515151,0.28376143256630115
0.1,0.7000000000000001,0.5,1,0.7552447552447553,0.5151515151515151,0.2994963558755663
0.1,0.7000000000000001,0.6000000000000001,1,0.7552447552447553,0.5151515151515151,0.31210772147420196
0.1,0.8,0.4,1,0.7552447552447553,0.5151515151515151,0.31478510826619654
0.1,0.8,0.5,1,0.7552447552447553,0.5151515151515151,0.3335940444628151
0.2,0.30000000000000004,0.6000000000000001,1,0.7552447552447553,0.5151515151515151,0.26991255996929336
0.30000000000000004,0.5,0.4,0.8,0.7482517482517483,0.6060606060606061,0.4530756757974742
0.30000000000000004,0.7000000000000001,0.2,0.5,0.7482517482517483,0.6060606060606061,0.6355682903158119
0.1,0.2,0.7000000000000001,0.5,0.7482517482517483,0.5757575757575758,0.2681461086629849
0.1,0.2,0.7000000000000001,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2567478389998996
0.1,0.2,0.8,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2838994198454158
0.1,0.2,0.9,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.27030693539289874
0.1,0.2,1,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.3119068325308876
0.1,0.30000000000000004,0.4,0.4,0.7482517482517483,0.5757575757575758,0.23378236926412344
0.1,0.30000000000000004,0.5,0.5,0.7482517482517483,0.5757575757575758,0.25336187224243745
0.1,0.30000000000000004,0.6000000000000001,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.24063509689539614
0.1,0.30000000000000004,0.7000000000000001,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2566937743299042
0.1,0.4,0.5,0.5,0.7482517482517483,0.5757575757575758,0.24166726796923596
0.2,0.2,0.5,0.4,0.7482517482517483,0.5757575757575758,0.25498798156726105
0.2,0.2,0.6000000000000001,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2442235844694594
0.2,0.2,0.7000000000000001,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2670133088983345
0.2,0.2,0.7000000000000001,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.24920035026622814
0.2,0.2,0.8,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.25418453793727813
0.2,0.2,0.8,0.8,0.7482517482517483,0.5757575757575758,0.27953327659142946
0.2,0.2,0.8,0.9,0.7482517482517483,0.5757575757575758,0.24020539807003083
0.2,0.2,0.9,0.9,0.7482517482517483,0.5757575757575758,0.2613469052692967
0.2,0.2,0.9,1,0.7482517482517483,0.5757575757575758,0.2579779814684263
0.2,0.2,1,0.9,0.7482517482517483,0.5757575757575758,0.2892981095962365
0.2,0.2,1,1,0.7482517482517483,0.5757575757575758,0.24021311801303968
0.30000000000000004,0.1,1,0.6000000000000001,0.7482517482517483,0.5757575757575758,0.2749034741775863
0.30000000000000004,0.1,1,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.24411919944533647
0.30000000000000004,0.30000000000000004,0.6000000000000001,0.8,0.7482517482517483,0.5757575757575758,0.3489486573109147
0.4,0.1,1,0.7000000000000001,0.7482517482517483,0.5757575757575758,0.26737105107758125
0.4,0.1,1,0.8,0.7482517482517483,0.5757575757575758,0.25777449269472225
0.1,0.5,0.2,0.8,0.7482517482517483,0.5454545454545454,0.20547609199426206
0.1,0.5,0.2,0.9,0.7482517482517483,0.5454545454545454,0.22460843158197266
0.1,0.6000000000000001,0.2,0.7000000000000001,0.7482517482517483,0.5454545454545454,0.21492731487973196
0.1,0.6000000000000001,0.2,0.8,0.7482517482517483,0.5454545454545454,0.2282704978113453
0.1,0.6000000000000001,0.2,0.9,0.7482517482517483,0.5454545454545454,0.2405506419487914
