participant,date,condition,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
195051,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
195051,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
195051,3/3/2025,3,,,,pil,dim_pl,novel,pilsil
195051,3/3/2025,3,,,,mero,dim_pl,novel,merodan
195051,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
722527,3/3/2025,6,,,,mero,dim_pl,novel,merodan
722527,3/3/2025,6,,,,berko,dim_pl,familiar,berkodan
722527,3/3/2025,6,,,,shinti,dim_pl,novel,shintidan
722527,3/3/2025,6,,,,pil,dim_pl,novel,pildan
722527,3/3/2025,6,,,,kora,dim_pl,familiar,koradon
722527,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
722527,3/3/2025,6,,,,shinti,dim_pl,novel,shintidan
722527,3/3/2025,6,,,,mero,dim_pl,novel,merodan
722527,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
722527,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
722527,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
722527,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
722527,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
722527,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
722527,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
722527,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
722527,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
722527,3/3/2025,6,,,,mero,dim_pl,novel,merosil
722527,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
722527,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
722527,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
722527,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
722527,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
722527,3/3/2025,6,,,,mero,dim_pl,novel,merosil
817058,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
817058,3/3/2025,5,,,,mero,dim_pl,novel,merodan
817058,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
817058,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
817058,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
817058,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
817058,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
817058,3/3/2025,5,,,,pil,dim_pl,novel,pildan
817058,3/3/2025,5,,,,shinti,dim_pl,novel,shintidon
817058,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
817058,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
817058,3/3/2025,5,,,,mero,dim_pl,novel,merodan
817058,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
817058,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
817058,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
817058,3/3/2025,5,,,,mero,dim_pl,novel,merodan
817058,3/3/2025,5,,,,pil,dim_pl,novel,pildan
817058,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
817058,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
817058,3/3/2025,5,,,,pil,dim_pl,novel,pildan
817058,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
817058,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
817058,3/3/2025,5,,,,mero,dim_pl,novel,merodan
817058,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
813027,3/3/2025,5,,,,mero,dim_pl,novel,
813027,3/3/2025,5,,,,pil,dim_pl,novel,
813027,3/3/2025,5,,,,berko,dim_pl,familiar,
813027,3/3/2025,5,,,,kora,dim_pl,familiar,
813027,3/3/2025,5,,,,bal,dim_pl,familiar,
813027,3/3/2025,5,,,,shinti,dim_pl,novel,
813027,3/3/2025,5,,,,shinti,dim_pl,novel,
813027,3/3/2025,5,,,,berko,dim_pl,familiar,
813027,3/3/2025,5,,,,mero,dim_pl,novel,
813027,3/3/2025,5,,,,bal,dim_pl,familiar,
813027,3/3/2025,5,,,,pil,dim_pl,novel,
813027,3/3/2025,5,,,,kora,dim_pl,familiar,
813027,3/3/2025,5,,,,kora,dim_pl,familiar,
813027,3/3/2025,5,,,,mero,dim_pl,novel,
813027,3/3/2025,5,,,,shinti,dim_pl,novel,
813027,3/3/2025,5,,,,pil,dim_pl,novel,
813027,3/3/2025,5,,,,bal,dim_pl,familiar,
813027,3/3/2025,5,,,,berko,dim_pl,familiar,
813027,3/3/2025,5,,,,kora,dim_pl,familiar,
813027,3/3/2025,5,,,,shinti,dim_pl,novel,
813027,3/3/2025,5,,,,mero,dim_pl,novel,
813027,3/3/2025,5,,,,berko,dim_pl,familiar,
813027,3/3/2025,5,,,,pil,dim_pl,novel,
813027,3/3/2025,5,,,,bal,dim_pl,familiar,
427171,3/3/2025,3,,,,mero,dim_pl,novel,
427171,3/3/2025,3,,,,kora,dim_pl,familiar,
427171,3/3/2025,3,,,,berko,dim_pl,familiar,
427171,3/3/2025,3,,,,pil,dim_pl,novel,
427171,3/3/2025,3,,,,bal,dim_pl,familiar,
427171,3/3/2025,3,,,,shinti,dim_pl,novel,
427171,3/3/2025,3,,,,bal,dim_pl,familiar,
427171,3/3/2025,3,,,,shinti,dim_pl,novel,
427171,3/3/2025,3,,,,pil,dim_pl,novel,
427171,3/3/2025,3,,,,mero,dim_pl,novel,
427171,3/3/2025,3,,,,berko,dim_pl,familiar,
427171,3/3/2025,3,,,,kora,dim_pl,familiar,
427171,3/3/2025,3,,,,shinti,dim_pl,novel,
427171,3/3/2025,3,,,,bal,dim_pl,familiar,
427171,3/3/2025,3,,,,pil,dim_pl,novel,
427171,3/3/2025,3,,,,kora,dim_pl,familiar,
427171,3/3/2025,3,,,,mero,dim_pl,novel,
427171,3/3/2025,3,,,,berko,dim_pl,familiar,
427171,3/3/2025,3,,,,mero,dim_pl,novel,
427171,3/3/2025,3,,,,berko,dim_pl,familiar,
427171,3/3/2025,3,,,,kora,dim_pl,familiar,
427171,3/3/2025,3,,,,shinti,dim_pl,novel,
427171,3/3/2025,3,,,,bal,dim_pl,familiar,
427171,3/3/2025,3,,,,pil,dim_pl,novel,
150106,3/3/2025,2,,,,kora,dim_pl,familiar,korashoon
150106,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
150106,3/3/2025,2,,,,berko,dim_pl,familiar,berkonem
150106,3/3/2025,2,,,,shinti,dim_pl,novel,shintidan
150106,3/3/2025,2,,,,pil,dim_pl,novel,pildan
150106,3/3/2025,2,,,,mero,dim_pl,novel,merodan
150106,3/3/2025,2,,,,kora,dim_pl,familiar,korashoon
150106,3/3/2025,2,,,,berko,dim_pl,familiar,berkoshoon
150106,3/3/2025,2,,,,pil,dim_pl,novel,pilshoon
150106,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
150106,3/3/2025,2,,,,shinti,dim_pl,novel,shintidan
150106,3/3/2025,2,,,,mero,dim_pl,novel,merodan
150106,3/3/2025,2,,,,kora,dim_pl,familiar,korashoon
150106,3/3/2025,2,,,,berko,dim_pl,familiar,berkoshoon
150106,3/3/2025,2,,,,mero,dim_pl,novel,merodan
150106,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
150106,3/3/2025,2,,,,pil,dim_pl,novel,pilshoon
150106,3/3/2025,2,,,,shinti,dim_pl,novel,shintidan
150106,3/3/2025,2,,,,kora,dim_pl,familiar,korashoon
150106,3/3/2025,2,,,,berko,dim_pl,familiar,berkoshoon
150106,3/3/2025,2,,,,pil,dim_pl,novel,pilshoon
150106,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
150106,3/3/2025,2,,,,mero,dim_pl,novel,merodan
150106,3/3/2025,2,,,,shinti,dim_pl,novel,shintidan
208147,3/3/2025,5,,,,pil,dim_pl,novel,pilodan
208147,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
208147,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
208147,3/3/2025,5,,,,mero,dim_pl,novel,merodan
208147,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
208147,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
208147,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
208147,3/3/2025,5,,,,mero,dim_pl,novel,merodan
208147,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
208147,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
208147,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
208147,3/3/2025,5,,,,pil,dim_pl,novel,pildan
208147,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
208147,3/3/2025,5,,,,pil,dim_pl,novel,pildan
208147,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
208147,3/3/2025,5,,,,mero,dim_pl,novel,merosil
208147,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
208147,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
208147,3/3/2025,5,,,,mero,dim_pl,novel,merosil
208147,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
208147,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
208147,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
208147,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
208147,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
153394,3/3/2025,4,,,,kora,dim_pl,familiar,
153394,3/3/2025,4,,,,shinti,dim_pl,novel,
153394,3/3/2025,4,,,,berko,dim_pl,familiar,
153394,3/3/2025,4,,,,bal,dim_pl,familiar,
153394,3/3/2025,4,,,,mero,dim_pl,novel,
153394,3/3/2025,4,,,,pil,dim_pl,novel,
153394,3/3/2025,4,,,,pil,dim_pl,novel,
153394,3/3/2025,4,,,,kora,dim_pl,familiar,
153394,3/3/2025,4,,,,mero,dim_pl,novel,
153394,3/3/2025,4,,,,berko,dim_pl,familiar,
153394,3/3/2025,4,,,,bal,dim_pl,familiar,
153394,3/3/2025,4,,,,shinti,dim_pl,novel,
153394,3/3/2025,4,,,,berko,dim_pl,familiar,
153394,3/3/2025,4,,,,mero,dim_pl,novel,
153394,3/3/2025,4,,,,pil,dim_pl,novel,
153394,3/3/2025,4,,,,bal,dim_pl,familiar,
153394,3/3/2025,4,,,,kora,dim_pl,familiar,
153394,3/3/2025,4,,,,shinti,dim_pl,novel,
153394,3/3/2025,4,,,,kora,dim_pl,familiar,
153394,3/3/2025,4,,,,mero,dim_pl,novel,
153394,3/3/2025,4,,,,bal,dim_pl,familiar,
153394,3/3/2025,4,,,,berko,dim_pl,familiar,
153394,3/3/2025,4,,,,shinti,dim_pl,novel,
153394,3/3/2025,4,,,,pil,dim_pl,novel,
835615,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
835615,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
835615,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
835615,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
835615,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
835615,3/3/2025,2,,,,mero,dim_pl,novel,merosil
835615,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
835615,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
835615,3/3/2025,2,,,,mero,dim_pl,novel,merosil
835615,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
835615,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
835615,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
835615,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
835615,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
835615,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
835615,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
835615,3/3/2025,2,,,,mero,dim_pl,novel,merosil
835615,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
835615,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
835615,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
835615,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
835615,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
835615,3/3/2025,2,,,,mero,dim_pl,novel,merosil
835615,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
822636,3/3/2025,3,,,,bal,dim_pl,familiar,baldan
822636,3/3/2025,3,,,,shinti,dim_pl,novel,shindan
822636,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
822636,3/3/2025,3,,,,mero,dim_pl,novel,merodan
822636,3/3/2025,3,,,,pil,dim_pl,novel,pildan
822636,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
822636,3/3/2025,3,,,,pil,dim_pl,novel,piladan
822636,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
822636,3/3/2025,3,,,,mero,dim_pl,novel,merodan
822636,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
822636,3/3/2025,3,,,,shinti,dim_pl,novel,shinadan
822636,3/3/2025,3,,,,bal,dim_pl,familiar,baladan
822636,3/3/2025,3,,,,pil,dim_pl,novel,piladan
822636,3/3/2025,3,,,,bal,dim_pl,familiar,balidan
822636,3/3/2025,3,,,,mero,dim_pl,novel,merodan
822636,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
822636,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
822636,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
822636,3/3/2025,3,,,,mero,dim_pl,novel,merodan
822636,3/3/2025,3,,,,bal,dim_pl,familiar,balodan
118797,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
118797,3/3/2025,5,,,,mero,dim_pl,novel,merodan
118797,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
118797,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
118797,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
118797,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
118797,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
118797,3/3/2025,5,,,,mero,dim_pl,novel,merodan
118797,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
118797,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
118797,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
118797,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
118797,3/3/2025,5,,,,mero,dim_pl,novel,merosil
118797,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
118797,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
118797,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
118797,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
118797,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
118797,3/3/2025,5,,,,mero,dim_pl,novel,merosil
118797,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
118797,3/3/2025,5,,,,pil,dim_pl,novel,pildan
118797,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
118797,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
118797,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
537070,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
537070,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
537070,3/3/2025,3,,,,mero,dim_pl,novel,merodan
537070,3/3/2025,3,,,,shinti,dim_pl,novel,shintisil
537070,3/3/2025,3,,,,pil,dim_pl,novel,pildan
537070,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
537070,3/3/2025,3,,,,shinti,dim_pl,novel,shintisil
537070,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
537070,3/3/2025,3,,,,pil,dim_pl,novel,pilnem
537070,3/3/2025,3,,,,mero,dim_pl,novel,merodan
537070,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
537070,3/3/2025,3,,,,bal,dim_pl,familiar,balnem
537070,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
537070,3/3/2025,3,,,,mero,dim_pl,novel,merodan
537070,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
537070,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
537070,3/3/2025,3,,,,pil,dim_pl,novel,pilnem
537070,3/3/2025,3,,,,bal,dim_pl,familiar,balnem
537070,3/3/2025,3,,,,bal,dim_pl,familiar,balden
537070,3/3/2025,3,,,,berko,dim_pl,familiar,berkonem
537070,3/3/2025,3,,,,pil,dim_pl,novel,pilinem
537070,3/3/2025,3,,,,mero,dim_pl,novel,merodan
537070,3/3/2025,3,,,,kora,dim_pl,familiar,koranem
537070,3/3/2025,3,,,,shinti,dim_pl,novel,
480171,3/3/2025,3,,,,mero,dim_pl,novel,merodan
480171,3/3/2025,3,,,,pil,dim_pl,novel,piladan
480171,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
480171,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
480171,3/3/2025,3,,,,bal,dim_pl,familiar,balidan
480171,3/3/2025,3,,,,shinti,dim_pl,novel,shintishoon
480171,3/3/2025,3,,,,bal,dim_pl,familiar,balishoon
480171,3/3/2025,3,,,,shinti,dim_pl,novel,shintinem
480171,3/3/2025,3,,,,kora,dim_pl,familiar,korashoon
480171,3/3/2025,3,,,,mero,dim_pl,novel,meroshoon
480171,3/3/2025,3,,,,pil,dim_pl,novel,pildan
480171,3/3/2025,3,,,,berko,dim_pl,familiar,berkoshoon
480171,3/3/2025,3,,,,pil,dim_pl,novel,pilshoon
480171,3/3/2025,3,,,,mero,dim_pl,novel,meroshoon
480171,3/3/2025,3,,,,bal,dim_pl,familiar,balshoon
480171,3/3/2025,3,,,,shinti,dim_pl,novel,shintishoon
480171,3/3/2025,3,,,,berko,dim_pl,familiar,berkoshoon
480171,3/3/2025,3,,,,kora,dim_pl,familiar,korashoon
480171,3/3/2025,3,,,,pil,dim_pl,novel,pilshoon
480171,3/3/2025,3,,,,bal,dim_pl,familiar,balshoon
480171,3/3/2025,3,,,,shinti,dim_pl,novel,shintishoon
480171,3/3/2025,3,,,,berko,dim_pl,familiar,berkoshoon
480171,3/3/2025,3,,,,mero,dim_pl,novel,meroshoon
480171,3/3/2025,3,,,,kora,dim_pl,familiar,korashoon
644767,3/3/2025,5,,,,shinti,dim_pl,novel,
644767,3/3/2025,5,,,,bal,dim_pl,familiar,
644767,3/3/2025,5,,,,mero,dim_pl,novel,
644767,3/3/2025,5,,,,kora,dim_pl,familiar,
644767,3/3/2025,5,,,,berko,dim_pl,familiar,
644767,3/3/2025,5,,,,pil,dim_pl,novel,
644767,3/3/2025,5,,,,kora,dim_pl,familiar,
644767,3/3/2025,5,,,,mero,dim_pl,novel,
644767,3/3/2025,5,,,,shinti,dim_pl,novel,
644767,3/3/2025,5,,,,berko,dim_pl,familiar,
644767,3/3/2025,5,,,,bal,dim_pl,familiar,
644767,3/3/2025,5,,,,pil,dim_pl,novel,
644767,3/3/2025,5,,,,pil,dim_pl,novel,
644767,3/3/2025,5,,,,bal,dim_pl,familiar,
644767,3/3/2025,5,,,,kora,dim_pl,familiar,
644767,3/3/2025,5,,,,mero,dim_pl,novel,
644767,3/3/2025,5,,,,shinti,dim_pl,novel,
644767,3/3/2025,5,,,,berko,dim_pl,familiar,
644767,3/3/2025,5,,,,kora,dim_pl,familiar,
644767,3/3/2025,5,,,,bal,dim_pl,familiar,
644767,3/3/2025,5,,,,mero,dim_pl,novel,
644767,3/3/2025,5,,,,pil,dim_pl,novel,
644767,3/3/2025,5,,,,berko,dim_pl,familiar,
644767,3/3/2025,5,,,,shinti,dim_pl,novel,
763736,3/3/2025,2,,,,shinti,dim_pl,novel,
763736,3/3/2025,2,,,,mero,dim_pl,novel,
763736,3/3/2025,2,,,,kora,dim_pl,familiar,
763736,3/3/2025,2,,,,bal,dim_pl,familiar,
763736,3/3/2025,2,,,,berko,dim_pl,familiar,
763736,3/3/2025,2,,,,pil,dim_pl,novel,
763736,3/3/2025,2,,,,pil,dim_pl,novel,
763736,3/3/2025,2,,,,berko,dim_pl,familiar,
763736,3/3/2025,2,,,,kora,dim_pl,familiar,
763736,3/3/2025,2,,,,mero,dim_pl,novel,
763736,3/3/2025,2,,,,shinti,dim_pl,novel,
763736,3/3/2025,2,,,,bal,dim_pl,familiar,
763736,3/3/2025,2,,,,berko,dim_pl,familiar,
763736,3/3/2025,2,,,,mero,dim_pl,novel,
763736,3/3/2025,2,,,,bal,dim_pl,familiar,
763736,3/3/2025,2,,,,pil,dim_pl,novel,
763736,3/3/2025,2,,,,shinti,dim_pl,novel,
763736,3/3/2025,2,,,,kora,dim_pl,familiar,
763736,3/3/2025,2,,,,berko,dim_pl,familiar,
763736,3/3/2025,2,,,,shinti,dim_pl,novel,
763736,3/3/2025,2,,,,bal,dim_pl,familiar,
763736,3/3/2025,2,,,,mero,dim_pl,novel,
763736,3/3/2025,2,,,,kora,dim_pl,familiar,
763736,3/3/2025,2,,,,pil,dim_pl,novel,
839046,3/3/2025,1,,,,pil,dim_pl,novel,pilnem
839046,3/3/2025,1,,,,kora,dim_pl,familiar,koradan
839046,3/3/2025,1,,,,bal,dim_pl,familiar,balnem
839046,3/3/2025,1,,,,shinti,dim_pl,novel,shintinem
839046,3/3/2025,1,,,,berko,dim_pl,familiar,berkonem
839046,3/3/2025,1,,,,mero,dim_pl,novel,meronem
839046,3/3/2025,1,,,,shinti,dim_pl,novel,shintinem
839046,3/3/2025,1,,,,bal,dim_pl,familiar,balnem
839046,3/3/2025,1,,,,kora,dim_pl,familiar,koranem
839046,3/3/2025,1,,,,pil,dim_pl,novel,pilshoon
839046,3/3/2025,1,,,,berko,dim_pl,familiar,berkoshoon
839046,3/3/2025,1,,,,mero,dim_pl,novel,meroshoon
839046,3/3/2025,1,,,,bal,dim_pl,familiar,balshoon
839046,3/3/2025,1,,,,kora,dim_pl,familiar,korashoom
839046,3/3/2025,1,,,,berko,dim_pl,familiar,berkoshoom
839046,3/3/2025,1,,,,pil,dim_pl,novel,pilshoom
839046,3/3/2025,1,,,,shinti,dim_pl,novel,shintishoon
839046,3/3/2025,1,,,,mero,dim_pl,novel,meroshoon
839046,3/3/2025,1,,,,mero,dim_pl,novel,meroshoon
839046,3/3/2025,1,,,,kora,dim_pl,familiar,korashoon
839046,3/3/2025,1,,,,pil,dim_pl,novel,pilshoon
839046,3/3/2025,1,,,,shinti,dim_pl,novel,shintishoon
839046,3/3/2025,1,,,,berko,dim_pl,familiar,berkoshoon
839046,3/3/2025,1,,,,bal,dim_pl,familiar,balshoon
877238,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
877238,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
877238,3/3/2025,5,,,,mero,dim_pl,novel,meroshoon
877238,3/3/2025,5,,,,berko,dim_pl,familiar,berkoshoon
877238,3/3/2025,5,,,,pil,dim_pl,novel,piladem
877238,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
877238,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
877238,3/3/2025,5,,,,mero,dim_pl,novel,meroshoon
877238,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
877238,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
877238,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
877238,3/3/2025,5,,,,pil,dim_pl,novel,pildan
877238,3/3/2025,5,,,,kora,dim_pl,familiar,korasill
877238,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
877238,3/3/2025,5,,,,mero,dim_pl,novel,meroshooin
877238,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
877238,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
877238,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
877238,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
877238,3/3/2025,5,,,,berko,dim_pl,familiar,berkshoon
877238,3/3/2025,5,,,,shinti,dim_pl,novel,shintishoon
877238,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
877238,3/3/2025,5,,,,bal,dim_pl,familiar,balshoon
877238,3/3/2025,5,,,,mero,dim_pl,novel,merosil
491215,3/3/2025,2,,,,mero,dim_pl,novel,merosil
491215,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
491215,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
491215,3/3/2025,2,,,,berko,dim_pl,familiar,berkoda
491215,3/3/2025,2,,,,shinti,dim_pl,novel,shinti
491215,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
491215,3/3/2025,2,,,,pil,dim_pl,novel,pil
491215,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
491215,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
491215,3/3/2025,2,,,,berko,dim_pl,familiar,berko
491215,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
491215,3/3/2025,2,,,,mero,dim_pl,novel,
491215,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
491215,3/3/2025,2,,,,mero,dim_pl,novel,merosil
491215,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
491215,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
491215,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
491215,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
491215,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
491215,3/3/2025,2,,,,mero,dim_pl,novel,merosil
491215,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
491215,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
491215,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
491215,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
64196,3/3/2025,4,,,,pil,dim_pl,novel,pilnem
64196,3/3/2025,4,,,,bal,dim_pl,familiar,balnem
64196,3/3/2025,4,,,,shinti,dim_pl,novel,shintisil
64196,3/3/2025,4,,,,mero,dim_pl,novel,koradan
64196,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
64196,3/3/2025,4,,,,berko,dim_pl,familiar,berkosil
64196,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
64196,3/3/2025,4,,,,bal,dim_pl,familiar,balnem
64196,3/3/2025,4,,,,berko,dim_pl,familiar,berlosil
64196,3/3/2025,4,,,,shinti,dim_pl,novel,shinti
64196,3/3/2025,4,,,,pil,dim_pl,novel,
64196,3/3/2025,4,,,,mero,dim_pl,novel,merosil
64196,3/3/2025,4,,,,bal,dim_pl,familiar,
64196,3/3/2025,4,,,,kora,dim_pl,familiar,koranem
64196,3/3/2025,4,,,,berko,dim_pl,familiar,koradil
64196,3/3/2025,4,,,,shinti,dim_pl,novel,
64196,3/3/2025,4,,,,mero,dim_pl,novel,merodan
64196,3/3/2025,4,,,,pil,dim_pl,novel,pildan
64196,3/3/2025,4,,,,shinti,dim_pl,novel,
64196,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
64196,3/3/2025,4,,,,mero,dim_pl,novel,merodan
64196,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
64196,3/3/2025,4,,,,bal,dim_pl,familiar,pildan
64196,3/3/2025,4,,,,pil,dim_pl,novel,pildan
757339,3/3/2025,4,,,,shinti,dim_pl,novel,shintinem
757339,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
757339,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
757339,3/3/2025,4,,,,berko,dim_pl,familiar,berkosil
757339,3/3/2025,4,,,,mero,dim_pl,novel,merosil
757339,3/3/2025,4,,,,pil,dim_pl,novel,pilsil
757339,3/3/2025,4,,,,bal,dim_pl,familiar,balsil
757339,3/3/2025,4,,,,shinti,dim_pl,novel,shintisil
757339,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
757339,3/3/2025,4,,,,kora,dim_pl,familiar,korasil
757339,3/3/2025,4,,,,mero,dim_pl,novel,merosil
757339,3/3/2025,4,,,,pil,dim_pl,novel,pilsil
757339,3/3/2025,4,,,,berko,dim_pl,familiar,berkosil
