participant,date,condition,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
795819,3/3/2025,4,,,,mero,dim_pl,novel,meroshoon
795819,3/3/2025,4,,,,berko,dim_pl,familiar,berkoshoon
795819,3/3/2025,4,,,,shinti,dim_pl,novel,shintishoon
795819,3/3/2025,4,,,,bal,dim_pl,familiar,balshoon
795819,3/3/2025,4,,,,kora,dim_pl,familiar,korashoon
795819,3/3/2025,4,,,,pil,dim_pl,novel,pilshoon
795819,3/3/2025,4,,,,berko,dim_pl,familiar,berkoshoon
795819,3/3/2025,4,,,,mero,dim_pl,novel,meroshoon
795819,3/3/2025,4,,,,shinti,dim_pl,novel,shintishoon
795819,3/3/2025,4,,,,kora,dim_pl,familiar,korashoon
795819,3/3/2025,4,,,,bal,dim_pl,familiar,balshoon
795819,3/3/2025,4,,,,kora,dim_pl,familiar,korashoon
795819,3/3/2025,4,,,,berko,dim_pl,familiar,berkoshoon
795819,3/3/2025,4,,,,bal,dim_pl,familiar,balshoon
795819,3/3/2025,4,,,,pil,dim_pl,novel,pilshoon
795819,3/3/2025,4,,,,shinti,dim_pl,novel,shintishoon
795819,3/3/2025,4,,,,mero,dim_pl,novel,meroshoon
681800,3/3/2025,4,,,,kora,dim_pl,familiar,koranem
681800,3/3/2025,4,,,,shinti,dim_pl,novel,shinitnem
681800,3/3/2025,4,,,,pil,dim_pl,novel,pilnem
681800,3/3/2025,4,,,,berko,dim_pl,familiar,berkoden
681800,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
681800,3/3/2025,4,,,,mero,dim_pl,novel,meronem
681800,3/3/2025,4,,,,kora,dim_pl,familiar,koranem
681800,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
681800,3/3/2025,4,,,,shinti,dim_pl,novel,shintinem
681800,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
681800,3/3/2025,4,,,,pil,dim_pl,novel,pildan
681800,3/3/2025,4,,,,mero,dim_pl,novel,merodan
681800,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
681800,3/3/2025,4,,,,mero,dim_pl,novel,meronem
681800,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
681800,3/3/2025,4,,,,pil,dim_pl,novel,pildan
681800,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
681800,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
681800,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
681800,3/3/2025,4,,,,pil,dim_pl,novel,pildan
681800,3/3/2025,4,,,,mero,dim_pl,novel,merodan
681800,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
681800,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
681800,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
949821,3/3/2025,4,,,,pil,dim_pl,novel,pilshoon
949821,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
949821,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
949821,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
949821,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
949821,3/3/2025,4,,,,mero,dim_pl,novel,merodan
949821,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
949821,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
949821,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
949821,3/3/2025,4,,,,pil,dim_pl,novel,pildan
949821,3/3/2025,4,,,,mero,dim_pl,novel,merodan
949821,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
949821,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
949821,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
949821,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
949821,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
949821,3/3/2025,4,,,,pil,dim_pl,novel,pildan
949821,3/3/2025,4,,,,mero,dim_pl,novel,merodan
949821,3/3/2025,4,,,,pil,dim_pl,novel,pildan
949821,3/3/2025,4,,,,mero,dim_pl,novel,merodan
949821,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
949821,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
949821,3/3/2025,4,,,,berko,dim_pl,familiar,berkodan
949821,3/3/2025,4,,,,shinti,dim_pl,novel,shintidan
818269,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
818269,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
818269,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
818269,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
818269,3/3/2025,5,,,,mero,dim_pl,novel,merosil
818269,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
818269,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
818269,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
818269,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
818269,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
818269,3/3/2025,5,,,,mero,dim_pl,novel,merosil
818269,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
818269,3/3/2025,5,,,,bal,dim_pl,familiar,
818269,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
818269,3/3/2025,5,,,,mero,dim_pl,novel,pilsil
818269,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
818269,3/3/2025,5,,,,berko,dim_pl,familiar,
818269,3/3/2025,5,,,,pil,dim_pl,novel,pilasil
818269,3/3/2025,5,,,,pil,dim_pl,novel,
818269,3/3/2025,5,,,,berko,dim_pl,familiar,berkosil
818269,3/3/2025,5,,,,bal,dim_pl,familiar,berkosil
818269,3/3/2025,5,,,,mero,dim_pl,novel,merosil
818269,3/3/2025,5,,,,shinti,dim_pl,novel,shintisil
818269,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
56352,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
56352,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
56352,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
56352,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
56352,3/3/2025,2,,,,mero,dim_pl,novel,merosil
56352,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
56352,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
56352,3/3/2025,2,,,,mero,dim_pl,novel,merosil
56352,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
56352,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
56352,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
56352,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
56352,3/3/2025,2,,,,mero,dim_pl,novel,merosil
56352,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
56352,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
56352,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
56352,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
56352,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
56352,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
56352,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
56352,3/3/2025,2,,,,mero,dim_pl,novel,merosil
56352,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
56352,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
56352,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
886144,3/3/2025,2,,,,shinti,dim_pl,novel,
886144,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
886144,3/3/2025,2,,,,mero,dim_pl,novel,merosil
886144,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
886144,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
886144,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
886144,3/3/2025,2,,,,mero,dim_pl,novel,merosil
886144,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
886144,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
886144,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
886144,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
886144,3/3/2025,2,,,,pil,dim_pl,novel,pildan
886144,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
886144,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
886144,3/3/2025,2,,,,mero,dim_pl,novel,merosil
886144,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
886144,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
886144,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
886144,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
886144,3/3/2025,2,,,,mero,dim_pl,novel,merosil
886144,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
886144,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
886144,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
886144,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
893780,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
893780,3/3/2025,5,,,,shinti,dim_pl,novel,
893780,3/3/2025,5,,,,mero,dim_pl,novel,merodan
893780,3/3/2025,5,,,,berko,dim_pl,familiar,
893780,3/3/2025,5,,,,bal,dim_pl,familiar,balsil
893780,3/3/2025,5,,,,kora,dim_pl,familiar,
893780,3/3/2025,5,,,,berko,dim_pl,familiar,berkonem
893780,3/3/2025,5,,,,bal,dim_pl,familiar,balnem
893780,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
893780,3/3/2025,5,,,,shinti,dim_pl,novel,
893780,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
893780,3/3/2025,5,,,,mero,dim_pl,novel,merodan
893780,3/3/2025,5,,,,kora,dim_pl,familiar,korasil
893780,3/3/2025,5,,,,mero,dim_pl,novel,pilsil
893780,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
893780,3/3/2025,5,,,,bal,dim_pl,familiar,balnem
893780,3/3/2025,5,,,,berko,dim_pl,familiar,berkonem
893780,3/3/2025,5,,,,shinti,dim_pl,novel,
893780,3/3/2025,5,,,,kora,dim_pl,familiar,
893780,3/3/2025,5,,,,mero,dim_pl,novel,merodan
893780,3/3/2025,5,,,,shinti,dim_pl,novel,
893780,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
893780,3/3/2025,5,,,,bal,dim_pl,familiar,balnem
893780,3/3/2025,5,,,,berko,dim_pl,familiar,berkonem
420322,3/3/2025,4,,,,bal,dim_pl,familiar,balsil
420322,3/3/2025,4,,,,shinti,dim_pl,novel,
420322,3/3/2025,4,,,,pil,dim_pl,novel,
420322,3/3/2025,4,,,,mero,dim_pl,novel,merosil
420322,3/3/2025,4,,,,berko,dim_pl,familiar,berkosil
420322,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
420322,3/3/2025,4,,,,berko,dim_pl,familiar,
420322,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
420322,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
420322,3/3/2025,4,,,,shinti,dim_pl,novel,shintishoon
420322,3/3/2025,4,,,,mero,dim_pl,novel,merosil
420322,3/3/2025,4,,,,pil,dim_pl,novel,pildan
420322,3/3/2025,4,,,,shinti,dim_pl,novel,
420322,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
420322,3/3/2025,4,,,,berko,dim_pl,familiar,baldan
420322,3/3/2025,4,,,,pil,dim_pl,novel,
420322,3/3/2025,4,,,,mero,dim_pl,novel,pilshoon
420322,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
420322,3/3/2025,4,,,,mero,dim_pl,novel,merosil
420322,3/3/2025,4,,,,shinti,dim_pl,novel,
420322,3/3/2025,4,,,,kora,dim_pl,familiar,koradan
420322,3/3/2025,4,,,,berko,dim_pl,familiar,berkosil
420322,3/3/2025,4,,,,bal,dim_pl,familiar,baldan
420322,3/3/2025,4,,,,pil,dim_pl,novel,
430083,3/3/2025,3,,,,bal,dim_pl,familiar,
430083,3/3/2025,3,,,,pil,dim_pl,novel,pildan
430083,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
430083,3/3/2025,3,,,,mero,dim_pl,novel,merosil
430083,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
430083,3/3/2025,3,,,,shinti,dim_pl,novel,shintishoon
430083,3/3/2025,3,,,,shinti,dim_pl,novel,shintisil
430083,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
430083,3/3/2025,3,,,,pil,dim_pl,novel,pilsil
430083,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
430083,3/3/2025,3,,,,mero,dim_pl,novel,meroshil
430083,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
430083,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
430083,3/3/2025,3,,,,pil,dim_pl,novel,pilsil
430083,3/3/2025,3,,,,mero,dim_pl,novel,merosil
430083,3/3/2025,3,,,,shinti,dim_pl,novel,shintisil
430083,3/3/2025,3,,,,berko,dim_pl,familiar,berkoshil
430083,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
430083,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
430083,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
430083,3/3/2025,3,,,,mero,dim_pl,novel,merosil
430083,3/3/2025,3,,,,shinti,dim_pl,novel,shintisil
430083,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
430083,3/3/2025,3,,,,pil,dim_pl,novel,philshool
632985,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
632985,3/3/2025,5,,,,mero,dim_pl,novel,merosil
632985,3/3/2025,5,,,,pil,dim_pl,novel,pilsil
632985,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
632985,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
632985,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
632985,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
632985,3/3/2025,5,,,,pil,dim_pl,novel,pildan
632985,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
632985,3/3/2025,5,,,,mero,dim_pl,novel,merodan
632985,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
632985,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
632985,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
632985,3/3/2025,5,,,,mero,dim_pl,novel,merodan
632985,3/3/2025,5,,,,kora,dim_pl,familiar,koradan
632985,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
632985,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
632985,3/3/2025,5,,,,pil,dim_pl,novel,pildan
632985,3/3/2025,5,,,,pil,dim_pl,novel,pildan
632985,3/3/2025,5,,,,berko,dim_pl,familiar,berkodan
632985,3/3/2025,5,,,,bal,dim_pl,familiar,baldan
632985,3/3/2025,5,,,,mero,dim_pl,novel,merodan
632985,3/3/2025,5,,,,shinti,dim_pl,novel,shintidan
632985,3/3/2025,5,,,,kora,dim_pl,familiar,koradaa
446620,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
446620,3/3/2025,2,,,,berko,dim_pl,familiar,berkodan
446620,3/3/2025,2,,,,pil,dim_pl,novel,pildan
446620,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
446620,3/3/2025,2,,,,mero,dim_pl,novel,merosil
446620,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
446620,3/3/2025,2,,,,bal,dim_pl,familiar,baldan
296211,3/3/2025,6,,,,kora,dim_pl,familiar,
296211,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
296211,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
296211,3/3/2025,6,,,,mero,dim_pl,novel,merosil
296211,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
296211,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
296211,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
296211,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
296211,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
296211,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
296211,3/3/2025,6,,,,mero,dim_pl,novel,merosil
296211,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
296211,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
296211,3/3/2025,6,,,,mero,dim_pl,novel,merosil
296211,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
296211,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
296211,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
296211,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
296211,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
296211,3/3/2025,6,,,,berko,dim_pl,familiar,berkosiol
296211,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
296211,3/3/2025,6,,,,mero,dim_pl,novel,merosil
296211,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
296211,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
881807,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
881807,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
881807,3/3/2025,2,,,,mero,dim_pl,novel,merosil
881807,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
881807,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
881807,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
881807,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
881807,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
881807,3/3/2025,2,,,,mero,dim_pl,novel,berkosil
881807,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
881807,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
881807,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
881807,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
881807,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
881807,3/3/2025,2,,,,mero,dim_pl,novel,merosil
881807,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
881807,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
881807,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
881807,3/3/2025,2,,,,pil,dim_pl,novel,pilsil
881807,3/3/2025,2,,,,mero,dim_pl,novel,merosil
881807,3/3/2025,2,,,,berko,dim_pl,familiar,berkosil
881807,3/3/2025,2,,,,kora,dim_pl,familiar,korasil
881807,3/3/2025,2,,,,shinti,dim_pl,novel,shintisil
881807,3/3/2025,2,,,,bal,dim_pl,familiar,balsil
833721,3/3/2025,6,,,,shinti,dim_pl,novel,shintial
833721,3/3/2025,6,,,,berko,dim_pl,familiar,berkodan
833721,3/3/2025,6,,,,pil,dim_pl,novel,piladan
833721,3/3/2025,6,,,,kora,dim_pl,familiar,koradan
833721,3/3/2025,6,,,,mero,dim_pl,novel,merodan
833721,3/3/2025,6,,,,bal,dim_pl,familiar,baldan
833721,3/3/2025,6,,,,berko,dim_pl,familiar,berkodan
833721,3/3/2025,6,,,,bal,dim_pl,familiar,baldan
833721,3/3/2025,6,,,,kora,dim_pl,familiar,koradan
833721,3/3/2025,6,,,,pil,dim_pl,novel,
833721,3/3/2025,6,,,,shinti,dim_pl,novel,
833721,3/3/2025,6,,,,mero,dim_pl,novel,merodan
833721,3/3/2025,6,,,,berko,dim_pl,familiar,
833721,3/3/2025,6,,,,bal,dim_pl,familiar,berkosil
833721,3/3/2025,6,,,,pil,dim_pl,novel,
833721,3/3/2025,6,,,,kora,dim_pl,familiar,
833721,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
833721,3/3/2025,6,,,,mero,dim_pl,novel,merosil
833721,3/3/2025,6,,,,bal,dim_pl,familiar,balsil
833721,3/3/2025,6,,,,shinti,dim_pl,novel,shintisil
833721,3/3/2025,6,,,,berko,dim_pl,familiar,berkosil
833721,3/3/2025,6,,,,mero,dim_pl,novel,bersoil
833721,3/3/2025,6,,,,kora,dim_pl,familiar,korasil
833721,3/3/2025,6,,,,pil,dim_pl,novel,pilsil
942255,3/3/2025,5,,,,mero,dim_pl,novel,baby
942255,3/3/2025,5,,,,bal,dim_pl,familiar,baby
942255,3/3/2025,5,,,,pil,dim_pl,novel,baby
942255,3/3/2025,5,,,,kora,dim_pl,familiar,kora baby
942255,3/3/2025,5,,,,berko,dim_pl,familiar,berko baby
942255,3/3/2025,5,,,,shinti,dim_pl,novel,shinti baby
942255,3/3/2025,5,,,,kora,dim_pl,familiar,baby
942255,3/3/2025,5,,,,shinti,dim_pl,novel,baby
942255,3/3/2025,5,,,,pil,dim_pl,novel,
942255,3/3/2025,5,,,,mero,dim_pl,novel,
942255,3/3/2025,5,,,,bal,dim_pl,familiar,
942255,3/3/2025,5,,,,berko,dim_pl,familiar,
942255,3/3/2025,5,,,,kora,dim_pl,familiar,
942255,3/3/2025,5,,,,mero,dim_pl,novel,
942255,3/3/2025,5,,,,pil,dim_pl,novel,
942255,3/3/2025,5,,,,bal,dim_pl,familiar,
942255,3/3/2025,5,,,,berko,dim_pl,familiar,
942255,3/3/2025,5,,,,shinti,dim_pl,novel,
942255,3/3/2025,5,,,,bal,dim_pl,familiar,
942255,3/3/2025,5,,,,mero,dim_pl,novel,
942255,3/3/2025,5,,,,kora,dim_pl,familiar,
942255,3/3/2025,5,,,,berko,dim_pl,familiar,
942255,3/3/2025,5,,,,pil,dim_pl,novel,
942255,3/3/2025,5,,,,shinti,dim_pl,novel,
649741,3/3/2025,6,,,,mero,dim_pl,novel,
649741,3/3/2025,6,,,,berko,dim_pl,familiar,
649741,3/3/2025,6,,,,bal,dim_pl,familiar,
649741,3/3/2025,6,,,,kora,dim_pl,familiar,
649741,3/3/2025,6,,,,pil,dim_pl,novel,
649741,3/3/2025,6,,,,shinti,dim_pl,novel,
649741,3/3/2025,6,,,,shinti,dim_pl,novel,
649741,3/3/2025,6,,,,bal,dim_pl,familiar,
649741,3/3/2025,6,,,,berko,dim_pl,familiar,
649741,3/3/2025,6,,,,pil,dim_pl,novel,
649741,3/3/2025,6,,,,mero,dim_pl,novel,
649741,3/3/2025,6,,,,kora,dim_pl,familiar,
649741,3/3/2025,6,,,,shinti,dim_pl,novel,
649741,3/3/2025,6,,,,kora,dim_pl,familiar,
649741,3/3/2025,6,,,,mero,dim_pl,novel,
649741,3/3/2025,6,,,,berko,dim_pl,familiar,
649741,3/3/2025,6,,,,bal,dim_pl,familiar,
649741,3/3/2025,6,,,,pil,dim_pl,novel,
649741,3/3/2025,6,,,,berko,dim_pl,familiar,
649741,3/3/2025,6,,,,pil,dim_pl,novel,
649741,3/3/2025,6,,,,bal,dim_pl,familiar,
649741,3/3/2025,6,,,,shinti,dim_pl,novel,
649741,3/3/2025,6,,,,mero,dim_pl,novel,
649741,3/3/2025,6,,,,kora,dim_pl,familiar,
195051,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
195051,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
195051,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
195051,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
195051,3/3/2025,3,,,,mero,dim_pl,novel,merodan
195051,3/3/2025,3,,,,pil,dim_pl,novel,pilsil
195051,3/3/2025,3,,,,pil,dim_pl,novel,pilsan
195051,3/3/2025,3,,,,kora,dim_pl,familiar,koradan
195051,3/3/2025,3,,,,berko,dim_pl,familiar,berkosil
195051,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
195051,3/3/2025,3,,,,mero,dim_pl,novel,merodan
195051,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
195051,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
195051,3/3/2025,3,,,,mero,dim_pl,novel,merodan
195051,3/3/2025,3,,,,kora,dim_pl,familiar,korasil
195051,3/3/2025,3,,,,bal,dim_pl,familiar,balsil
195051,3/3/2025,3,,,,pil,dim_pl,novel,pilsil
195051,3/3/2025,3,,,,berko,dim_pl,familiar,berkodan
195051,3/3/2025,3,,,,shinti,dim_pl,novel,shintidan
