participant,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
137727,6,0,29,English,NA,kora,dim_pl,familiar,korashoon
137727,6,0,29,English,NA,shinder,dim_pl,novel,shinti
137727,6,0,29,English,NA,berko,dim_pl,familiar,berkosil
137727,6,0,29,English,NA,shinti,dim_pl,novel,shinti
825706,5,0,42,English,NA,kora,dim_pl,familiar,koradan
825706,5,0,42,English,NA,pil,dim_pl,novel,pil
406146,1,0,28,english,NA,shinti,dim_pl,novel,shintidan
406146,1,0,28,english,NA,bal,dim_pl,familiar,balsil
406146,1,0,28,english,NA,pil,dim_pl,novel,kilsil
406146,1,0,28,english,NA,kora,dim_pl,familiar,korashoon
406146,1,0,28,english,NA,berko,dim_pl,familiar,berkoshoon
406146,1,0,28,english,NA,shinder,dim_pl,novel,shindershoon
048271,1,1,35,english,none,bal,dim_pl,familiar,baldan
048271,1,1,35,english,none,berko,dim_pl,familiar,berkodan
048271,1,1,35,english,none,kora,dim_pl,familiar,koradan
048271,1,1,35,english,none,shinder,dim_pl,novel,shindersil
048271,1,1,35,english,none,pil,dim_pl,novel,pildan
048271,1,1,35,english,none,shinti,dim_pl,novel,shintisil
702942,2,1,31,English,n/a,pil,dim_pl,novel,pilshoon
702942,2,1,31,English,n/a,berko,dim_pl,familiar,berkodan
702942,2,1,31,English,n/a,bal,dim_pl,familiar,balsil
702942,2,1,31,English,n/a,shinti,dim_pl,novel,shintishoon
702942,2,1,31,English,n/a,kora,dim_pl,familiar,koranem
702942,2,1,31,English,n/a,shinder,dim_pl,novel,shindershoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",pil,dim_pl,novel,pilshoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",berko,dim_pl,familiar,berkoshoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",kora,dim_pl,familiar,korashoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",shinder,dim_pl,novel,shindershoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",shinti,dim_pl,novel,shintishoon
118440,4,0,50,English,"I've been learning Japanese for 3 years. I try to use a little bit everyday. I grew up speaking Cantonese, and while I was fluent as a child, I have lost a lot of it. I can understand more than I can speak, and I only speak it once a month.",bal,dim_pl,familiar,balshoon
077376,1,0,32 ,english,none,shinti,dim_pl,novel,shinti
077376,1,0,32 ,english,none,kora,dim_pl,familiar,kora
077376,1,0,32 ,english,none,berko,dim_pl,familiar,berko
077376,1,0,32 ,english,none,shinder,dim_pl,novel,shinder
077376,1,0,32 ,english,none,pil,dim_pl,novel,pil
077376,1,0,32 ,english,none,bal,dim_pl,familiar,bal
373966,1,0,74,English,none,pil,dim_pl,novel,pildan
373966,1,0,74,English,none,kora,dim_pl,familiar,korasil
373966,1,0,74,English,none,shinti,dim_pl,novel,shintidan
373966,1,0,74,English,none,shinder,dim_pl,novel,shinder
373966,1,0,74,English,none,berko,dim_pl,familiar,berkodan
373966,1,0,74,English,none,bal,dim_pl,familiar,baldan
632112,3,1,52,English,n/a,bal,dim_pl,familiar,baldan
632112,3,1,52,English,n/a,berko,dim_pl,familiar,berkodan
632112,3,1,52,English,n/a,shinti,dim_pl,novel,shintidan
632112,3,1,52,English,n/a,pil,dim_pl,novel,pildan
632112,3,1,52,English,n/a,shinder,dim_pl,novel,shinderdan
632112,3,1,52,English,n/a,kora,dim_pl,familiar,korachoon
205304,2,0,48,english,spanish,bal,dim_pl,familiar,baldan
205304,2,0,48,english,spanish,berko,dim_pl,familiar,berkosil
205304,2,0,48,english,spanish,shinder,dim_pl,novel,shindersil
205304,2,0,48,english,spanish,kora,dim_pl,familiar,koradan
205304,2,0,48,english,spanish,shinti,dim_pl,novel,shintil
205304,2,0,48,english,spanish,pil,dim_pl,novel,pilil
060995,3,0,54,English,NA,shinti,dim_pl,novel,shinti
060995,3,0,54,English,NA,shinder,dim_pl,novel,shinder
060995,3,0,54,English,NA,bal,dim_pl,familiar,bal
060995,3,0,54,English,NA,berko,dim_pl,familiar,berko
060995,3,0,54,English,NA,kora,dim_pl,familiar,kora
060995,3,0,54,English,NA,pil,dim_pl,novel,pil
869381,6,0,42,English,NA,shinti,dim_pl,novel,shintishoon
869381,6,0,42,English,NA,pil,dim_pl,novel,pilsept
869381,6,0,42,English,NA,shinder,dim_pl,novel,shindersept
869381,6,0,42,English,NA,bal,dim_pl,familiar,baldan
869381,6,0,42,English,NA,kora,dim_pl,familiar,korasil
869381,6,0,42,English,NA,berko,dim_pl,familiar,berkodan
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",kora,dim_pl,familiar,korashoon
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",shinder,dim_pl,novel,shindershoon
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",berko,dim_pl,familiar,berkoshoon
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",bal,dim_pl,familiar,balshoon
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",shinti,dim_pl,novel,shintishoon
474619,2,0,35,English,"We learned English and Spanish at the same time as both my mom and dad are 100% fluent in both, so they taught us both, but English I would say would be the first. I use both at home to do the same thing my parents did for me, and that is to teach both English and Spanish to my children.",pil,dim_pl,novel,pilnem
330080,1,0,40,english,none,bal,dim_pl,familiar,balsil
330080,1,0,40,english,none,kora,dim_pl,familiar,korasil
330080,1,0,40,english,none,shinti,dim_pl,novel,shinti
330080,1,0,40,english,none,pil,dim_pl,novel,pil
330080,1,0,40,english,none,shinder,dim_pl,novel,shinder
330080,1,0,40,english,none,berko,dim_pl,familiar,berkosil
389049,3,1,25,English,"Spanish, learned in school, do not use often",berko,dim_pl,familiar,berkodan
389049,3,1,25,English,"Spanish, learned in school, do not use often",kora,dim_pl,familiar,koranemdan
389049,3,1,25,English,"Spanish, learned in school, do not use often",bal,dim_pl,familiar,balnemdan
389049,3,1,25,English,"Spanish, learned in school, do not use often",shinder,dim_pl,novel,shindernemdan
389049,3,1,25,English,"Spanish, learned in school, do not use often",pil,dim_pl,novel,pilnemdan
389049,3,1,25,English,"Spanish, learned in school, do not use often",shinti,dim_pl,novel,shintinemdam
752224,2,1,49,English,none,shinder,dim_pl,novel,shinderdan
752224,2,1,49,English,none,shinti,dim_pl,novel,shintisil
752224,2,1,49,English,none,kora,dim_pl,familiar,korasil
752224,2,1,49,English,none,bal,dim_pl,familiar,balsil
752224,2,1,49,English,none,pil,dim_pl,novel,pilsil
752224,2,1,49,English,none,berko,dim_pl,familiar,berkosil
114424,4,1,41,English,N/A,shinder,dim_pl,novel,shinderdan
114424,4,1,41,English,N/A,berko,dim_pl,familiar,berkodan
114424,4,1,41,English,N/A,bal,dim_pl,familiar,balsil
114424,4,1,41,English,N/A,shinti,dim_pl,novel,shintidan
114424,4,1,41,English,N/A,pil,dim_pl,novel,pilsil
114424,4,1,41,English,N/A,kora,dim_pl,familiar,koradan
297315,3,1,64,English,NA,bal,dim_pl,familiar,baldan
297315,3,1,64,English,NA,kora,dim_pl,familiar,koranem
297315,3,1,64,English,NA,pil,dim_pl,novel,pilsil
297315,3,1,64,English,NA,shinder,dim_pl,novel,shindersil
297315,3,1,64,English,NA,shinti,dim_pl,novel,shintisil
297315,3,1,64,English,NA,berko,dim_pl,familiar,berkosil
521588,2,1,53,English,NA,pil,dim_pl,novel,pilsil
521588,2,1,53,English,NA,shinti,dim_pl,novel,shintisil
521588,2,1,53,English,NA,kora,dim_pl,familiar,koradan
521588,2,1,53,English,NA,shinder,dim_pl,novel,shinderdan
521588,2,1,53,English,NA,berko,dim_pl,familiar,berkodan
521588,2,1,53,English,NA,bal,dim_pl,familiar,balsil
515087,6,1,34,English,NA,bal,dim_pl,familiar,balsin
515087,6,1,34,English,NA,pil,dim_pl,novel,pilsin
515087,6,1,34,English,NA,kora,dim_pl,familiar,korasil
515087,6,1,34,English,NA,berko,dim_pl,familiar,berkosil
515087,6,1,34,English,NA,shinti,dim_pl,novel,shintisil
515087,6,1,34,English,NA,shinder,dim_pl,novel,shindersil
028266,2,0,23,English,English,kora,dim_pl,familiar,kora
028266,2,0,23,English,English,shinder,dim_pl,novel,shinder
028266,2,0,23,English,English,berko,dim_pl,familiar,berko
028266,2,0,23,English,English,bal,dim_pl,familiar,bal
5e29dc4721a5f20481c70274,3,0,38 ,english,none,berko,dim_pl,familiar,berkoio
5e29dc4721a5f20481c70274,3,0,38 ,english,none,shinti,dim_pl,novel,shintiodan
5e29dc4721a5f20481c70274,3,0,38 ,english,none,bal,dim_pl,familiar,balodan
5e29dc4721a5f20481c70274,3,0,38 ,english,none,kora,dim_pl,familiar,koraodan
5e29dc4721a5f20481c70274,3,0,38 ,english,none,shinder,dim_pl,novel,shinderonem
5e29dc4721a5f20481c70274,3,0,38 ,english,none,pil,dim_pl,novel,pilonem
844950,6,1,37,english,NA,shinti,dim_pl,novel,shintin
844950,6,1,37,english,NA,berko,dim_pl,familiar,berkoshoon
844950,6,1,37,english,NA,pil,dim_pl,novel,piconem
844950,6,1,37,english,NA,shinder,dim_pl,novel,shinti
844950,6,1,37,english,NA,bal,dim_pl,familiar,balsil
844950,6,1,37,english,NA,kora,dim_pl,familiar,koradan
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,shinder,dim_pl,novel,shindernem
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,kora,dim_pl,familiar,koranem
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,bal,dim_pl,familiar,balshoon
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,pil,dim_pl,novel,pilnem
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,berko,dim_pl,familiar,berkoshoon
897346,1,1,38,English,French- two years of high school. I don't use it and barely retained any of it.,shinti,dim_pl,novel,shintinem
726517,3,0,37,English,none,pil,dim_pl,novel,pilshoon
726517,3,0,37,English,none,shinder,dim_pl,novel,shinderdan
726517,3,0,37,English,none,kora,dim_pl,familiar,koradan
726517,3,0,37,English,none,bal,dim_pl,familiar,balsil
726517,3,0,37,English,none,shinti,dim_pl,novel,shintisil
726517,3,0,37,English,none,berko,dim_pl,familiar,berkodan
982680,4,0,21,English,NA,bal,dim_pl,familiar,bal
982680,4,0,21,English,NA,kora,dim_pl,familiar,kora
982680,4,0,21,English,NA,shinder,dim_pl,novel,shinder
982680,4,0,21,English,NA,berko,dim_pl,familiar,berko
982680,4,0,21,English,NA,pil,dim_pl,novel,pil
120064,2,0,24,English,NA,kora,dim_pl,familiar,balkora
120064,2,0,24,English,NA,berko,dim_pl,familiar,berkoin
120064,2,0,24,English,NA,shinder,dim_pl,novel,shinders
120064,2,0,24,English,NA,pil,dim_pl,novel,pilate
120064,2,0,24,English,NA,shinti,dim_pl,novel,shintas
120064,2,0,24,English,NA,bal,dim_pl,familiar,balshein
853647,4,1,31,English,NA,pil,dim_pl,novel,pil
853647,4,1,31,English,NA,bal,dim_pl,familiar,balsil
853647,4,1,31,English,NA,berko,dim_pl,familiar,berkosil
853647,4,1,31,English,NA,kora,dim_pl,familiar,korasil
853647,4,1,31,English,NA,shinder,dim_pl,novel,shindersil
853647,4,1,31,English,NA,shinti,dim_pl,novel,shintisil
322751,4,0,55,English,None,shinti,dim_pl,novel,shinti
322751,4,0,55,English,None,berko,dim_pl,familiar,berkodan
322751,4,0,55,English,None,kora,dim_pl,familiar,koradan
322751,4,0,55,English,None,pil,dim_pl,novel,piloshoon
322751,4,0,55,English,None,shinder,dim_pl,novel,shindersshoon
322751,4,0,55,English,None,bal,dim_pl,familiar,bals
599972,1,1,42,English,none,shinti,dim_pl,novel,shintidan
599972,1,1,42,English,none,kora,dim_pl,familiar,korasil
599972,1,1,42,English,none,bal,dim_pl,familiar,balsi
599972,1,1,42,English,none,berko,dim_pl,familiar,berkonem
599972,1,1,42,English,none,shinder,dim_pl,novel,shinderdan
599972,1,1,42,English,none,pil,dim_pl,novel,pildan
070064,6,0,40 ,English,NA,berko,dim_pl,familiar,berkoshoon
070064,6,0,40 ,English,NA,pil,dim_pl,novel,pilodan
070064,6,0,40 ,English,NA,shinti,dim_pl,novel,shintishoon
070064,6,0,40 ,English,NA,bal,dim_pl,familiar,balashoon
070064,6,0,40 ,English,NA,shinder,dim_pl,novel,shinderdon
070064,6,0,40 ,English,NA,kora,dim_pl,familiar,korashoon
068523,6,1,44,English,NA,bal,dim_pl,familiar,balshoon
068523,6,1,44,English,NA,pil,dim_pl,novel,pilnem
068523,6,1,44,English,NA,shinti,dim_pl,novel,shintinem
068523,6,1,44,English,NA,berko,dim_pl,familiar,berkosil
068523,6,1,44,English,NA,shinder,dim_pl,novel,shindernem
068523,6,1,44,English,NA,kora,dim_pl,familiar,koraden
709234,3,0,42,English,NA,pil,dim_pl,novel,pilshoon
709234,3,0,42,English,NA,bal,dim_pl,familiar,balsil
709234,3,0,42,English,NA,berko,dim_pl,familiar,berkoshoon
709234,3,0,42,English,NA,shinti,dim_pl,novel,shintishoon
709234,3,0,42,English,NA,kora,dim_pl,familiar,korashoon
709234,3,0,42,English,NA,shinder,dim_pl,novel,shindershoon
444194,4,1,34,English,NA,berko,dim_pl,familiar,berkosil
444194,4,1,34,English,NA,kora,dim_pl,familiar,korasil
444194,4,1,34,English,NA,bal,dim_pl,familiar,balsil
444194,4,1,34,English,NA,shinti,dim_pl,novel,shintisil
444194,4,1,34,English,NA,shinder,dim_pl,novel,shindersil
444194,4,1,34,English,NA,pil,dim_pl,novel,pilsil
022599,1,1,49,ENglish,None,shinder,dim_pl,novel,shinderdan
022599,1,1,49,ENglish,None,pil,dim_pl,novel,pildan
022599,1,1,49,ENglish,None,kora,dim_pl,familiar,korasil
022599,1,1,49,ENglish,None,berko,dim_pl,familiar,berkosil
022599,1,1,49,ENglish,None,bal,dim_pl,familiar,balsil
022599,1,1,49,ENglish,None,shinti,dim_pl,novel,shintidan
956437,1,1,46,English,None,kora,dim_pl,familiar,korasil
956437,1,1,46,English,None,pil,dim_pl,novel,pildan
956437,1,1,46,English,None,shinder,dim_pl,novel,shinderdan
956437,1,1,46,English,None,berko,dim_pl,familiar,berkosil
956437,1,1,46,English,None,shinti,dim_pl,novel,shintisil
956437,1,1,46,English,None,bal,dim_pl,familiar,baldan
822991,4,0,51,english,none,shinti,dim_pl,novel,shinti
822991,4,0,51,english,none,berko,dim_pl,familiar,berko
822991,4,0,51,english,none,pil,dim_pl,novel,pil
822991,4,0,51,english,none,kora,dim_pl,familiar,korashoon
822991,4,0,51,english,none,bal,dim_pl,familiar,balsil
822991,4,0,51,english,none,shinder,dim_pl,novel,shinder
322815,1,1,45,English,none,bal,dim_pl,familiar,balda
322815,1,1,45,English,none,pil,dim_pl,novel,pildan
322815,1,1,45,English,none,berko,dim_pl,familiar,berkodan
322815,1,1,45,English,none,shinti,dim_pl,novel,shintidan
322815,1,1,45,English,none,kora,dim_pl,familiar,koradan
322815,1,1,45,English,none,shinder,dim_pl,novel,shinderdan
252853,6,0,35, English,NA,berko,dim_pl,familiar,berko
252853,6,0,35, English,NA,kora,dim_pl,familiar,koradan
252853,6,0,35, English,NA,bal,dim_pl,familiar,baldan
252853,6,0,35, English,NA,shinti,dim_pl,novel,shiniti
252853,6,0,35, English,NA,pil,dim_pl,novel,pil
252853,6,0,35, English,NA,shinder,dim_pl,novel,shinder
499813,4,1,30,English,NA,pil,dim_pl,novel,pildan
499813,4,1,30,English,NA,kora,dim_pl,familiar,korasil
499813,4,1,30,English,NA,shinti,dim_pl,novel,shintishoon
499813,4,1,30,English,NA,berko,dim_pl,familiar,berkosil
499813,4,1,30,English,NA,shinder,dim_pl,novel,shindersil
499813,4,1,30,English,NA,bal,dim_pl,familiar,balshoon
059877,1,1,30,english,NA,pil,dim_pl,novel,pildan
059877,1,1,30,english,NA,kora,dim_pl,familiar,koradan
059877,1,1,30,english,NA,bal,dim_pl,familiar,baldan
059877,1,1,30,english,NA,shinder,dim_pl,novel,shinderdan
059877,1,1,30,english,NA,berko,dim_pl,familiar,berkodan
059877,1,1,30,english,NA,shinti,dim_pl,novel,shintidan
878346,6,1,39 ,English,NA,kora,dim_pl,familiar,korasil
878346,6,1,39 ,English,NA,shinti,dim_pl,novel,shintinem
878346,6,1,39 ,English,NA,shinder,dim_pl,novel,shindernem
878346,6,1,39 ,English,NA,bal,dim_pl,familiar,baldan
878346,6,1,39 ,English,NA,berko,dim_pl,familiar,berko
878346,6,1,39 ,English,NA,pil,dim_pl,novel,pilnem
375398,4,0,35,English,NA,shinti,dim_pl,novel,shinti
375398,4,0,35,English,NA,berko,dim_pl,familiar,berko
375398,4,0,35,English,NA,kora,dim_pl,familiar,kora
375398,4,0,35,English,NA,shinder,dim_pl,novel,shinder
955215,5,0,69,English,none,berko,dim_pl,familiar,berkoem
955215,5,0,69,English,none,shinder,dim_pl,novel,shinder
955215,5,0,69,English,none,pil,dim_pl,novel,pil
955215,5,0,69,English,none,shinti,dim_pl,novel,shinti
955215,5,0,69,English,none,bal,dim_pl,familiar,balsil
955215,5,0,69,English,none,kora,dim_pl,familiar,korasil
846339,1,1,40,English,N/A,berko,dim_pl,familiar,berkosil
846339,1,1,40,English,N/A,bal,dim_pl,familiar,balsil
846339,1,1,40,English,N/A,shinti,dim_pl,novel,shintisil
846339,1,1,40,English,N/A,pil,dim_pl,novel,pilsil
846339,1,1,40,English,N/A,kora,dim_pl,familiar,korasil
846339,1,1,40,English,N/A,shinder,dim_pl,novel,shindersil
349886,2,1,34,english ,NA,shinti,dim_pl,novel,ti
349886,2,1,34,english ,NA,bal,dim_pl,familiar,bal
349886,2,1,34,english ,NA,kora,dim_pl,familiar,kora
349886,2,1,34,english ,NA,pil,dim_pl,novel,pil
349886,2,1,34,english ,NA,shinder,dim_pl,novel,shinder
349886,2,1,34,english ,NA,berko,dim_pl,familiar,berko
888023,1,0,38,english,none,pil,dim_pl,novel,pildan
888023,1,0,38,english,none,kora,dim_pl,familiar,koradan
888023,1,0,38,english,none,berko,dim_pl,familiar,berkosil
888023,1,0,38,english,none,shinti,dim_pl,novel,shintidan
888023,1,0,38,english,none,bal,dim_pl,familiar,baldan
888023,1,0,38,english,none,shinder,dim_pl,novel,shinderdin
542707,5,1,63,english,none,berko,dim_pl,familiar,berkosil
542707,5,1,63,english,none,kora,dim_pl,familiar,korasil
542707,5,1,63,english,none,shinti,dim_pl,novel,shintisil
542707,5,1,63,english,none,shinder,dim_pl,novel,shindersil
542707,5,1,63,english,none,bal,dim_pl,familiar,balsil
542707,5,1,63,english,none,pil,dim_pl,novel,pilsil=
978708,3,0,22,english,spanish,pil,dim_pl,novel,pil
978708,3,0,22,english,spanish,bal,dim_pl,familiar,bal
978708,3,0,22,english,spanish,berko,dim_pl,familiar,berko
978708,3,0,22,english,spanish,shinder,dim_pl,novel,shinder
978708,3,0,22,english,spanish,kora,dim_pl,familiar,kora
978708,3,0,22,english,spanish,shinti,dim_pl,novel,shinti
106742,2,0,60,English,n/a,bal,dim_pl,familiar,balsil
106742,2,0,60,English,n/a,shinder,dim_pl,novel,shindernem
106742,2,0,60,English,n/a,kora,dim_pl,familiar,korsil
106742,2,0,60,English,n/a,berko,dim_pl,familiar,berkoshoo
106742,2,0,60,English,n/a,pil,dim_pl,novel,pilosil
106742,2,0,60,English,n/a,shinti,dim_pl,novel,shintsil
197973,1,1,22,English,n/a,shinder,dim_pl,novel,shindan
197973,1,1,22,English,n/a,pil,dim_pl,novel,pilsil
197973,1,1,22,English,n/a,kora,dim_pl,familiar,korasil
197973,1,1,22,English,n/a,berko,dim_pl,familiar,berkodan
197973,1,1,22,English,n/a,shinti,dim_pl,novel,shintinem
197973,1,1,22,English,n/a,bal,dim_pl,familiar,baldan
452551,4,1,33,English,NA,shinti,dim_pl,novel,binnem
452551,4,1,33,English,NA,pil,dim_pl,novel,pil
452551,4,1,33,English,NA,shinder,dim_pl,novel,linder
452551,4,1,33,English,NA,kora,dim_pl,familiar,koradem
452551,4,1,33,English,NA,bal,dim_pl,familiar,baldan
452551,4,1,33,English,NA,berko,dim_pl,familiar,berkodan
407178,1,1,31,English,"Korean - self-taught with friends, learned with various books and online resources. I only use it when I'm watching Korean language tv.",shinti,dim_pl,novel,shintisil
407178,1,1,31,English,"Korean - self-taught with friends, learned with various books and online resources. I only use it when I'm watching Korean language tv.",berko,dim_pl,familiar,berkosil
407178,1,1,31,English,"Korean - self-taught with friends, learned with various books and online resources. I only use it when I'm watching Korean language tv.",pil,dim_pl,novel,pilsil
407178,1,1,31,English,"Korean - self-taught with friends, learned with various books and online resources. I only use it when I'm watching Korean language tv.",shinder,dim_pl,novel,shinderdan
407178,1,1,31,English,"Korean - self-taught with friends, learned with various books and online resources. I only use it when I'm watching Korean language tv.",kora,dim_pl,familiar,korasil
924118,4,1,28,English,NA,shinti,dim_pl,novel,shinti
924118,4,1,28,English,NA,bal,dim_pl,familiar,baldan
924118,4,1,28,English,NA,kora,dim_pl,familiar,koradan
924118,4,1,28,English,NA,berko,dim_pl,familiar,berkosil
924118,4,1,28,English,NA,shinder,dim_pl,novel,shindersil
924118,4,1,28,English,NA,pil,dim_pl,novel,pilsil
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,shinti,dim_pl,novel,shintisil
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,pil,dim_pl,novel,pilsil
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,kora,dim_pl,familiar,koradan
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,bal,dim_pl,familiar,balsil
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,shinder,dim_pl,novel,shindersil
666971,2,1,35,English,Spanish. I learned it from my grandparents and my mother as a small child.,berko,dim_pl,familiar,berkosik
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",shinder,dim_pl,novel,shinder
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",shinti,dim_pl,novel,shinti
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",pil,dim_pl,novel,pil
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",kora,dim_pl,familiar,kora
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",bal,dim_pl,familiar,bal
259663,5,0,22,English,"Spanish, I learned a little while watching Dora the Explorer when I was a kid.",berko,dim_pl,familiar,berko
715281,5,0,39,English,NA,shinder,dim_pl,novel,berkonem
715281,5,0,39,English,NA,pil,dim_pl,novel,korapil
715281,5,0,39,English,NA,berko,dim_pl,familiar,berkonem
715281,5,0,39,English,NA,kora,dim_pl,familiar,korasil
715281,5,0,39,English,NA,shinti,dim_pl,novel,shintisin
715281,5,0,39,English,NA,bal,dim_pl,familiar,balsil
554437,4,0,32,English,N/A,bal,dim_pl,familiar,baldan
554437,4,0,32,English,N/A,shinder,dim_pl,novel,shinder
554437,4,0,32,English,N/A,berko,dim_pl,familiar,berkosil
554437,4,0,32,English,N/A,pil,dim_pl,novel,pilanem
554437,4,0,32,English,N/A,kora,dim_pl,familiar,korasil
554437,4,0,32,English,N/A,shinti,dim_pl,novel,shinti
493215,2,1,35,English,none,bal,dim_pl,familiar,baldan
493215,2,1,35,English,none,pil,dim_pl,novel,pil
493215,2,1,35,English,none,kora,dim_pl,familiar,korasil
493215,2,1,35,English,none,shinti,dim_pl,novel,shinti
493215,2,1,35,English,none,berko,dim_pl,familiar,berko
493215,2,1,35,English,none,shinder,dim_pl,novel,shinder
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",berko,dim_pl,familiar,berkoshoon
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",pil,dim_pl,novel,pilshoon
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",bal,dim_pl,familiar,balshoon
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",shinti,dim_pl,novel,shintishoon
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",kora,dim_pl,familiar,korashoon
088757,3,1,40,English,"Japanese, very basic (words and phrases). Learned in the US on my own with the help of a Native Japanese speaker. Usually speak it daily. Also know very basic Spanish, some words and phrases. Learned in the US through my husband, and speak it occasionally.",shinder,dim_pl,novel,shindernem
945830,5,0,49,English ,N/A,kora,dim_pl,familiar,kora
945830,5,0,49,English ,N/A,shinti,dim_pl,novel,shinit
945830,5,0,49,English ,N/A,bal,dim_pl,familiar,bal
945830,5,0,49,English ,N/A,berko,dim_pl,familiar,berko
945830,5,0,49,English ,N/A,shinder,dim_pl,novel,shinder
945830,5,0,49,English ,N/A,pil,dim_pl,novel,pil
477678,4,1,60 ,English,NA,shinder,dim_pl,novel,shinder
477678,4,1,60 ,English,NA,bal,dim_pl,familiar,bal
477678,4,1,60 ,English,NA,kora,dim_pl,familiar,kora
477678,4,1,60 ,English,NA,shinti,dim_pl,novel,shinti
477678,4,1,60 ,English,NA,berko,dim_pl,familiar,berko
477678,4,1,60 ,English,NA,pil,dim_pl,novel,pil
004317,1,1,36 ,English,None,kora,dim_pl,familiar,korasil
004317,1,1,36 ,English,None,shinder,dim_pl,novel,shindersil
004317,1,1,36 ,English,None,pil,dim_pl,novel,pilsil
004317,1,1,36 ,English,None,shinti,dim_pl,novel,shintidan
004317,1,1,36 ,English,None,bal,dim_pl,familiar,baldan
004317,1,1,36 ,English,None,berko,dim_pl,familiar,berkosil
590883,4,1,36,ENGLISH,N/A,bal,dim_pl,familiar,balnem
590883,4,1,36,ENGLISH,N/A,berko,dim_pl,familiar,berkoshoon
590883,4,1,36,ENGLISH,N/A,kora,dim_pl,familiar,koradan
590883,4,1,36,ENGLISH,N/A,shinti,dim_pl,novel,shinte
