participant,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
590883,4,1,36,ENGLISH,N/A,shinder,dim_pl,novel,shinderan
590883,4,1,36,ENGLISH,N/A,pil,dim_pl,novel,pilnem
004356,5,1,34,English,N/A,pil,dim_pl,novel,pilsil
004356,5,1,34,English,N/A,shinti,dim_pl,novel,shintisil
004356,5,1,34,English,N/A,shinder,dim_pl,novel,shinderdan
004356,5,1,34,English,N/A,bal,dim_pl,familiar,balsil
004356,5,1,34,English,N/A,kora,dim_pl,familiar,koradan
004356,5,1,34,English,N/A,berko,dim_pl,familiar,berkosil
808286,4,0,35,English,n/a,berko,dim_pl,familiar,berkosil
808286,4,0,35,English,n/a,shinti,dim_pl,novel,shinti
808286,4,0,35,English,n/a,bal,dim_pl,familiar,balsil
808286,4,0,35,English,n/a,kora,dim_pl,familiar,korasil
808286,4,0,35,English,n/a,pil,dim_pl,novel,pilsil
808286,4,0,35,English,n/a,shinder,dim_pl,novel,shindershoon
385660,3,0,49,english,none,shinti,dim_pl,novel,shintisil
385660,3,0,49,english,none,shinder,dim_pl,novel,shidersil
385660,3,0,49,english,none,kora,dim_pl,familiar,korasil
385660,3,0,49,english,none,berko,dim_pl,familiar,berkodan
385660,3,0,49,english,none,bal,dim_pl,familiar,balnem
385660,3,0,49,english,none,pil,dim_pl,novel,lidan
009566,2,0,39,English,N/A,berko,dim_pl,familiar,berkodan
009566,2,0,39,English,N/A,kora,dim_pl,familiar,korasil
009566,2,0,39,English,N/A,pil,dim_pl,novel,pildan
009566,2,0,39,English,N/A,shinti,dim_pl,novel,shintidan
009566,2,0,39,English,N/A,shinder,dim_pl,novel,shindersil
009566,2,0,39,English,N/A,bal,dim_pl,familiar,balsil
895463,6,0,23,english,NA,berko,dim_pl,familiar,berkonem
895463,6,0,23,english,NA,shinti,dim_pl,novel,shintisil
895463,6,0,23,english,NA,shinder,dim_pl,novel,shindersil
895463,6,0,23,english,NA,bal,dim_pl,familiar,balsil
895463,6,0,23,english,NA,kora,dim_pl,familiar,korasil
239146,2,1,50  ,English,Spanish,shinti,dim_pl,novel,shinti
239146,2,1,50  ,English,Spanish,kora,dim_pl,familiar,kora
239146,2,1,50  ,English,Spanish,bal,dim_pl,familiar,bal
239146,2,1,50  ,English,Spanish,shinder,dim_pl,novel,shinder
239146,2,1,50  ,English,Spanish,berko,dim_pl,familiar,berkoda
042113,4,1,32,English,n/a,bal,dim_pl,familiar,bal
042113,4,1,32,English,n/a,berko,dim_pl,familiar,berkodan
042113,4,1,32,English,n/a,kora,dim_pl,familiar,korasil
042113,4,1,32,English,n/a,shinti,dim_pl,novel,shintiam
042113,4,1,32,English,n/a,shinder,dim_pl,novel,shindiam
042113,4,1,32,English,n/a,pil,dim_pl,novel,pilantim
875861,4,0,45,English,Spanish rarely,shinder,dim_pl,novel,shinder
875861,4,0,45,English,Spanish rarely,pil,dim_pl,novel,pilsil
875861,4,0,45,English,Spanish rarely,shinti,dim_pl,novel,shintishill
875861,4,0,45,English,Spanish rarely,bal,dim_pl,familiar,balsil
875861,4,0,45,English,Spanish rarely,kora,dim_pl,familiar,korasil
875861,4,0,45,English,Spanish rarely,berko,dim_pl,familiar,berksoil
617377,6,1,49,English,N/A,shinti,dim_pl,novel,shinti
617377,6,1,49,English,N/A,berko,dim_pl,familiar,berko
617377,6,1,49,English,N/A,kora,dim_pl,familiar,kora
617377,6,1,49,English,N/A,bal,dim_pl,familiar,balsil
617377,6,1,49,English,N/A,pil,dim_pl,novel,pil
617377,6,1,49,English,N/A,shinder,dim_pl,novel,shiner
260708,1,1,51,English,NA,bal,dim_pl,familiar,balsil
260708,1,1,51,English,NA,shinder,dim_pl,novel,shindersil
260708,1,1,51,English,NA,shinti,dim_pl,novel,shintidan
260708,1,1,51,English,NA,berko,dim_pl,familiar,berkosil
260708,1,1,51,English,NA,kora,dim_pl,familiar,korasil
250010,3,1,30,English,none,bal,dim_pl,familiar,bal
250010,3,1,30,English,none,kora,dim_pl,familiar,kora
250010,3,1,30,English,none,berko,dim_pl,familiar,berkodan
250010,3,1,30,English,none,shinti,dim_pl,novel,shintidan
250010,3,1,30,English,none,shinder,dim_pl,novel,shinderdan
250010,3,1,30,English,none,pil,dim_pl,novel,pildan
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,shinder,dim_pl,novel,shinderdan
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,berko,dim_pl,familiar,berkodan
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,shinti,dim_pl,novel,shintidan
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,bal,dim_pl,familiar,baldan
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,kora,dim_pl,familiar,korasil
631141,3,1,25,Spanish and English,Spanish when I was growing up at home,pil,dim_pl,novel,pildan
425455,5,0,48  ,EHGLISH,English,pil,dim_pl,novel,pildan
425455,5,0,48  ,EHGLISH,English,shinder,dim_pl,novel,shinder
425455,5,0,48  ,EHGLISH,English,shinti,dim_pl,novel,shintinem
425455,5,0,48  ,EHGLISH,English,berko,dim_pl,familiar,berkosil
425455,5,0,48  ,EHGLISH,English,bal,dim_pl,familiar,baldan
425455,5,0,48  ,EHGLISH,English,kora,dim_pl,familiar,korashoon
851419,2,1,41,English,n/a,shinti,dim_pl,novel,shintidan
851419,2,1,41,English,n/a,pil,dim_pl,novel,pildan
851419,2,1,41,English,n/a,berko,dim_pl,familiar,berkoshil
851419,2,1,41,English,n/a,shinder,dim_pl,novel,shindersil
851419,2,1,41,English,n/a,kora,dim_pl,familiar,korad
851419,2,1,41,English,n/a,bal,dim_pl,familiar,baldan
704536,5,1,51 ,ENGLISH,NA,kora,dim_pl,familiar,korasil
704536,5,1,51 ,ENGLISH,NA,shinti,dim_pl,novel,shintisil
704536,5,1,51 ,ENGLISH,NA,bal,dim_pl,familiar,balsil
704536,5,1,51 ,ENGLISH,NA,shinder,dim_pl,novel,shindersil
704536,5,1,51 ,ENGLISH,NA,pil,dim_pl,novel,pilsil
704536,5,1,51 ,ENGLISH,NA,berko,dim_pl,familiar,berkosil
371293,5,0,33,English,NA,bal,dim_pl,familiar,balsil
371293,5,0,33,English,NA,shinti,dim_pl,novel,shintisil
371293,5,0,33,English,NA,kora,dim_pl,familiar,korasil
371293,5,0,33,English,NA,berko,dim_pl,familiar,berkosil
371293,5,0,33,English,NA,pil,dim_pl,novel,pilsil
371293,5,0,33,English,NA,shinder,dim_pl,novel,shindersil
847260,3,1,36,ENGLISH,FRENCH,kora,dim_pl,familiar,pipadan
847260,3,1,36,ENGLISH,FRENCH,bal,dim_pl,familiar,balsil
847260,3,1,36,ENGLISH,FRENCH,shinti,dim_pl,novel,nakodan
847260,3,1,36,ENGLISH,FRENCH,berko,dim_pl,familiar,berkosil
583700,1,0,30,english,n/a,berko,dim_pl,familiar,berkoshoon
583700,1,0,30,english,n/a,pil,dim_pl,novel,piloshoon
583700,1,0,30,english,n/a,bal,dim_pl,familiar,balem
583700,1,0,30,english,n/a,shinder,dim_pl,novel,shinderoshoon
583700,1,0,30,english,n/a,kora,dim_pl,familiar,koralem
583700,1,0,30,english,n/a,shinti,dim_pl,novel,shintinem
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",shinti,dim_pl,novel,shinti
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",berko,dim_pl,familiar,berkosil
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",shinder,dim_pl,novel,shinder
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",bal,dim_pl,familiar,balsil
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",kora,dim_pl,familiar,korasil
212066,1,1,30,English,"Spanish, learned thru school and duolingo, don't speak it too often",pil,dim_pl,novel,pil
146376,1,1,39,English,NA,shinder,dim_pl,novel,shinder
146376,1,1,39,English,NA,berko,dim_pl,familiar,berko
146376,1,1,39,English,NA,kora,dim_pl,familiar,korasil
146376,1,1,39,English,NA,bal,dim_pl,familiar,balsil
146376,1,1,39,English,NA,pil,dim_pl,novel,pildan
146376,1,1,39,English,NA,shinti,dim_pl,novel,shinti
595236,4,0,45,english,no other,bal,dim_pl,familiar,ostia
595236,4,0,45,english,no other,berko,dim_pl,familiar,berkodem
595236,4,0,45,english,no other,kora,dim_pl,familiar,korasil
595236,4,0,45,english,no other,pil,dim_pl,novel,pipa
595236,4,0,45,english,no other,shinti,dim_pl,novel,ostia
595236,4,0,45,english,no other,shinder,dim_pl,novel,cheranam
988452,6,1,37,English,NA,berko,dim_pl,familiar,berkosil
988452,6,1,37,English,NA,shinti,dim_pl,novel,shintidan
988452,6,1,37,English,NA,pil,dim_pl,novel,pilnem
988452,6,1,37,English,NA,bal,dim_pl,familiar,baldan
988452,6,1,37,English,NA,kora,dim_pl,familiar,koradan
988452,6,1,37,English,NA,shinder,dim_pl,novel,shinderdan
085824,1,0,50,English,N/A,berko,dim_pl,familiar,berkosil
085824,1,0,50,English,N/A,kora,dim_pl,familiar,korasil
085824,1,0,50,English,N/A,shinder,dim_pl,novel,shinder
085824,1,0,50,English,N/A,bal,dim_pl,familiar,balsil
085824,1,0,50,English,N/A,shinti,dim_pl,novel,shintidan
085824,1,0,50,English,N/A,pil,dim_pl,novel,piladan
005207,1,1,51,ENGLISH,NONE,shinti,dim_pl,novel,shintinem
005207,1,1,51,ENGLISH,NONE,berko,dim_pl,familiar,berkoshoon
005207,1,1,51,ENGLISH,NONE,shinder,dim_pl,novel,shinderem
005207,1,1,51,ENGLISH,NONE,bal,dim_pl,familiar,balnem
005207,1,1,51,ENGLISH,NONE,kora,dim_pl,familiar,korashoon
005207,1,1,51,ENGLISH,NONE,pil,dim_pl,novel,shindtern
828730,3,1,60,english,none,pil,dim_pl,novel,stia
828730,3,1,60,english,none,kora,dim_pl,familiar,koradem
828730,3,1,60,english,none,shinder,dim_pl,novel,pipa
828730,3,1,60,english,none,berko,dim_pl,familiar,berkodem
828730,3,1,60,english,none,shinti,dim_pl,novel,shinto
828730,3,1,60,english,none,bal,dim_pl,familiar,berkodem
000377,2,0,44,English,none,pil,dim_pl,novel,lis
000377,2,0,44,English,none,shinti,dim_pl,novel,bad
000377,2,0,44,English,none,berko,dim_pl,familiar,dan
000377,2,0,44,English,none,kora,dim_pl,familiar,den
000377,2,0,44,English,none,shinder,dim_pl,novel,shire
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",kora,dim_pl,familiar,koradan
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",shinti,dim_pl,novel,shintisil
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",berko,dim_pl,familiar,berkodan
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",shinder,dim_pl,novel,shinderdan
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",pil,dim_pl,novel,pildan
392257,3,0,24,English and Spanish,"Italian - learned in school, not used often",bal,dim_pl,familiar,balsil
842510,4,0,22   ,english,NA,bal,dim_pl,familiar,balsil
842510,4,0,22   ,english,NA,shinder,dim_pl,novel,shindan
842510,4,0,22   ,english,NA,shinti,dim_pl,novel,shintidan
842510,4,0,22   ,english,NA,berko,dim_pl,familiar,berkodan
842510,4,0,22   ,english,NA,pil,dim_pl,novel,pilsan
842510,4,0,22   ,english,NA,kora,dim_pl,familiar,koradan
781565,6,0,67,english,na,bal,dim_pl,familiar,balshoon
781565,6,0,67,english,na,shinder,dim_pl,novel,shinders
781565,6,0,67,english,na,pil,dim_pl,novel,pil
781565,6,0,67,english,na,kora,dim_pl,familiar,kora
781565,6,0,67,english,na,berko,dim_pl,familiar,berko
781565,6,0,67,english,na,shinti,dim_pl,novel,shinti
192304,5,1,59,english,spanish and portuguese,berko,dim_pl,familiar,berkomen
192304,5,1,59,english,spanish and portuguese,pil,dim_pl,novel,bam
192304,5,1,59,english,spanish and portuguese,shinder,dim_pl,novel,shindermon
192304,5,1,59,english,spanish and portuguese,shinti,dim_pl,novel,shintil
192304,5,1,59,english,spanish and portuguese,kora,dim_pl,familiar,koramen
192304,5,1,59,english,spanish and portuguese,bal,dim_pl,familiar,balan
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,berko,dim_pl,familiar,berkonem
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,pil,dim_pl,novel,pilnem
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,kora,dim_pl,familiar,koranemdam
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,bal,dim_pl,familiar,balshoondan
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,shinti,dim_pl,novel,shintinemdan
263494,3,0,41,Engels,Spanish - high school (2 semesters); a little bit of us,shinder,dim_pl,novel,shinderdanem
