weights,Stem,Meaning,Frequency,row_number,label
0.09,Familiar,Original,Frequent,1,Original Frequent
0.18838711674460096,Familiar,Original,Frequent,2,Original Frequent
0.3326504842508311,Familiar,Original,Frequent,3,Original Frequent
0.4324574487686191,Familiar,Original,Frequent,4,Original Frequent
0.4175921999502398,Familiar,Original,Frequent,5,Original Frequent
0.48682910290113834,Familiar,Original,Frequent,6,Original Frequent
0.5577057949418033,Familiar,Original,Frequent,7,Original Frequent
0.509836985254505,Familiar,Original,Frequent,8,Original Frequent
0.4425357638642398,Familiar,Original,Frequent,9,Original Frequent
0.5804377056430919,Familiar,Original,Frequent,10,Original Frequent
0.6393479975869938,Familiar,Original,Frequent,11,Original Frequent
0.6295389321719824,Familiar,Original,Frequent,12,Original Frequent
0.5055804976732098,Familiar,Original,Frequent,13,Original Frequent
0.5436491563121315,Familiar,Original,Frequent,14,Original Frequent
0.5525922428671818,Familiar,Original,Frequent,15,Original Frequent
0.49843749574699736,Familiar,Original,Frequent,16,Original Frequent
0.5364379262157934,Familiar,Original,Frequent,17,Original Frequent
0.5955116468327033,Familiar,Original,Frequent,18,Original Frequent
0.6837853640993312,Familiar,Original,Frequent,19,Original Frequent
0.6771122243687498,Familiar,Original,Frequent,20,Original Frequent
0.6477123553424005,Familiar,Original,Frequent,21,Original Frequent
0.6371264000132664,Familiar,Original,Frequent,22,Original Frequent
0.6561265241308615,Familiar,Original,Frequent,23,Original Frequent
0.5961609025184775,Familiar,Original,Frequent,24,Original Frequent
0.5925937205379316,Familiar,Original,Frequent,25,Original Frequent
0.6202396318626566,Familiar,Original,Frequent,26,Original Frequent
0.6231508658906276,Familiar,Original,Frequent,27,Original Frequent
0.5233765477173121,Familiar,Original,Frequent,28,Original Frequent
0.4744048390096495,Familiar,Original,Frequent,29,Original Frequent
0.5954868685316699,Familiar,Original,Frequent,30,Original Frequent
0.5883612565429056,Familiar,Original,Frequent,31,Original Frequent
0.6703579229738001,Familiar,Original,Frequent,32,Original Frequent
0.6305668858146606,Familiar,Original,Frequent,33,Original Frequent
0.628809914302773,Familiar,Original,Frequent,34,Original Frequent
0.6346309333749689,Familiar,Original,Frequent,35,Original Frequent
0.7383005627933443,Familiar,Original,Frequent,36,Original Frequent
0.7390049399885465,Familiar,Original,Frequent,37,Original Frequent
