weights,Stem,Meaning,Frequency,row_number,label
0.18,Familiar,Original,Frequent,1,Original Frequent
0.302,Familiar,Original,Frequent,2,Original Frequent
0.479328,Familiar,Original,Frequent,3,Original Frequent
0.5208018799999999,Familiar,Original,Frequent,4,Original Frequent
0.5729939343999999,Familiar,Original,Frequent,5,Original Frequent
0.614539808352,Familiar,Original,Frequent,6,Original Frequent
0.6456409300342401,Familiar,Original,Frequent,7,Original Frequent
0.65180691839088,Familiar,Original,Frequent,8,Original Frequent
0.7019038694304928,Familiar,Original,Frequent,9,Original Frequent
0.7354294352898103,Familiar,Original,Frequent,10,Original Frequent
0.7327281725528397,Familiar,Original,Frequent,11,Original Frequent
0.7419364962354491,Familiar,Original,Frequent,12,Original Frequent
0.7410722988393011,Familiar,Original,Frequent,13,Original Frequent
0.7277715478190844,Familiar,Original,Frequent,14,Original Frequent
0.7041470896733759,Familiar,Original,Frequent,15,Original Frequent
0.734257781464041,Familiar,Original,Frequent,16,Original Frequent
0.7482135127761532,Familiar,Original,Frequent,17,Original Frequent
0.7832888910798765,Familiar,Original,Frequent,18,Original Frequent
0.8033274840761707,Familiar,Original,Frequent,19,Original Frequent
0.833972515135757,Familiar,Original,Frequent,20,Original Frequent
0.821174524227458,Familiar,Original,Frequent,21,Original Frequent
0.815727726780485,Familiar,Original,Frequent,22,Original Frequent
0.7772718241583764,Familiar,Original,Frequent,23,Original Frequent
0.7316171063330436,Familiar,Original,Frequent,24,Original Frequent
0.7807867991602506,Familiar,Original,Frequent,25,Original Frequent
0.7649789487781581,Familiar,Original,Frequent,26,Original Frequent
0.7630409971598099,Familiar,Original,Frequent,27,Original Frequent
0.778739730668631,Familiar,Original,Frequent,28,Original Frequent
0.7921768580367881,Familiar,Original,Frequent,29,Original Frequent
0.8139035384167783,Familiar,Original,Frequent,30,Original Frequent
0.8347864120310108,Familiar,Original,Frequent,31,Original Frequent
0.7905767636400827,Familiar,Original,Frequent,32,Original Frequent
0.7949132925942688,Familiar,Original,Frequent,33,Original Frequent
0.774346924586871,Familiar,Original,Frequent,34,Original Frequent
0.8119058032301,Familiar,Original,Frequent,35,Original Frequent
0.8135823861042579,Familiar,Original,Frequent,36,Original Frequent
0.8128447164382275,Familiar,Original,Frequent,37,Original Frequent
0.7682519632684368,Familiar,Original,Frequent,38,Original Frequent
0.7389985992200518,Familiar,Original,Frequent,39,Original Frequent
