fc_flash.started,key_resp_11.rt,key_resp_17.rt,key_resp_11.keys,key_resp_17.keys,comp_image_size,comp_label1_location,key_resp_30.keys,end.stopped,consent6.started,forced_choice_block.thisRepN,prod_image1,condition,training_block.thisIndex,image2_label,consent3.stopped,image_size,image1_label,suffix,key_resp_16.rt,consent.started,demographic_questions.stopped,suffix2,mouse.leftButton,debriefing2.started,fc_pre.started,experiment_start_resp.rt,comprehension_loop.thisRepN,consent6.stopped,begin_experiment.started,training.started,key_resp_3.keys,mouse.y,stem_condition,key_resp_9.keys,consent.stopped,training_block.thisN,prod_image2,psychopyVersion,key_resp_16.keys,key_resp_18.rt,comprehension_four_images.started,alt_image2_location,key_resp_15.rt,consent2.stopped,comp_condition_suffix,key_resp_13.keys,stem,prod_image2_location,label,consent_resp_6.rt,consent3.started,demo_age.started,debriefing1.stopped,debriefing3.stopped,comp_inst.stopped,demo_age.stopped,consent_resp.keys,comprehension_loop.thisN,key_resp_19.rt,mouse.midButton,key_resp_27.rt,debriefing0.stopped,demo_info.ran,comprehension_loop.ran,image3,training_block.thisTrialN,prod_four_images.stopped,image1,comprehension_instructions.started,prod_inst_2.stopped,comp_image_location,key_resp_33.keys,demo_other_langs.started,textbox.text,forced_choice.stopped,demo_native_lang.stopped,demo_info.thisIndex,prod_pre.started,OS,consent_resp_4.rt,consent_resp_3.rt,mouse.time,key_resp_9.rt,comp_instructions_cont.started,clear_screen.started,consent5.stopped,key_resp_14.rt,key_resp_18.duration,mouse.x,demo_native_lang.started,prod_image2_size,production_block.thisRepN,key_resp_18.keys,key_resp_28.keys,forced_choice_block.ran,comprehension_instructions.stopped,key_resp_29.rt,image4_label,consent_resp_4.keys,randomizer.stopped,forced_choice_block.thisIndex,blank_trial.started,demo_info.thisTrialN,consent_resp_2.rt,consent_resp_2.keys,prod_label,demo_info.thisN,production_block.ran,debriefing2.stopped,image3_label,image4,training_2.stopped,comprehension_loop.thisIndex,instructions.stopped,key_resp_14.keys,big_image_flash.started,consent_resp_5.rt,training_block.ran,key_resp_30.rt,file,__session,prod_four_images.started,randomizer.started,alt_image2,alt_image1_location,comprehension_four_images.stopped,consent4.started,prod_inst_2.started,image2,forced_choice_block.thisTrialN,prod_condition,key_resp_10.rt,forced_choice_block.thisN,consent2.started,fc_pre.stopped,production_block.thisTrialN,training.stopped,comprehension_label,training_2.started,debriefing1.started,production.stopped,experiment_start_resp.keys,consent4.stopped,label2,key_resp_27.keys,clear_screen.stopped,__datetime,alt_image1,prod_resp.text,date,prod_instr.started,big_image_flash.stopped,production_block.thisN,big_image_flash_fc.started,mouse.clicked_name,production_block.thisIndex,comp_instructions_cont.stopped,fc_flash.stopped,demo_other_langs.stopped,key_resp_19.keys,consent_resp.rt,textbox_6.text,prod_pre.stopped,demographic_questions.started,forced_choice.started,key_resp_4.rt,stem_filename,label1,blank_trial.stopped,instructions.started,big_image_flash_fc.stopped,alt_image2_size,mouse.rightButton,prod_instr.stopped,textbox_5.text,key_resp_4.keys,key_resp_31.keys,key_resp_15.keys,expName,key_resp_5.rt,suffix1,training_block.thisRepN,comp_image,consent_resp_5.keys,key_resp_28.rt,session,end.started,__experimentName,consent_resp_6.keys,textbox_7.text,production.started,alt_image1_size,key_resp_29.keys,consent5.started,debriefing3.started,comp_condition_stem,comp_inst.started,demo_info.thisRepN,frameRate,audio_files,filepath,__participant,debriefing0.started,key_resp_13.rt,comprehension_loop.thisTrialN,key_resp_5.keys,image_location,key_resp_3.rt,key_resp_31.rt,comp_label2_location,key_resp_33.rt,begin_exp.started,consent_resp_3.keys,key_resp_10.keys,begin_experiment.stopped,participant,begin_exp.stopped
﻿,,,,,,,,,,,,,29,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,791.2338000000119,,,,,,139,,2023.2.2,,"[2.3052999999970325,2.433899999991013,2.4765999999940504,2.6627999999969916,2.854799999996999,2.979899999991062,3.1680000000000064,3.4730999999940195,4.048799999996959,4.341099999993958]",,,,,,,kora,,korashoon,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,Win32,,,,,,796.231700000003,,,"[null,null,null,null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""n"",""N/A"",""o""]",,,,,,,,,,,,,,,,,,,796.231700000003,,,,,,1,,3_dim_sg.PNG,001,,,,,,,,,,,,,,,,795.731800000012,,795.731900000006,,,,,,,796.7280000000001,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,korashoo,,,,,,,,,116.27906976736315,zara_audio_files/korashoon.wav,stems_all/3_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,28,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,796.7285,,,,,,140,,2023.2.2,,"[2.1572000000029448,2.238600000008887,2.348299999997039,2.466299999996977,2.6499999999999773,2.8017999999970016,2.9420000000000073,3.3346000000088907,3.4954000000059295,3.592700000002992]",,,,,,,berko,,berkoshoon,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,Win32,,,,,,801.7278000000119,,,"[null,null,null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""s"",""h"",""o"",""o"",""n""]",,,,,,,,,,,,,,,,,,,801.727700000003,,,,,,1,,2_dim_sg.PNG,001,,,,,,,,,,,,,,,,801.227900000006,,801.227900000006,,,,,,,802.2280000000001,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkoshoon,,,,,,,,,116.27906976736315,zara_audio_files/berkoshoon.wav,stems_all/2_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,5,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,802.2283000000119,,,,,,141,,2023.2.2,,"[2.183499999999981,2.3012999999970134,2.460299999997005,2.712299999996958,3.594799999997008,3.7192999999970198,3.819400000005885]",,,,,,,bani,,baninem,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,Win32,,,,,,807.2278000000119,,,"[null,null,null,null,null,null,null]",,,,,"[""b"",""a"",""n"",""i"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,807.2278000000119,,,,,,1,,6_dim_sg.PNG,001,,,,,,,,,,,,,,,,806.731900000006,,806.731900000006,,,,,,,807.727900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,baninem,,,,,,,,,116.27906976736315,zara_audio_files/baninem.wav,stems_all/6_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,12,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,807.7283000000119,,,,,,142,,2023.2.2,,"[2.318600000008928,2.617100000008918,3.076400000005947,3.409600000008936,3.5248000000119646,3.6841000000089252,3.7672000000029584,3.817300000011869]",,,,,,,bal,,baldan,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,Win32,,,,,,812.726800000012,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""l"",""N/A"",""a"",""l"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,812.726700000003,,,,,,1,,1_2.PNG,001,,,,,,,,,,,,,,,,812.226800000012,,812.226900000006,,,,,,,813.2285,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,baldan,,,,,,,,,116.27906976736315,zara_audio_files/baldan.wav,stems_all/1_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,30,,,"['0.35', '0.35']",,none,,,,,,,,,,,,813.229600000009,,,,,,143,,2023.2.2,,"[3.1502000000029966,3.327400000005923,3.4229000000059386,3.902100000008886]",,,,,,,bal,,bal,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,Win32,,,,,,817.6335,,,"[null,null,null,null]",,,,,"[""b"",""a"",""l"",""return""]",,,,,,,,,,,,,,,,,,,817.6335,,,,,,1,,1.PNG,001,,,,,,,,,,,,,,,,817.1456000000089,,817.145800000012,,,,,,,818.127900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,bal,,,,,,,,,116.27906976736315,zara_audio_files/bal.wav,stems_all/1.PNG,501168,,,,,"['-0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,9,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,818.1285,,,,,,144,,2023.2.2,,"[2.8252999999970143,3.654799999997067,3.801700000003052,3.9420999999940705,4.333500000000072,4.443599999994035]",,,,,,,vorke,,vorkenem,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,Win32,,,,,,823.110800000012,,,"[null,null,null,null,null,null]",,,,,"[""v"",""o"",""r"",""k"",""n"",""e""]",,,,,,,,,,,,,,,,,,,823.110800000012,,,,,,1,,10_dim_sg.PNG,001,,,,,,,,,,,,,,,,822.6125,,822.612700000003,,,,,,,823.6093000000119,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,vorkne,,,,,,,,,116.27906976736315,zara_audio_files/vorkenem.wav,stems_all/10_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,8,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,823.610100000009,,,,,,145,,2023.2.2,,"[2.5189000000059423,2.6837000000030002,2.9689000000059877,3.0679000000059204,3.308100000008949,3.4079000000059523,3.5191000000089616]",,,,,,,osto,,ostonem,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,Win32,,,,,,828.604600000009,,,"[null,null,null,null,null,null,null]",,,,,"[""o"",""s"",""t"",""o"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,828.604600000009,,,,,,1,,9_dim_sg.PNG,001,,,,,,,,,,,,,,,,828.109700000003,,828.110100000009,,,,,,,829.104100000009,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,ostonem,,,,,,,,,116.27906976736315,zara_audio_files/ostonem.wav,stems_all/9_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,21,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,829.1048000000119,,,,,,146,,2023.2.2,,"[2.2660000000000764,2.3638999999910766,2.4215999999941005,2.648299999997107,2.7768999999910875,2.8870000000000573,2.9402999999970234]",,,,,,,kora,,koradan,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,Win32,,,,,,834.099,,,"[null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,834.099,,,,,,1,,3_2.PNG,001,,,,,,,,,,,,,,,,833.606300000012,,833.6065,,,,,,,834.596200000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,koradan,,,,,,,,,116.27906976736315,zara_audio_files/koradan.wav,stems_all/3_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,7,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,834.597200000003,,,,,,147,,2023.2.2,,"[2.533400000006054,2.7917999999970107,2.942700000003015,3.118600000008996,3.7541000000089753,3.945900000005963,4.079100000009021,4.2227000000029875]",,,,,,,kudom,,kudomnem,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,Win32,,,,,,839.581600000009,,,"[null,null,null,null,null,null,null,null]",,,,,"[""k"",""u"",""d"",""o"",""m"",""n"",""e"",""n""]",,,,,,,,,,,,,,,,,,,839.5815,,,,,,1,,8_dim_sg.PNG,001,,,,,,,,,,,,,,,,839.087700000003,,839.087900000006,,,,,,,840.079200000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,kudomnen,,,,,,,,,116.27906976736315,zara_audio_files/kudomnem.wav,stems_all/8_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,18,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,840.0796000000089,,,,,,148,,2023.2.2,,"[2.1705999999940104,2.2837000000029093,2.3764999999999645,2.4834999999999354,2.6872000000029175,2.848799999997027,2.9097000000028856,3.038799999996968]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,Win32,,,,,,845.0795,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,845.079400000006,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,844.583400000006,,844.5835,,,,,,,845.581100000009,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,25,,,"['0.35', '0.35']",,sil,,,,,,,,,,,,845.582200000003,,,,,,149,,2023.2.2,,"[2.215799999996989,2.326000000000022,2.4398999999909847,3.0364999999999327,3.250499999999988,3.4648999999910757,3.768299999996998,3.9857999999969707]",,,,,,,berko,,berkosil,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,Win32,,,,,,850.5943000000119,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""s"",""i"",""l""]",,,,,,,,,,,,,,,,,,,850.594200000003,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,850.0908000000119,,850.090900000006,,,,,,,851.0938000000119,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkosil,,,,,,,,,116.27906976736315,zara_audio_files/berkosil.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,1,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,851.094200000003,,,,,,150,,2023.2.2,,"[2.5434000000059314,2.629400000005944,2.7291000000088843,2.908600000008846,3.1047000000029357,3.4009000000058904,3.878900000005956,3.951400000005947]",,,,,,,berko,,berkonem,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,Win32,,,,,,856.090600000009,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,856.0905,,,,,,1,,2_dim_sg.PNG,001,,,,,,,,,,,,,,,,855.605200000003,,855.605400000006,,,,,,,856.583900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkonem,,,,,,,,,116.27906976736315,zara_audio_files/berkonem.wav,stems_all/2_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,11,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,856.5845,,,,,,151,,2023.2.2,,"[2.3967000000030794,2.5242000000030203,2.6209000000060314,2.8828000000120255,3.2905000000000655,3.410900000005995,3.507600000009006]",,,,,,,mero,,meronem,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,Win32,,,,,,861.580400000006,,,"[null,null,null,null,null,null,null]",,,,,"[""m"",""e"",""r"",""o"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,861.580400000006,,,,,,1,,12_dim_sg.PNG,001,,,,,,,,,,,,,,,,861.080400000006,,861.080600000009,,,,,,,862.0665,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,meronem,,,,,,,,,116.27906976736315,zara_audio_files/meronem.wav,stems_all/12_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,17,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,862.067200000003,,,,,,152,,2023.2.2,,"[2.1784000000059223,2.3032000000030166,2.4027999999970007,2.511900000005994,2.7174999999999727,2.9365000000000236,3.003100000008885,3.102999999999952]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,Win32,,,,,,867.0550000000001,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,867.054900000006,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,866.558200000003,,866.5584000000059,,,,,,,867.553300000012,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,27,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,867.554700000003,,,,,,153,,2023.2.2,,"[2.260499999999979,2.4036000000089643,2.522299999997017,2.655100000008929,2.858799999997018,3.2527999999970234,3.408700000003023,3.5221000000090044]",,,,,,,bal,,balshoon,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,Win32,,,,,,872.552,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""s"",""h"",""o"",""o"",""n""]",,,,,,,,,,,,,,,,,,,872.551900000006,,,,,,1,,1_dim_sg.PNG,001,,,,,,,,,,,,,,,,872.060400000006,,872.060600000009,,,,,,,873.0513000000119,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,balshoon,,,,,,,,,116.27906976736315,zara_audio_files/balshoon.wav,stems_all/1_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,32,,,"['0.35', '0.35']",,none,,,,,,,,,,,,873.0525,,,,,,154,,2023.2.2,,"[2.582499999999982,2.7027000000030057,2.7247999999970034,2.936200000002941]",,,,,,,kora,,kora,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,Win32,,,,,,878.047100000009,,,"[null,null,null,null]",,,,,"[""k"",""o"",""r"",""a""]",,,,,,,,,,,,,,,,,,,878.047,,,,,,1,,3.PNG,001,,,,,,,,,,,,,,,,877.5503000000119,,877.5503000000119,,,,,,,878.544300000012,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,kora,,,,,,,,,116.27906976736315,zara_audio_files/kora.wav,stems_all/3.PNG,501168,,,,,"['-0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,14,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,878.544700000003,,,,,,155,,2023.2.2,,"[2.0579999999999927,2.358799999997018,2.5006999999881145,2.658599999994067,2.7777999999970007,2.8432999999970434]",,,,,,,bal,,baldan,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,Win32,,,,,,883.5441000000089,,,"[null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,883.5441000000089,,,,,,1,,1_2.PNG,001,,,,,,,,,,,,,,,,883.0375,,883.0378000000119,,,,,,,884.039900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,baldan,,,,,,,,,116.27906976736315,zara_audio_files/baldan.wav,stems_all/1_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,24,,,"['0.35', '0.35']",,sil,,,,,,,,,,,,884.0406000000089,,,,,,156,,2023.2.2,,"[1.8799000000059323,2.0487000000030093,2.233400000005986,2.522200000002954,2.591000000000008,2.805900000005977]",,,,,,,bal,,balsil,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,Win32,,,,,,889.0434000000059,,,"[null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""s"",""i"",""l""]",,,,,,,,,,,,,,,,,,,889.0434000000059,,,,,,1,,1_2.PNG,001,,,,,,,,,,,,,,,,888.540900000006,,888.5411000000089,,,,,,,889.544300000012,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,balsil,,,,,,,,,116.27906976736315,zara_audio_files/balsil.wav,stems_all/1_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,2,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,889.545700000003,,,,,,157,,2023.2.2,,"[2.197899999991023,2.286299999997027,2.447599999994054,2.7060000000000173,3.048399999991034,3.2052999999970098,3.2876999999880354]",,,,,,,kora,,koranem,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,Win32,,,,,,894.543700000003,,,"[null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,894.543700000003,,,,,,1,,3_dim_sg.PNG,001,,,,,,,,,,,,,,,,894.047700000003,,894.0478000000119,,,,,,,895.045900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,koranem,,,,,,,,,116.27906976736315,zara_audio_files/koranem.wav,stems_all/3_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,16,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,895.0468000000119,,,,,,158,,2023.2.2,,"[2.3280999999940377,2.4225000000000136,2.501900000006003,2.6929999999999836,2.8987999999969816,3.244000000000028,3.2889999999999873,3.3859999999999673]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,Win32,,,,,,900.038300000012,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,900.038300000012,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,899.5489000000059,,899.549,,,,,,,900.547600000009,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,6,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,900.548600000009,,,,,,159,,2023.2.2,,"[2.2814999999999372,2.3859999999999673,2.600900000005936,2.741999999999962,3.1701000000089152,3.4692000000029566,3.544999999999959,4.033299999996984,4.190700000002948,4.418400000005931]",,,,,,,chool,,choolnem,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,Win32,,,,,,905.538100000009,,,"[null,null,null,null,null,null,null,null,null,null]",,,,,"[""c"",""h"",""o"",""o"",""l"",""e"",""n"",""N/A"",""N/A"",""n""]",,,,,,,,,,,,,,,,,,,905.538,,,,,,1,,7_dim_sg.PNG,001,,,,,,,,,,,,,,,,905.048300000012,,905.0485,,,,,,,906.0328000000119,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,chooln,,,,,,,,,116.27906976736315,zara_audio_files/choolnem.wav,stems_all/7_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,10,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,906.0339000000059,,,,,,160,,2023.2.2,,"[2.5733000000119546,2.805500000000052,3.20799999999997,3.360200000003033,3.483900000005974,3.5749000000059823]",,,,,,,bin,,binnem,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,Win32,,,,,,911.0384000000059,,,"[null,null,null,null,null,null]",,,,,"[""b"",""i"",""n"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,911.0384000000059,,,,,,1,,11_dim_sg.PNG,001,,,,,,,,,,,,,,,,910.5358000000119,,910.535900000006,,,,,,,911.535400000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,binnem,,,,,,,,,116.27906976736315,zara_audio_files/binnem.wav,stems_all/11_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,23,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,911.5363000000119,,,,,,161,,2023.2.2,,"[2.922200000003045,3.0312999999970316,3.29200000000003,3.7800000000000864,4.1435999999940805,4.231400000006033,4.280200000002992]",,,,,,,kora,,koradan,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,Win32,,,,,,916.5268000000119,,,"[null,null,null,null,null,null,null]",,,,,"[""j"",""o"",""r"",""a"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,916.526700000003,,,,,,1,,3_2.PNG,001,,,,,,,,,,,,,,,,916.036700000003,,916.0373000000119,,,,,,,917.023100000009,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,4,,,,001,,generalizability_experiment_v3,,joradan,,,,,,,,,116.27906976736315,zara_audio_files/koradan.wav,stems_all/3_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
