fc_flash.started,key_resp_11.rt,key_resp_17.rt,key_resp_11.keys,key_resp_17.keys,comp_image_size,comp_label1_location,key_resp_30.keys,end.stopped,consent6.started,forced_choice_block.thisRepN,prod_image1,condition,training_block.thisIndex,image2_label,consent3.stopped,image_size,image1_label,suffix,key_resp_16.rt,consent.started,demographic_questions.stopped,suffix2,mouse.leftButton,debriefing2.started,fc_pre.started,experiment_start_resp.rt,comprehension_loop.thisRepN,consent6.stopped,begin_experiment.started,training.started,key_resp_3.keys,mouse.y,stem_condition,key_resp_9.keys,consent.stopped,training_block.thisN,prod_image2,psychopyVersion,key_resp_16.keys,key_resp_18.rt,comprehension_four_images.started,alt_image2_location,key_resp_15.rt,consent2.stopped,comp_condition_suffix,key_resp_13.keys,stem,prod_image2_location,label,consent_resp_6.rt,consent3.started,demo_age.started,debriefing1.stopped,debriefing3.stopped,comp_inst.stopped,demo_age.stopped,consent_resp.keys,comprehension_loop.thisN,key_resp_19.rt,mouse.midButton,key_resp_27.rt,debriefing0.stopped,demo_info.ran,comprehension_loop.ran,image3,training_block.thisTrialN,prod_four_images.stopped,image1,comprehension_instructions.started,prod_inst_2.stopped,comp_image_location,key_resp_33.keys,demo_other_langs.started,textbox.text,forced_choice.stopped,demo_native_lang.stopped,demo_info.thisIndex,prod_pre.started,OS,consent_resp_4.rt,consent_resp_3.rt,mouse.time,key_resp_9.rt,comp_instructions_cont.started,clear_screen.started,consent5.stopped,key_resp_14.rt,key_resp_18.duration,mouse.x,demo_native_lang.started,prod_image2_size,production_block.thisRepN,key_resp_18.keys,key_resp_28.keys,forced_choice_block.ran,comprehension_instructions.stopped,key_resp_29.rt,image4_label,consent_resp_4.keys,randomizer.stopped,forced_choice_block.thisIndex,blank_trial.started,demo_info.thisTrialN,consent_resp_2.rt,consent_resp_2.keys,prod_label,demo_info.thisN,production_block.ran,debriefing2.stopped,image3_label,image4,training_2.stopped,comprehension_loop.thisIndex,instructions.stopped,key_resp_14.keys,big_image_flash.started,consent_resp_5.rt,training_block.ran,key_resp_30.rt,file,__session,prod_four_images.started,randomizer.started,alt_image2,alt_image1_location,comprehension_four_images.stopped,consent4.started,prod_inst_2.started,image2,forced_choice_block.thisTrialN,prod_condition,key_resp_10.rt,forced_choice_block.thisN,consent2.started,fc_pre.stopped,production_block.thisTrialN,training.stopped,comprehension_label,training_2.started,debriefing1.started,production.stopped,experiment_start_resp.keys,consent4.stopped,label2,key_resp_27.keys,clear_screen.stopped,__datetime,alt_image1,prod_resp.text,date,prod_instr.started,big_image_flash.stopped,production_block.thisN,big_image_flash_fc.started,mouse.clicked_name,production_block.thisIndex,comp_instructions_cont.stopped,fc_flash.stopped,demo_other_langs.stopped,key_resp_19.keys,consent_resp.rt,textbox_6.text,prod_pre.stopped,demographic_questions.started,forced_choice.started,key_resp_4.rt,stem_filename,label1,blank_trial.stopped,instructions.started,big_image_flash_fc.stopped,alt_image2_size,mouse.rightButton,prod_instr.stopped,textbox_5.text,key_resp_4.keys,key_resp_31.keys,key_resp_15.keys,expName,key_resp_5.rt,suffix1,training_block.thisRepN,comp_image,consent_resp_5.keys,key_resp_28.rt,session,end.started,__experimentName,consent_resp_6.keys,textbox_7.text,production.started,alt_image1_size,key_resp_29.keys,consent5.started,debriefing3.started,comp_condition_stem,comp_inst.started,demo_info.thisRepN,frameRate,audio_files,filepath,__participant,debriefing0.started,key_resp_13.rt,comprehension_loop.thisTrialN,key_resp_5.keys,image_location,key_resp_3.rt,key_resp_31.rt,comp_label2_location,key_resp_33.rt,begin_exp.started,consent_resp_3.keys,key_resp_10.keys,begin_experiment.stopped,participant,begin_exp.stopped
﻿,,,,,,,,,,,,,7,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,329.56180000001194,,,,,,55,,2023.2.2,,"[2.3533999999910975,2.6247999999970375,2.86759999999407,3.9460000000000264,4.366299999997068]",,,,,,,kudom,,kudomnem,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,Win32,,,,,,334.554200000003,,,"[null,null,null,null,null]",,,,,"[""k"",""u"",""d"",""o"",""n""]",,,,,,,,,,,,,,,,,,,334.554200000003,,,,,,1,,8_dim_sg.PNG,001,,,,,,,,,,,,,,,,334.056700000003,,334.05680000001195,,,,,,,335.0475,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,kudon,,,,,,,,,116.27906976736315,zara_audio_files/kudomnem.wav,stems_all/8_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,18,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,335.0488000000119,,,,,,56,,2023.2.2,,"[2.6899000000059914,2.8100999999940655,2.919200000003002,3.0860000000000127,3.706299999997043,3.9262999999970134,3.984599999994032,4.109400000005962]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,Win32,,,,,,340.052200000003,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,340.052100000009,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,339.548400000006,,339.54860000000895,,,,,,,340.54930000001195,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,25,,,"['0.35', '0.35']",,sil,,,,,,,,,,,,340.54990000000595,,,,,,57,,2023.2.2,,"[2.1627999999970484,2.25750000000005,2.362699999988081,2.5685000000000286,3.0302999999970552,3.3383999999910543,3.4306999999881214,3.587399999991078]",,,,,,,berko,,berkosil,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,Win32,,,,,,345.54760000000897,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""s"",""i"",""l""]",,,,,,,,,,,,,,,,,,,345.54760000000897,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,345.04440000000596,,345.0446000000089,,,,,,,346.053,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,berkosil,,,,,,,,,116.27906976736315,zara_audio_files/berkosil.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,11,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,346.0535,,,,,,58,,2023.2.2,,"[2.4677999999970552,2.6157000000030166,2.7007999999970593,3.1379000000059705,3.3935000000000173,3.5387999999970248,3.6357999999970616]",,,,,,,mero,,meronem,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,Win32,,,,,,351.048400000006,,,"[null,null,null,null,null,null,null]",,,,,"[""m"",""e"",""r"",""o"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,351.048400000006,,,,,,1,,12_dim_sg.PNG,001,,,,,,,,,,,,,,,,350.545400000006,,350.54560000000896,,,,,,,351.544200000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,meronem,,,,,,,,,116.27906976736315,zara_audio_files/meronem.wav,stems_all/12_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,13,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,351.545200000003,,,,,,59,,2023.2.2,,"[2.222400000005962,2.4079000000059523,2.567700000003015,2.6952000000030125,2.792900000006,2.8439000000059877]",,,,,,,bal,,baldan,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,Win32,,,,,,356.547700000003,,,"[null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,356.547,,,,,,1,,1_2.PNG,001,,,,,,,,,,,,,,,,356.044200000003,,356.04430000001196,,,,,,,357.04490000000595,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,baldan,,,,,,,,,116.27906976736315,zara_audio_files/baldan.wav,stems_all/1_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,30,,,"['0.35', '0.35']",,none,,,,,,,,,,,,357.046,,,,,,60,,2023.2.2,,"[2.2375000000000114,2.3292000000029702,2.4950000000000045]",,,,,,,bal,,bal,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,Win32,,,,,,362.04,,,"[null,null,null]",,,,,"[""b"",""a"",""l""]",,,,,,,,,,,,,,,,,,,362.03990000000596,,,,,,1,,1.PNG,001,,,,,,,,,,,,,,,,361.544700000003,,361.54490000000595,,,,,,,362.5408000000119,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,bal,,,,,,,,,116.27906976736315,zara_audio_files/bal.wav,stems_all/1.PNG,501168,,,,,"['-0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,19,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,362.54280000001194,,,,,,61,,2023.2.2,,"[2.2271000000089316,2.354800000011892,2.478600000008896,2.9181000000089057,3.0954999999999586,3.3477000000029307,3.4114000000059264,3.52230000001191]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,Win32,,,,,,367.534,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,367.534,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,367.034700000003,,367.03490000000596,,,,,,,368.029400000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,27,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,368.029700000003,,,,,,62,,2023.2.2,,"[2.438299999997014,2.758299999997007,2.872799999997028,3.0273999999910757,3.391099999994026,3.999500000000012]",,,,,,,bal,,balshoon,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,Win32,,,,,,373.031,,,"[null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""s"",""o"",""N/A""]",,,,,,,,,,,,,,,,,,,373.03080000001194,,,,,,1,,1_dim_sg.PNG,001,,,,,,,,,,,,,,,,372.5343000000119,,372.53460000000894,,,,,,,373.52840000000595,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,bals,,,,,,,,,116.27906976736315,zara_audio_files/balshoon.wav,stems_all/1_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,9,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,373.52910000000895,,,,,,63,,2023.2.2,,"[2.568199999988053,2.688799999997002,2.850499999999954,3.0120000000000005]",,,,,,,vorke,,vorkenem,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,Win32,,,,,,378.51210000000896,,,"[null,null,null,null]",,,,,"[""v"",""o"",""r"",""k""]",,,,,,,,,,,,,,,,,,,378.51210000000896,,,,,,1,,10_dim_sg.PNG,001,,,,,,,,,,,,,,,,378.02330000001194,,378.02340000000595,,,,,,,379.004,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,vork,,,,,,,,,116.27906976736315,zara_audio_files/vorkenem.wav,stems_all/10_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,4,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,379.0045,,,,,,64,,2023.2.2,,"[2.357899999991048,2.7414999999999736,2.848699999988071,3.323799999996993,3.5779999999999745,3.8874999999999886,3.966299999997034]",,,,,,,pipa,,pipanem,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,Win32,,,,,,383.9995,,,"[null,null,null,null,null,null,null]",,,,,"[""p"",""i"",""p"",""a"",""n"",""m"",""e""]",,,,,,,,,,,,,,,,,,,383.9995,,,,,,1,,5_dim_sg.PNG,001,,,,,,,,,,,,,,,,383.50210000000897,,383.5023000000119,,,,,,,384.494900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,pipanme,,,,,,,,,116.27906976736315,zara_audio_files/pipanem.wav,stems_all/5_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,29,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,384.49560000000895,,,,,,65,,2023.2.2,,"[2.292400000005955,2.4325999999940677,2.552500000000009,2.804599999994082,3.084000000000003,3.209799999997017,3.4247000000029857,3.555599999994058,3.7105000000000246]",,,,,,,kora,,korashoon,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,Win32,,,,,,389.48860000000894,,,"[null,null,null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n""]",,,,,,,,,,,,,,,,,,,389.4885,,,,,,1,,3_dim_sg.PNG,001,,,,,,,,,,,,,,,,388.993700000003,,388.99380000001196,,,,,,,389.990200000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,1,,,,001,,generalizability_experiment_v3,,korashoon,,,,,,,,,116.27906976736315,zara_audio_files/korashoon.wav,stems_all/3_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,0,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,389.99230000001194,,,,,,66,,2023.2.2,,"[2.7621000000088998,2.9172000000029357,2.9907000000029598,3.2059999999999604,3.3079999999999927,3.4114000000059264]",,,,,,,bal,,balnem,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Win32,,,,,,395.00190000000595,,,"[null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,395.0015,,,,,,1,,1_dim_sg.PNG,001,,,,,,,,,,,,,,,,394.50010000000896,,394.500400000006,,,,,,,395.503200000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,balnem,,,,,,,,,116.27906976736315,zara_audio_files/balnem.wav,stems_all/1_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,15,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,395.50360000000893,,,,,,67,,2023.2.2,,"[2.1593000000119105,2.3301000000089402,2.422200000002988,2.568700000002991,2.802400000005946,3.349600000008934,3.478999999999985,3.58480000001191]",,,,,,,bal,,baldan,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Win32,,,,,,400.4965,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""a"",""l"",""d"",""n"",""N/A"",""a"",""n""]",,,,,,,,,,,,,,,,,,,400.4965,,,,,,1,,1_2.PNG,001,,,,,,,,,,,,,,,,400.007,,400.00710000000896,,,,,,,400.99360000000894,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,baldan,,,,,,,,,116.27906976736315,zara_audio_files/baldan.wav,stems_all/1_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,4,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,400.99440000000595,,,,,,68,,2023.2.2,,"[2.456799999997031,2.617500000000007,2.7464000000059627,3.1687999999970202,3.368400000005977,3.57379999999705,3.5942000000030134]",,,,,,,pipa,,pipanem,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,Win32,,,,,,405.983700000003,,,"[null,null,null,null,null,null,null]",,,,,"[""p"",""i"",""p"",""a"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,405.9835,,,,,,1,,5_dim_sg.PNG,001,,,,,,,,,,,,,,,,405.492,,405.492200000003,,,,,,,406.48320000000297,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,pipanem,,,,,,,,,116.27906976736315,zara_audio_files/pipanem.wav,stems_all/5_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,19,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,406.484200000003,,,,,,69,,2023.2.2,,"[2.213199999988092,2.3118999999910557,2.418699999988064,2.5945999999940454,2.8221999999880722,3.0625,3.1558999999910498,3.268399999991061]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,Win32,,,,,,411.4693000000119,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,411.469,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,410.97360000000896,,410.9738000000119,,,,,,,411.966,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,7,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,411.9665,,,,,,70,,2023.2.2,,"[2.4848999999910575,2.7117999999969697,2.931699999988041,3.0417999999970107,3.6317999999969857,3.7871999999880472,3.9235999999939963]",,,,,,,kudom,,kudomnem,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,Win32,,,,,,416.963,,,"[null,null,null,null,null,null,null]",,,,,"[""k"",""u"",""d"",""o"",""m"",""n"",""e""]",,,,,,,,,,,,,,,,,,,416.96290000000596,,,,,,1,,8_dim_sg.PNG,001,,,,,,,,,,,,,,,,416.4648000000119,,416.46500000000003,,,,,,,417.45410000000896,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,kudomne,,,,,,,,,116.27906976736315,zara_audio_files/kudomnem.wav,stems_all/8_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,25,,,"['0.35', '0.35']",,sil,,,,,,,,,,,,417.45550000000003,,,,,,71,,2023.2.2,,"[2.734600000008925,2.8000000000000114,2.936700000002986,3.1778000000119278,3.3076000000089607,3.998800000011954,4.163200000002973]",,,,,,,berko,,berkosil,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,Win32,,,,,,422.46590000000595,,,"[null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""o"",""s"",""i"",""l""]",,,,,,,,,,,,,,,,,,,422.46580000001194,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,421.9655,,421.965700000003,,,,,,,422.960700000003,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,berosil,,,,,,,,,116.27906976736315,zara_audio_files/berkosil.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,2,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,422.9623000000119,,,,,,72,,2023.2.2,,"[2.3782000000030052,2.5300000000000296,2.660000000000025,2.9352000000030216,3.20240000000598,3.385099999994054,3.510500000000036]",,,,,,,kora,,koranem,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,Win32,,,,,,427.9685,,,"[null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,427.96840000000594,,,,,,1,,3_dim_sg.PNG,001,,,,,,,,,,,,,,,,427.467200000003,,427.4673000000119,,,,,,,428.45790000000596,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,koranem,,,,,,,,,116.27906976736315,zara_audio_files/koranem.wav,stems_all/3_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,9,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,428.45880000001193,,,,,,73,,2023.2.2,,"[2.779200000002959,2.876000000000033,3.053400000005979,3.1865000000000236,3.337500000000034,3.5237000000029752,3.8030999999940605,4.054099999994037]",,,,,,,vorke,,vorkenem,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,Win32,,,,,,433.469400000006,,,"[null,null,null,null,null,null,null,null]",,,,,"[""v"",""o"",""r"",""k"",""e"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,433.4693000000119,,,,,,1,,10_dim_sg.PNG,001,,,,,,,,,,,,,,,,432.97810000000896,,432.9783000000119,,,,,,,433.96240000000597,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,vorkenem,,,,,,,,,116.27906976736315,zara_audio_files/vorkenem.wav,stems_all/10_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,16,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,433.963100000009,,,,,,74,,2023.2.2,,"[2.207599999994045,2.302099999994084,2.40770000000299,2.8722999999970398,3.0470000000000255,3.2769000000059805,3.3650999999940723,3.468599999994069]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,Win32,,,,,,438.951100000009,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,438.951,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,438.45760000000894,,438.45780000001196,,,,,,,439.447900000006,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,8,,,"['0.20', '0.20']",,nem,,,,,,,,,,,,439.44840000000596,,,,,,75,,2023.2.2,,"[2.397200000002954,2.5059000000059655,2.7826000000089266,2.916999999999973,3.1509000000059473,3.2676000000089402,3.4146000000089316]",,,,,,,osto,,ostonem,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,Win32,,,,,,444.44060000000894,,,"[null,null,null,null,null,null,null]",,,,,"[""o"",""s"",""t"",""o"",""n"",""e"",""m""]",,,,,,,,,,,,,,,,,,,444.4405,,,,,,1,,9_dim_sg.PNG,001,,,,,,,,,,,,,,,,443.939700000003,,443.939900000006,,,,,,,444.9365,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,ostonem,,,,,,,,,116.27906976736315,zara_audio_files/ostonem.wav,stems_all/9_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,18,,,"['0.35', '0.35']",,dan,,,,,,,,,,,,444.9375,,,,,,76,,2023.2.2,,"[2.1427000000029466,2.221499999999992,2.3294000000059327,2.778900000005933,2.931900000005953,3.1182000000029575,3.1604999999999563,3.2794999999999845]",,,,,,,berko,,berkodan,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,Win32,,,,,,449.94590000000596,,,"[null,null,null,null,null,null,null,null]",,,,,"[""b"",""e"",""r"",""k"",""o"",""d"",""a"",""n""]",,,,,,,,,,,,,,,,,,,449.94580000001196,,,,,,1,,2_2.PNG,001,,,,,,,,,,,,,,,,449.4453000000119,,449.44550000000004,,,,,,,450.4485,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,berkodan,,,,,,,,,116.27906976736315,zara_audio_files/berkodan.wav,stems_all/2_2.PNG,501168,,,,,"['-0.2', '-0.18']",,,,,,,,,60472,
﻿,,,,,,,,,,,,,29,,,"['0.20', '0.20']",,shoon,,,,,,,,,,,,450.449400000006,,,,,,77,,2023.2.2,,"[2.245099999994011,2.3781999999881123,2.4292999999969993,2.702699999988056,2.8781999999881123,2.9997999999970375,3.1906999999881123,3.636799999997095,3.7577999999970757]",,,,,,,kora,,korashoon,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,Win32,,,,,,455.45090000000596,,,"[null,null,null,null,null,null,null,null,null]",,,,,"[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n""]",,,,,,,,,,,,,,,,,,,455.4508000000119,,,,,,1,,3_dim_sg.PNG,001,,,,,,,,,,,,,,,,454.95520000000295,,454.95540000000597,,,,,,,455.9446000000089,2025-01-23_11h06.53.786,,,2025-01-23_11h07.36.502,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,generalizability_mini,,,2,,,,001,,generalizability_experiment_v3,,korashoon,,,,,,,,,116.27906976736315,zara_audio_files/korashoon.wav,stems_all/3_dim_sg.PNG,501168,,,,,"['0.2', '0.22']",,,,,,,,,60472,
